,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Ethan Happ,22,SR,F,6-10,237,"Milan, IL",Rockridge HS, 17.5 Pts,10.1 Reb,4.6 Ast
1,D'Mitrik Trice,0,SO,G,6-0,187,"Huber Heights, OH",IMG Academy, 11.7 Pts,2.8 Reb,2.6 Ast
2,Brad Davison,34,SO,G,6-3,206,"Maple Grove, MN",Maple Grove Senior High School, 10.7 Pts,3.3 Reb,1.8 Ast
3,Nate Reuvers,35,SO,F,6-11,240,"Lakeville, MN",Lakeville North High School, 7.8 Pts,3.9 Reb,1.0 Ast
4,Khalil Iverson,21,SR,G,6-5,217,"Delaware, OH",Rutherford B Hayes HS, 6.7 Pts,4.5 Reb,0.9 Ast
5,Brevin Pritzl,1,JR,G,6-3,198,"De Pere, WI",De Pere HS, 4.9 Pts,2.5 Reb,0.5 Ast
6,Kobe King,23,FR,G,6-4,203,"La Crosse, WI",Central High School, 4.3 Pts,2.1 Reb,0.5 Ast
7,Aleem Ford,2,SO,F,6-8,220,"Lawrenceville, GA",IMG Academy, 3.2 Pts,1.9 Reb,0.4 Ast
8,Charles Thomas IV,15,SR,F,6-8,250,"Highland, MD",River Hill HS, 1.6 Pts,1.3 Reb,0.2 Ast
9,Tai Strickland,13,FR,G,6-2,172,"Tampa, FL",St. Petersburg HS, 1.8 Pts,0.3 Reb,0.4 Ast
10,Trevor Anderson,12,SO,G,6-2,201,"Stevens Point, WI",Stevens Point High School, 1.6 Pts,1.1 Reb,0.4 Ast
11,Walt McGrory,3,SO,G,6-3,200,"Minneapolis, MN",Edina High School, 0.3 Pts,0.2 Reb,0.1 Ast
12,Michael Ballard,31,SO,G,6-4,197,"Oak Park, IL",Fenwick High School, 0.2 Pts,0.3 Reb,0.0 Ast
13,Taylor Currie,33,FR,F,6-8,226,"Clarkston, MI",Clarkston HS,,,
14,Owen Hamilton,30,SO,C,7-0,266,"Prescott, WI",Prescott High School,,,
15,Joe Hedstrom,32,FR,C,7-0,223,"Hopkins, MN",Hopkins HS,,,
16,Carter Higginbottom,4,FR,G,6-0,183,"Chicago, IL",St. Ignatius HS,,,
17,Alex Illikainen,25,SR,F,6-9,235,"Grand Rapids, MN",Brewster Academy (NH),,,
18,Micah Potter,11,,F,6-9,240,"Mentor, OH",Mentor High School,,,
