,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Matt Mobley,2,SR,G,6-3,175,"Worcester, MA",Worcester Academy, 18.5 Pts,5.0 Reb,2.5 Ast
1,Jaylen Adams,3,,G,6-1,180,"Baltimore, MD",Mount St. Joseph HS, 19.8 Pts,3.6 Reb,5.4 Ast
2,Courtney Stockard,11,JR,F,6-5,190,"St. Louis, MO",, 12.9 Pts,6.3 Reb,2.3 Ast
3,LaDarien Griffin,15,JR,F,6-7,200,"Jacksonville, FL",Providence HS, 8.7 Pts,6.5 Reb,1.2 Ast
4,Idris Taqqee,1,SR,G,6-4,190,"Snellville, GA",Cushing Academy (MA), 5.4 Pts,4.8 Reb,1.6 Ast
5,Amadi Ikpeze,32,SO,C,6-10,250,"Buffalo, NY",Amherst High School, 4.7 Pts,3.1 Reb,0.2 Ast
6,Izaiah Brockington,21,FR,G,6-4,180,"Philadelphia, PA",, 4.4 Pts,1.3 Reb,0.9 Ast
7,Josh Ayeni,33,SO,F,6-8,220,Nigeria,Progressive Christian Academy, 5.3 Pts,2.8 Reb,0.3 Ast
8,Nelson Kaputo,4,JR,G,6-1,170,Canada,St. Michael's HS, 3.3 Pts,0.6 Reb,1.1 Ast
9,Tshiefu Ngalakulondi,5,FR,F,6-6,210,"Manchester, NH",, 2.5 Pts,1.3 Reb,0.4 Ast
10,Jason Lee,20,FR,G,5-11,170,"Jersey City, NJ",, 1.2 Pts,0.4 Reb,0.0 Ast
11,Ndene Gueye,12,JR,F,6-10,225,Senegal,, 0.6 Pts,1.0 Reb,0.0 Ast
12,Jack Galatio,24,SO,G,5-10,165,"Hornell, NY",, 0.0 Pts,0.0 Reb,0.0 Ast
13,Jalen Poyser,,,G,6-4,180,Canada,Orangeville Prep HS,,,
