,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Tookie Brown,4,SR,G,5-11,180,"Madison, GA",Morgan County, 17.3 Pts,4.2 Reb,4.7 Ast
1,Quan Jackson,13,SO,G,6-4,180,"Tallahassee, FL",Amos P. Godby High School, 14.8 Pts,4.5 Reb,1.5 Ast
2,Isaiah Crawley,53,JR,F,6-7,210,"Ripley, TN",, 11.5 Pts,5.5 Reb,0.7 Ast
3,Montae Glenn,0,SR,F,6-8,230,"Carrollton, GA",Carrollton (GA), 9.6 Pts,7.4 Reb,0.6 Ast
4,David-Lee Jones Jr.,24,JR,G,6-0,175,"Tampa, FL",A.P. Leto High School, 7.8 Pts,2.0 Reb,1.8 Ast
5,Simeon Carter,23,JR,F,6-8,215,"Charlotte, NC",West Charlotte HS, 8.3 Pts,4.4 Reb,0.4 Ast
6,Elijah McCadden,2,FR,G,6-4,192,"Rocky Mount, NC",Greenfield School, 5.2 Pts,2.6 Reb,1.2 Ast
7,Calvin Wishart,10,FR,G,6-1,180,"Delano, MN",Delano HS, 5.2 Pts,1.8 Reb,1.3 Ast
8,Ike Smith,3,SR,G,6-4,210,"Gainesville, FL",Gainesville High School, 14.7 Pts,5.7 Reb,0.7 Ast
9,Tyshaun Crawford,35,FR,C,7-1,270,"Griffin, GA",Griffin HS, 3.5 Pts,1.5 Reb,0.0 Ast
10,Trey Dawkins,5,JR,F,6-8,200,"Forest City, NC",, 2.3 Pts,1.1 Reb,0.1 Ast
11,Eito Yuminami,21,FR,G,5-6,140,"Mooresvile, NC",Pine Lake Prep, 1.1 Pts,0.6 Reb,0.1 Ast
12,Daniel Cooper,30,FR,G,6-3,192,"Statesboro, GA",Statesboro HS, 1.0 Pts,0.5 Reb,0.5 Ast
13,Jordan Walker,30,FR,C,,,,, 0.0 Pts,0.0 Reb,0.0 Ast
14,Will Dillard,14,FR,G,6-2,190,"Greensboro, NC",Greensboro Day School,,,
15,David Viti,1,FR,F,6-5,205,"Buford, GA",Buford HS,,,
