,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jarron Cumberland,34,JR,G,6-5,205,"Wilmington, OH",Wilmington High School, 18.8 Pts,4.5 Reb,3.6 Ast
1,Keith Williams,2,SO,G,6-5,210,"Brooklyn, NY",Bishop Loughlin Memorial High School, 10.1 Pts,3.1 Reb,1.1 Ast
2,Tre Scott,13,JR,F,6-8,225,"Darien, GA",McIntosh County Academy, 9.3 Pts,6.9 Reb,1.5 Ast
3,Cane Broome,15,SR,G,6-0,165,"East Hartford, CT",East Hartford (St. Thomas More), 8.3 Pts,1.6 Reb,2.2 Ast
4,Justin Jenifer,3,SR,G,5-10,175,"Baltimore, MD",Milford Mill Academy (MD), 8.2 Pts,1.7 Reb,2.9 Ast
5,Nysier Brooks,33,JR,C,6-11,240,"Philadelphia, PA",Life Center Academy, 8.0 Pts,6.4 Reb,0.4 Ast
6,Rashawn Fredericks,10,JR,G,6-5,200,"St. Croix, U.S. Virgin Islands",Chamberlain HS, 2.4 Pts,2.3 Reb,0.2 Ast
7,Trevor Moore,5,SO,G,6-5,195,"Houston, TX",South Kent School, 2.3 Pts,1.4 Reb,0.5 Ast
8,Logan Johnson,0,FR,G,6-2,175,"Mountain View, CA",Saint Francis HS, 2.1 Pts,1.3 Reb,0.7 Ast
9,Mamoudou Diarra,20,FR,F,6-9,215,"Bamako, Mali",22ft Basketball Academy, 2.4 Pts,2.0 Reb,0.3 Ast
10,Eliel Nsoseme,22,SO,F,6-9,225,"Kinshasa, Democratic Republic of the Congo",The RISE Centre Academy, 1.3 Pts,3.3 Reb,0.1 Ast
11,Sam Martin,31,SO,G,5-10,170,"Cincinnati, OH",Summit Country Day School, 0.8 Pts,0.0 Reb,0.5 Ast
12,John Koz,32,JR,G,6-1,200,"Cleveland, OH",Bay High School, 0.4 Pts,0.4 Reb,0.0 Ast
13,Laquill Hardnett,11,FR,F,6-8,210,"Philadelphia, PA",Perry Hall HS,,,
14,Prince Gillam Toyambi,24,FR,F,6-7,225,"Kinshasa, Democratic Republic of the Congo",Fresno HS,,,
