,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",8:00p,REG,,Central Arkansas,Southland,W,68,55,,1,0,W 1,Mizzou Arena
1,2,"Fri, Nov 9, 2018",7:00p,REG,@,Iowa State,Big 12,L,59,76,,1,1,L 1,James H. Hilton Coliseum 
2,3,"Fri, Nov 16, 2018",3:00p,REG,N,Kennesaw State,A-Sun,W,55,52,,2,1,W 1,Virgin Islands Sport & Fitness Center 
3,4,"Sun, Nov 18, 2018",5:30p,REG,N,Oregon State,Pac-12,W,69,63,,3,1,W 2,Virgin Islands Sport & Fitness Center 
4,5,"Mon, Nov 19, 2018",7:30p,REG,N,Kansas State (12),Big 12,L,67,82,,3,2,L 1,Virgin Islands Sport & Fitness Center 
5,6,"Tue, Nov 27, 2018",9:00p,REG,,Temple,AAC,L,77,79,,3,3,L 2,Mizzou Arena
6,7,"Sun, Dec 2, 2018",3:00p,REG,,Central Florida,AAC,W,64,62,OT,4,3,W 1,Mizzou Arena
7,8,"Tue, Dec 4, 2018",8:00p,REG,,Texas-Arlington,Sun Belt,W,65,45,,5,3,W 2,Mizzou Arena
8,9,"Fri, Dec 7, 2018",7:00p,REG,,Oral Roberts,Summit,W,80,64,,6,3,W 3,Mizzou Arena
9,10,"Tue, Dec 18, 2018",7:00p,REG,,Xavier,Big East,W,71,56,,7,3,W 4,Mizzou Arena
10,11,"Sat, Dec 22, 2018",8:00p,REG,N,Illinois,Big Ten,W,79,63,,8,3,W 5,Scottrade Center
11,12,"Sat, Dec 29, 2018",2:00p,REG,,Morehead State,OVC,W,75,61,,9,3,W 6,Mizzou Arena
12,13,"Tue, Jan 8, 2019",7:00p,REG,,Tennessee (3),SEC,L,63,87,,9,4,L 1,Mizzou Arena
13,14,"Sun, Jan 13, 2019",1:00p,REG,@,South Carolina,SEC,L,75,85,,9,5,L 2,The Colonial Life Arena
14,15,"Wed, Jan 16, 2019",9:00p,REG,,Alabama,SEC,L,60,70,,9,6,L 3,Mizzou Arena
15,16,"Sat, Jan 19, 2019",3:30p,REG,@,Texas A&M,SEC,W,66,43,,10,6,W 1,Reed Arena
16,17,"Wed, Jan 23, 2019",9:00p,REG,@,Arkansas,SEC,L,60,72,,10,7,L 1,Bud Walton Arena
17,18,"Sat, Jan 26, 2019",6:00p,REG,,Louisiana State (25),SEC,L,80,86,OT,10,8,L 2,Mizzou Arena
18,19,"Wed, Jan 30, 2019",8:30p,REG,@,Auburn,SEC,L,58,92,,10,9,L 3,Auburn Arena
19,20,"Sat, Feb 2, 2019",8:30p,REG,,Vanderbilt,SEC,W,77,67,,11,9,W 1,Mizzou Arena
20,21,"Tue, Feb 5, 2019",9:00p,REG,@,Tennessee (1),SEC,L,60,72,,11,10,L 1,Thompson-Boling Arena
21,22,"Sat, Feb 9, 2019",6:00p,REG,,Texas A&M,SEC,L,59,68,,11,11,L 2,Mizzou Arena
22,23,"Tue, Feb 12, 2019",9:00p,REG,,Arkansas,SEC,W,79,78,,12,11,W 1,Mizzou Arena
23,24,"Sat, Feb 16, 2019",3:30p,REG,@,Mississippi,SEC,L,65,75,,12,12,L 1,The Pavilion at Ole Miss
24,25,"Tue, Feb 19, 2019",9:00p,REG,,Kentucky (4),SEC,L,58,66,,12,13,L 2,Mizzou Arena
25,26,"Sat, Feb 23, 2019",4:00p,REG,@,Florida,SEC,L,60,64,,12,14,L 3,Stephen C. O'Connell Center
26,27,"Tue, Feb 26, 2019",7:00p,REG,@,Mississippi State,SEC,L,49,68,,12,15,L 4,Humphrey Coliseum
27,28,"Sat, Mar 2, 2019",3:30p,REG,,South Carolina,SEC,W,78,63,,13,15,W 1,Mizzou Arena
28,29,"Wed, Mar 6, 2019",6:30p,REG,@,Georgia,SEC,W,64,39,,14,15,W 2,Stegeman Coliseum
29,30,"Sat, Mar 9, 2019",3:30p,REG,,Mississippi,SEC,L,68,73,,14,16,L 1,Mizzou Arena
30,31,"Wed, Mar 13, 2019",7:00p,CTOURN,N,Georgia,SEC,W,71,61,,15,16,W 1,Bridgestone Arena
31,32,"Thu, Mar 14, 2019",3:00p,CTOURN,N,Auburn (22),SEC,L,71,81,,15,17,L 1,Bridgestone Arena
