,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Thu, Nov 8, 2018",8:00p,REG,,New Orleans,Southland,W,82,52,,1,0,W 1,Welsh-Ryan Arena
1,2,"Mon, Nov 12, 2018",8:00p,REG,,American,Patriot,W,63,51,,2,0,W 2,Welsh-Ryan Arena
2,3,"Fri, Nov 16, 2018",7:00p,REG,,Binghamton,AEC,W,82,54,,3,0,W 3,Welsh-Ryan Arena
3,4,"Thu, Nov 22, 2018",4:30p,REG,N,Fresno State,MWC,L,59,78,,3,1,L 1,Titan Gym
4,5,"Fri, Nov 23, 2018",4:30p,REG,N,La Salle,A-10,W,91,74,,4,1,W 1,Titan Gym
5,6,"Sun, Nov 25, 2018",2:00p,REG,N,Utah,Pac-12,W,79,57,,5,1,W 2,Titan Gym
6,7,"Wed, Nov 28, 2018",9:15p,REG,,Georgia Tech,ACC,W,67,61,,6,1,W 3,Welsh-Ryan Arena
7,8,"Sat, Dec 1, 2018",1:00p,REG,@,Indiana,Big Ten,L,66,68,,6,2,L 1,Assembly Hall
8,9,"Tue, Dec 4, 2018",9:00p,REG,,Michigan (5),Big Ten,L,60,62,,6,3,L 2,Welsh-Ryan Arena
9,10,"Sat, Dec 8, 2018",12:00p,REG,,DePaul,Big East,W,75,68,,7,3,W 1,Welsh-Ryan Arena
10,11,"Mon, Dec 17, 2018",9:00p,REG,,Chicago State,WAC,W,88,46,,8,3,W 2,Welsh-Ryan Arena
11,12,"Fri, Dec 21, 2018",9:00p,REG,,Oklahoma,Big 12,L,69,76,OT,8,4,L 1,Welsh-Ryan Arena
12,13,"Sun, Dec 30, 2018",5:00p,REG,,Columbia,Ivy,W,75,54,,9,4,W 1,Welsh-Ryan Arena
13,14,"Wed, Jan 2, 2019",8:30p,REG,@,Michigan State (8),Big Ten,L,55,81,,9,5,L 1,Breslin Events Center
14,15,"Sun, Jan 6, 2019",1:00p,REG,,Illinois,Big Ten,W,68,66,,10,5,W 1,Welsh-Ryan Arena
15,16,"Wed, Jan 9, 2019",9:00p,REG,,Iowa,Big Ten,L,63,73,,10,6,L 1,Welsh-Ryan Arena
16,17,"Sun, Jan 13, 2019",7:30p,REG,@,Michigan (2),Big Ten,L,60,80,,10,7,L 2,Crisler Arena
17,18,"Fri, Jan 18, 2019",7:00p,REG,@,Rutgers,Big Ten,W,65,57,,11,7,W 1,Louis Brown Athletic Center
18,19,"Tue, Jan 22, 2019",9:00p,REG,,Indiana,Big Ten,W,73,66,,12,7,W 2,Welsh-Ryan Arena
19,20,"Sat, Jan 26, 2019",2:15p,REG,@,Wisconsin,Big Ten,L,46,62,,12,8,L 1,Kohl Center
20,21,"Tue, Jan 29, 2019",7:00p,REG,@,Maryland (21),Big Ten,L,52,70,,12,9,L 2,Xfinity Center
21,22,"Mon, Feb 4, 2019",8:00p,REG,,Penn State,Big Ten,L,52,59,,12,10,L 3,Welsh-Ryan Arena
22,23,"Sun, Feb 10, 2019",6:30p,REG,@,Iowa (20),Big Ten,L,79,80,,12,11,L 4,Carver-Hawkeye Arena
23,24,"Wed, Feb 13, 2019",7:00p,REG,,Rutgers,Big Ten,L,56,59,,12,12,L 5,Welsh-Ryan Arena
24,25,"Sat, Feb 16, 2019",8:30p,REG,@,Nebraska,Big Ten,L,50,59,,12,13,L 6,Pinnacle Bank Arena
25,26,"Wed, Feb 20, 2019",8:30p,REG,@,Ohio State,Big Ten,L,49,63,,12,14,L 7,Value City Arena
26,27,"Sat, Feb 23, 2019",8:30p,REG,,Wisconsin (22),Big Ten,L,64,69,,12,15,L 8,Welsh-Ryan Arena
27,28,"Thu, Feb 28, 2019",9:00p,REG,,Minnesota,Big Ten,L,50,62,,12,16,L 9,Welsh-Ryan Arena
28,29,"Sun, Mar 3, 2019",6:30p,REG,@,Illinois,Big Ten,L,76,81,,12,17,L 10,State Farm Center
29,30,"Wed, Mar 6, 2019",9:00p,REG,,Ohio State,Big Ten,W,68,50,,13,17,W 1,Welsh-Ryan Arena
30,31,"Sat, Mar 9, 2019",2:30p,REG,,Purdue (11),Big Ten,L,57,70,,13,18,L 1,Welsh-Ryan Arena
31,32,"Wed, Mar 13, 2019",9:00p,CTOURN,N,Illinois,Big Ten,L,69,74,OT,13,19,L 2,United Center
