,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",8:00p,REG,,Concordia (IL),,W,121,65,,1,0,W 1,Athletics-Recreation Center
1,2,"Thu, Nov 15, 2018",5:00p,REG,N,Western Kentucky,CUSA,L,71,83,,1,1,L 1,The HTC Center
2,3,"Fri, Nov 16, 2018",6:30p,REG,N,Monmouth,MAAC,W,64,53,,2,1,W 1,The HTC Center
3,4,"Sun, Nov 18, 2018",10:30a,REG,N,Wake Forest,ACC,L,63,69,,2,2,L 1,The HTC Center
4,5,"Wed, Nov 21, 2018",8:00p,REG,,Southern Illinois-Edwardsville,OVC,W,75,70,OT,3,2,W 1,Athletics-Recreation Center
5,6,"Sat, Nov 24, 2018",2:00p,REG,@,West Virginia,Big 12,L,76,88,,3,3,L 1,WVU Coliseum
6,7,"Wed, Nov 28, 2018",10:30p,REG,@,Nevada-Las Vegas,MWC,W,72,64,,4,3,W 1,Thomas & Mack Center
7,8,"Sun, Dec 2, 2018",2:00p,REG,,UC-Riverside,Big West,W,82,73,,5,3,W 2,Athletics-Recreation Center
8,9,"Tue, Dec 4, 2018",8:00p,REG,,High Point,Big South,L,53,55,,5,4,L 1,Athletics-Recreation Center
9,10,"Sat, Dec 8, 2018",4:00p,REG,@,George Washington,A-10,W,82,79,,6,4,W 1,Charles E. Smith Center
10,11,"Mon, Dec 17, 2018",8:00p,REG,,Ball State,MAC,L,61,77,,6,5,L 1,Athletics-Recreation Center
11,12,"Wed, Dec 19, 2018",8:30p,REG,@,Texas A&M,SEC,L,49,71,,6,6,L 2,Reed Arena
12,13,"Sat, Dec 29, 2018",2:00p,REG,,Purdue North Central,,W,97,61,,7,6,W 1,Athletics-Recreation Center
13,14,"Wed, Jan 2, 2019",8:00p,REG,,Illinois State,MVC,W,58,56,,8,6,W 2,Athletics-Recreation Center
14,15,"Sat, Jan 5, 2019",2:00p,REG,@,Missouri State,MVC,W,82,66,,9,6,W 3,JQH Arena
15,16,"Tue, Jan 8, 2019",8:00p,REG,,Bradley,MVC,W,61,50,,10,6,W 4,Athletics-Recreation Center
16,17,"Sat, Jan 12, 2019",4:00p,REG,@,Southern Illinois,MVC,W,65,61,,11,6,W 5,The SIU Arena
17,18,"Tue, Jan 15, 2019",8:00p,REG,@,Loyola (IL),MVC,L,54,71,,11,7,L 1,Joseph J. Gentile Center
18,19,"Sat, Jan 19, 2019",4:00p,REG,,Northern Iowa,MVC,W,75,66,,12,7,W 1,Athletics-Recreation Center
19,20,"Wed, Jan 23, 2019",7:00p,REG,@,Indiana State,MVC,L,53,70,,12,8,L 1,Hulman Center
20,21,"Sat, Jan 26, 2019",8:00p,REG,,Drake,MVC,L,59,70,,12,9,L 2,Athletics-Recreation Center
21,22,"Tue, Jan 29, 2019",8:00p,REG,,Missouri State,MVC,L,54,55,OT,12,10,L 3,Athletics-Recreation Center
22,23,"Sat, Feb 2, 2019",2:00p,REG,@,Evansville,MVC,L,53,64,,12,11,L 4,Ford Center
23,24,"Tue, Feb 5, 2019",8:00p,REG,@,Illinois State,MVC,W,69,53,,13,11,W 1,Redbird Arena
24,25,"Sun, Feb 10, 2019",4:00p,REG,,Loyola (IL),MVC,L,51,56,,13,12,L 1,Athletics-Recreation Center
25,26,"Wed, Feb 13, 2019",8:00p,REG,,Indiana State,MVC,L,82,87,OT,13,13,L 2,Athletics-Recreation Center
26,27,"Sat, Feb 16, 2019",3:00p,REG,@,Drake,MVC,L,79,84,,13,14,L 3,Knapp Center
27,28,"Wed, Feb 20, 2019",8:00p,REG,,Southern Illinois,MVC,W,55,52,,14,14,W 1,Athletics-Recreation Center
28,29,"Sat, Feb 23, 2019",8:00p,REG,@,Northern Iowa,MVC,L,53,64,,14,15,L 1,McLeod Center
29,30,"Wed, Feb 27, 2019",8:00p,REG,@,Bradley,MVC,L,42,67,,14,16,L 2,Carver Arena
30,31,"Sat, Mar 2, 2019",2:00p,REG,,Evansville,MVC,L,63,65,,14,17,L 3,Athletics-Recreation Center
31,32,"Thu, Mar 7, 2019",7:05p,CTOURN,N,Indiana State,MVC,W,77,55,,15,17,W 1,Scottrade Center
32,33,"Fri, Mar 8, 2019",1:05p,CTOURN,N,Loyola (IL),MVC,L,54,67,,15,18,L 1,Scottrade Center
