,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",7:45p,REG,,Delaware State,MEAC,W,81,56,,1,0,W 1,Williams Arena at Minges Coliseum
1,2,"Fri, Nov 9, 2018",7:45p,REG,,James Madison,CAA,L,72,73,,1,1,L 1,Williams Arena at Minges Coliseum
2,3,"Sun, Nov 11, 2018",4:00p,REG,,Lamar,Southland,W,84,78,OT,2,1,W 1,Williams Arena at Minges Coliseum
3,4,"Fri, Nov 16, 2018",7:30p,REG,@,Georgia Tech,ACC,L,54,79,,2,2,L 1,McCamish Pavilion
4,5,"Mon, Nov 19, 2018",7:00p,REG,,Texas-Rio Grande Valley,WAC,W,69,64,,3,2,W 1,Williams Arena at Minges Coliseum
5,6,"Wed, Nov 21, 2018",7:00p,REG,,Prairie View,SWAC,W,76,64,,4,2,W 2,Williams Arena at Minges Coliseum
6,7,"Sat, Nov 24, 2018",5:00p,REG,,High Point,Big South,L,52,55,,4,3,L 1,Williams Arena at Minges Coliseum
7,8,"Tue, Nov 27, 2018",7:00p,REG,@,North Carolina-Wilmington,CAA,L,86,95,,4,4,L 2,Trask Coliseum
8,9,"Fri, Nov 30, 2018",7:00p,REG,N,Appalachian State,Sun Belt,W,83,81,,5,4,W 1,Williams Arena at Minges Coliseum
9,10,"Sun, Dec 2, 2018",4:00p,REG,,Maryland-Eastern Shore,MEAC,W,70,47,,6,4,W 2,Williams Arena at Minges Coliseum
10,11,"Tue, Dec 18, 2018",7:30p,REG,@,Charlotte,CUSA,L,49,55,,6,5,L 1,Dale F. Halton Arena
11,12,"Fri, Dec 28, 2018",7:00p,REG,,North Carolina A&T,MEAC,W,77,57,,7,5,W 1,Williams Arena at Minges Coliseum
12,13,"Wed, Jan 2, 2019",8:00p,REG,@,Southern Methodist,AAC,L,54,82,,7,6,L 1,Moody Coliseum
13,14,"Sat, Jan 5, 2019",1:00p,REG,,Cincinnati,AAC,W,73,71,,8,6,W 1,Williams Arena at Minges Coliseum
14,15,"Thu, Jan 10, 2019",9:00p,REG,@,Memphis,AAC,L,72,78,,8,7,L 1,FedExForum
15,16,"Sun, Jan 13, 2019",4:00p,REG,@,Central Florida,AAC,L,65,76,,8,8,L 2,CFE Arena
16,17,"Wed, Jan 16, 2019",7:00p,REG,,Temple,AAC,L,74,85,,8,9,L 3,Williams Arena at Minges Coliseum
17,18,"Wed, Jan 23, 2019",8:00p,REG,@,Houston (17),AAC,L,50,94,,8,10,L 4,Hofheinz Pavilion
18,19,"Sat, Jan 26, 2019",4:00p,REG,,South Florida,AAC,L,57,77,,8,11,L 5,Williams Arena at Minges Coliseum
19,20,"Thu, Jan 31, 2019",7:00p,REG,,Tulane,AAC,W,66,65,,9,11,W 1,Williams Arena at Minges Coliseum
20,21,"Sun, Feb 3, 2019",2:00p,REG,@,Connecticut,AAC,L,52,76,,9,12,L 1,XL Center
21,22,"Wed, Feb 6, 2019",7:00p,REG,,Wichita State,AAC,L,49,65,,9,13,L 2,Williams Arena at Minges Coliseum
22,23,"Sun, Feb 10, 2019",5:30p,REG,@,South Florida,AAC,L,68,72,OT,9,14,L 3,Sun Dome
23,24,"Wed, Feb 13, 2019",7:00p,REG,,Memphis,AAC,L,69,79,,9,15,L 4,Williams Arena at Minges Coliseum
24,25,"Sun, Feb 17, 2019",2:00p,REG,,Tulsa,AAC,L,73,77,OT,9,16,L 5,Williams Arena at Minges Coliseum
25,26,"Sat, Feb 23, 2019",8:00p,REG,@,Tulane,AAC,W,85,81,,10,16,W 1,Devlin Fieldhouse
26,27,"Wed, Feb 27, 2019",7:00p,REG,,Houston (8),AAC,L,65,99,,10,17,L 1,Williams Arena at Minges Coliseum
27,28,"Sun, Mar 3, 2019",4:00p,REG,@,Tulsa,AAC,L,78,91,,10,18,L 2,Donald W. Reynolds Center
28,29,"Tue, Mar 5, 2019",9:00p,REG,@,Wichita State,AAC,L,55,72,,10,19,L 3,Charles Koch Arena
29,30,"Sun, Mar 10, 2019",2:00p,REG,,Connecticut,AAC,L,73,82,,10,20,L 4,Williams Arena at Minges Coliseum
30,31,"Thu, Mar 14, 2019",10:00p,CTOURN,N,Wichita State,AAC,L,57,73,,10,21,L 5,FedExForum
