,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Fri, Nov 9, 2018",7:30p,REG,,Lamar,Southland,W,88,69,,1,0,W 1,McCamish Pavilion
1,2,"Tue, Nov 13, 2018",9:00p,REG,@,Tennessee (5),SEC,L,53,66,,1,1,L 1,Thompson-Boling Arena
2,3,"Fri, Nov 16, 2018",7:30p,REG,,East Carolina,AAC,W,79,54,,2,1,W 1,McCamish Pavilion
3,4,"Wed, Nov 21, 2018",7:30p,REG,,Texas-Rio Grande Valley,WAC,W,72,44,,3,1,W 2,McCamish Pavilion
4,5,"Fri, Nov 23, 2018",4:00p,REG,,Prairie View,SWAC,W,65,54,,4,1,W 3,McCamish Pavilion
5,6,"Wed, Nov 28, 2018",9:15p,REG,@,Northwestern,Big Ten,L,61,67,,4,2,L 1,Welsh-Ryan Arena
6,7,"Sat, Dec 1, 2018",12:00p,REG,N,St. John's (NY),Big East,L,73,76,,4,3,L 2,American Airlines Arena
7,8,"Sun, Dec 9, 2018",2:00p,REG,,Florida A&M,MEAC,W,73,40,,5,3,W 1,McCamish Pavilion
8,9,"Mon, Dec 17, 2018",7:30p,REG,,Gardner-Webb,Big South,L,69,79,,5,4,L 1,McCamish Pavilion
9,10,"Wed, Dec 19, 2018",9:00p,REG,@,Arkansas,SEC,W,69,65,,6,4,W 1,Bud Walton Arena
10,11,"Sat, Dec 22, 2018",12:00p,REG,,Georgia,SEC,L,59,70,,6,5,L 1,McCamish Pavilion
11,12,"Fri, Dec 28, 2018",4:00p,REG,,Kennesaw State,A-Sun,W,87,57,,7,5,W 1,McCamish Pavilion
12,13,"Wed, Jan 2, 2019",7:30p,REG,,South Carolina Upstate,Big South,W,79,63,,8,5,W 2,McCamish Pavilion
13,14,"Sat, Jan 5, 2019",2:00p,REG,,Wake Forest,ACC,W,92,79,,9,5,W 3,McCamish Pavilion
14,15,"Wed, Jan 9, 2019",7:00p,REG,,Virginia Tech (9),ACC,L,49,52,,9,6,L 1,McCamish Pavilion
15,16,"Sat, Jan 12, 2019",6:00p,REG,@,Syracuse,ACC,W,73,59,,10,6,W 1,Carrier Dome
16,17,"Wed, Jan 16, 2019",9:00p,REG,@,Clemson,ACC,L,60,72,,10,7,L 1,Littlejohn Coliseum
17,18,"Sat, Jan 19, 2019",4:00p,REG,,Louisville,ACC,L,51,79,,10,8,L 2,McCamish Pavilion
18,19,"Tue, Jan 22, 2019",7:00p,REG,,Notre Dame,ACC,W,63,61,,11,8,W 1,McCamish Pavilion
19,20,"Sat, Jan 26, 2019",12:00p,REG,@,Duke (2),ACC,L,53,66,,11,9,L 1,Cameron Indoor Stadium
20,21,"Tue, Jan 29, 2019",7:00p,REG,,North Carolina (9),ACC,L,54,77,,11,10,L 2,McCamish Pavilion
21,22,"Sat, Feb 2, 2019",12:00p,REG,@,Florida State (25),ACC,L,49,59,,11,11,L 3,Donald L. Tucker Center
22,23,"Wed, Feb 6, 2019",7:00p,REG,,Clemson,ACC,L,42,65,,11,12,L 4,McCamish Pavilion
23,24,"Sun, Feb 10, 2019",6:00p,REG,@,Notre Dame,ACC,L,59,69,,11,13,L 5,Purcell Pavilion at the Joyce Center
24,25,"Wed, Feb 13, 2019",8:00p,REG,@,Virginia Tech (22),ACC,L,68,76,,11,14,L 6,Cassell Coliseum
25,26,"Sat, Feb 16, 2019",2:00p,REG,,Florida State (17),ACC,L,47,69,,11,15,L 7,McCamish Pavilion
26,27,"Wed, Feb 20, 2019",9:00p,REG,,Pittsburgh,ACC,W,73,65,,12,15,W 1,McCamish Pavilion
27,28,"Sat, Feb 23, 2019",2:00p,REG,@,Miami (FL),ACC,L,65,80,,12,16,L 1,BankUnited Center
28,29,"Wed, Feb 27, 2019",7:00p,REG,@,Virginia (2),ACC,L,51,81,,12,17,L 2,John Paul Jones Arena
29,30,"Sun, Mar 3, 2019",6:00p,REG,,Boston College,ACC,W,81,78,OT,13,17,W 1,McCamish Pavilion
30,31,"Wed, Mar 6, 2019",9:00p,REG,@,North Carolina State,ACC,W,63,61,,14,17,W 2,PNC Arena
31,32,"Tue, Mar 12, 2019",2:30p,CTOURN,N,Notre Dame,ACC,L,71,78,,14,18,L 1,Spectrum Center
