,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",7:00p,REG,,Fairfield,MAAC,W,90,57,,1,0,W 1,Mackey Arena
1,2,"Sat, Nov 10, 2018",8:00p,REG,,Ball State,MAC,W,84,75,,2,0,W 2,Mackey Arena
2,3,"Thu, Nov 15, 2018",5:00p,REG,N,Appalachian State,Sun Belt,W,92,70,,3,0,W 3,TD Arena
3,4,"Fri, Nov 16, 2018",6:30p,REG,N,Davidson,A-10,W,79,58,,4,0,W 4,TD Arena
4,5,"Sun, Nov 18, 2018",8:30p,REG,N,Virginia Tech (16),ACC,L,83,89,,4,1,L 1,TD Arena
5,6,"Fri, Nov 23, 2018",2:00p,REG,,Robert Morris,NEC,W,84,46,,5,1,W 1,Mackey Arena
6,7,"Wed, Nov 28, 2018",9:15p,REG,@,Florida State (15),ACC,L,72,73,,5,2,L 1,Donald L. Tucker Center
7,8,"Sat, Dec 1, 2018",3:30p,REG,@,Michigan (7),Big Ten,L,57,76,,5,3,L 2,Crisler Arena
8,9,"Thu, Dec 6, 2018",7:00p,REG,,Maryland (23),Big Ten,W,62,60,,6,3,W 1,Mackey Arena
9,10,"Sun, Dec 9, 2018",6:00p,REG,@,Texas,Big 12,L,68,72,,6,4,L 1,Frank Erwin Center
10,11,"Sat, Dec 15, 2018",1:30p,REG,N,Notre Dame,ACC,L,80,88,,6,5,L 2,Bankers Life Fieldhouse
11,12,"Thu, Dec 20, 2018",7:00p,REG,,Ohio,MAC,W,95,67,,7,5,W 1,Mackey Arena
12,13,"Sat, Dec 29, 2018",4:30p,REG,,Belmont,OVC,W,73,62,,8,5,W 2,Mackey Arena
13,14,"Thu, Jan 3, 2019",7:00p,REG,,Iowa (25),Big Ten,W,86,70,,9,5,W 3,Mackey Arena
14,15,"Tue, Jan 8, 2019",9:00p,REG,@,Michigan State (6),Big Ten,L,59,77,,9,6,L 1,Breslin Events Center
15,16,"Fri, Jan 11, 2019",9:00p,REG,@,Wisconsin,Big Ten,W,84,80,OT,10,6,W 1,Kohl Center
16,17,"Tue, Jan 15, 2019",7:00p,REG,,Rutgers,Big Ten,W,89,54,,11,6,W 2,Mackey Arena
17,18,"Sat, Jan 19, 2019",2:00p,REG,,Indiana (25),Big Ten,W,70,55,,12,6,W 3,Mackey Arena
18,19,"Wed, Jan 23, 2019",7:00p,REG,@,Ohio State,Big Ten,W,79,67,,13,6,W 4,Value City Arena
19,20,"Sun, Jan 27, 2019",1:00p,REG,,Michigan State (6),Big Ten,W,73,63,,14,6,W 5,Mackey Arena
20,21,"Thu, Jan 31, 2019",7:00p,REG,@,Penn State,Big Ten,W,99,90,OT,15,6,W 6,Bryce Jordan Center
21,22,"Sun, Feb 3, 2019",12:00p,REG,,Minnesota,Big Ten,W,73,63,,16,6,W 7,Mackey Arena
22,23,"Sat, Feb 9, 2019",8:30p,REG,,Nebraska,Big Ten,W,81,62,,17,6,W 8,Mackey Arena
23,24,"Tue, Feb 12, 2019",6:30p,REG,@,Maryland (24),Big Ten,L,56,70,,17,7,L 1,Xfinity Center
24,25,"Sat, Feb 16, 2019",4:00p,REG,,Penn State,Big Ten,W,76,64,,18,7,W 1,Mackey Arena
25,26,"Tue, Feb 19, 2019",7:00p,REG,@,Indiana,Big Ten,W,48,46,,19,7,W 2,Assembly Hall
26,27,"Sat, Feb 23, 2019",2:00p,REG,@,Nebraska,Big Ten,W,75,72,,20,7,W 3,Pinnacle Bank Arena
27,28,"Wed, Feb 27, 2019",8:30p,REG,,Illinois,Big Ten,W,73,56,,21,7,W 4,Mackey Arena
28,29,"Sat, Mar 2, 2019",2:00p,REG,,Ohio State,Big Ten,W,86,51,,22,7,W 5,Mackey Arena
29,30,"Tue, Mar 5, 2019",8:00p,REG,@,Minnesota,Big Ten,L,69,73,,22,8,L 1,Williams Arena
30,31,"Sat, Mar 9, 2019",2:30p,REG,@,Northwestern,Big Ten,W,70,57,,23,8,W 1,Welsh-Ryan Arena
31,32,"Fri, Mar 15, 2019",7:00p,CTOURN,N,Minnesota,Big Ten,L,73,75,,23,9,L 1,United Center
32,33,"Thu, Mar 21, 2019",9:50p,NCAA,N,Old Dominion,CUSA,,,,,,,,
