,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Fri, Nov 9, 2018",7:30p,REG,@,Samford,Southern,L,72,92,,0,1,L 1,Pete Hanna Center
1,2,"Mon, Nov 12, 2018",7:00p,REG,@,Penn State,Big Ten,L,61,76,,0,2,L 2,Bryce Jordan Center
2,3,"Wed, Nov 14, 2018",8:00p,REG,@,Bradley,MVC,L,65,74,,0,3,L 3,Carver Arena
3,4,"Tue, Nov 20, 2018",12:30p,REG,N,Western Carolina,Southern,W,84,53,,1,3,W 1,Hard Rock Hotel Riviera Maya
4,5,"Wed, Nov 21, 2018",3:00p,REG,N,North Florida,A-Sun,W,83,78,,2,3,W 2,Hard Rock Hotel Riviera Maya
5,6,"Wed, Nov 28, 2018",12:30p,REG,,Carver Bible,,W,101,61,,3,3,W 3,Pete Mathews Coliseum
6,7,"Sat, Dec 1, 2018",1:00p,REG,@,North Alabama,A-Sun,W,76,65,,4,3,W 4,Flowers Hall
7,8,"Sat, Dec 8, 2018",5:30p,REG,@,Delaware State,MEAC,W,81,54,,5,3,W 5,Memorial Hall
8,9,"Wed, Dec 12, 2018",8:00p,REG,@,Wichita State,AAC,L,65,69,,5,4,L 1,Charles Koch Arena
9,10,"Sat, Dec 15, 2018",2:00p,REG,@,Evansville,MVC,W,55,50,,6,4,W 1,Ford Center
10,11,"Tue, Dec 18, 2018",8:15p,REG,,North Alabama,A-Sun,W,64,50,,7,4,W 2,Pete Mathews Coliseum
11,12,"Sat, Dec 22, 2018",12:00p,REG,@,West Virginia,Big 12,L,72,74,,7,5,L 1,WVU Coliseum
12,13,"Sat, Dec 29, 2018",5:00p,REG,,Reinhardt,,W,109,77,,8,5,W 1,Pete Mathews Coliseum
13,14,"Thu, Jan 3, 2019",9:00p,REG,@,Belmont,OVC,W,83,73,,9,5,W 2,Curb Event Center
14,15,"Sat, Jan 5, 2019",6:00p,REG,@,Tennessee State,OVC,W,69,62,,10,5,W 3,Gentry Center Complex
15,16,"Thu, Jan 10, 2019",8:15p,REG,,Eastern Illinois,OVC,W,69,62,,11,5,W 4,Pete Mathews Coliseum
16,17,"Sat, Jan 12, 2019",5:00p,REG,,Southern Illinois-Edwardsville,OVC,W,90,54,,12,5,W 5,Pete Mathews Coliseum
17,18,"Thu, Jan 17, 2019",8:15p,REG,,Belmont,OVC,W,91,80,OT,13,5,W 6,Pete Mathews Coliseum
18,19,"Sat, Jan 19, 2019",8:00p,REG,,Tennessee Tech,OVC,W,65,48,,14,5,W 7,Pete Mathews Coliseum
19,20,"Thu, Jan 24, 2019",7:30p,REG,@,Eastern Kentucky,OVC,L,70,88,,14,6,L 1,McBrayer Arena
20,21,"Sat, Jan 26, 2019",3:35p,REG,@,Morehead State,OVC,W,77,71,,15,6,W 1,Ellis T. Johnson Arena
21,22,"Thu, Jan 31, 2019",8:15p,REG,,Murray State,OVC,W,88,68,,16,6,W 2,Pete Mathews Coliseum
22,23,"Sat, Feb 2, 2019",5:00p,REG,,Austin Peay,OVC,L,71,74,,16,7,L 1,Pete Mathews Coliseum
23,24,"Thu, Feb 7, 2019",8:30p,REG,@,Tennessee-Martin,OVC,L,64,66,,16,8,L 2,Skyhawk Arena
24,25,"Sat, Feb 9, 2019",5:30p,REG,@,Southeast Missouri State,OVC,W,81,64,,17,8,W 1,Show Me Center
25,26,"Thu, Feb 14, 2019",8:30p,REG,@,Tennessee Tech,OVC,W,67,57,,18,8,W 2,Eblen Center
26,27,"Sat, Feb 16, 2019",8:00p,REG,,Tennessee State,OVC,W,84,65,,19,8,W 3,Pete Mathews Coliseum
27,28,"Thu, Feb 21, 2019",8:15p,REG,,Morehead State,OVC,W,65,64,,20,8,W 4,Pete Mathews Coliseum
28,29,"Sat, Feb 23, 2019",5:00p,REG,,Eastern Kentucky,OVC,W,104,101,2OT,21,8,W 5,Pete Mathews Coliseum
29,30,"Thu, Feb 28, 2019",9:00p,REG,@,Eastern Illinois,OVC,W,89,84,2OT,22,8,W 6,Lantz Arena
30,31,"Sat, Mar 2, 2019",6:00p,REG,@,Southern Illinois-Edwardsville,OVC,W,97,72,,23,8,W 7,Sam Vadalabene Center 
31,32,"Thu, Mar 7, 2019",9:30p,CTOURN,N,Tennessee-Martin,OVC,W,88,81,,24,8,W 8,Ford Center
32,33,"Fri, Mar 8, 2019",10:00p,CTOURN,N,Murray State,OVC,L,74,76,,24,9,L 1,Ford Center
