,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Wed, Nov 7, 2018",7:00p,REG,,Washington Adventist,,W,115,91,,1,0,W 1,Burr Gymnasium
1,2,"Sun, Nov 11, 2018",4:00p,REG,,Central Pennsylvania College,,W,99,71,,2,0,W 2,Burr Gymnasium
2,3,"Tue, Nov 13, 2018",7:00p,REG,,Regent,,W,108,51,,3,0,W 3,Burr Gymnasium
3,4,"Fri, Nov 16, 2018",7:00p,REG,@,Massachusetts,A-10,W,68,63,,4,0,W 4,Mullins Center
4,5,"Mon, Nov 19, 2018",8:00p,REG,@,Southern Illinois,MVC,L,69,83,,4,1,L 1,The SIU Arena
5,6,"Fri, Nov 23, 2018",4:30p,REG,@,Little Rock,Sun Belt,L,76,97,,4,2,L 2,Jack Stephens Center
6,7,"Sat, Nov 24, 2018",2:00p,REG,N,California Baptist,WAC,W,86,84,,5,2,W 1,Jack Stephens Center
7,8,"Tue, Dec 4, 2018",7:00p,REG,@,Appalachian State,Sun Belt,L,86,100,,5,3,L 1,Holmes Convocation Center
8,9,"Sat, Dec 8, 2018",4:00p,REG,,American,Patriot,W,85,83,,6,3,W 1,Burr Gymnasium
9,10,"Fri, Dec 14, 2018",7:00p,REG,@,George Washington,A-10,L,64,70,,6,4,L 1,Charles E. Smith Center
10,11,"Sun, Dec 16, 2018",2:00p,REG,@,Fordham,A-10,L,67,74,,6,5,L 2,Rose Hill Gym
11,12,"Thu, Dec 20, 2018",7:00p,REG,@,Ball State,MAC,L,71,98,,6,6,L 3,Worthen Arena
12,13,"Sat, Dec 22, 2018",5:00p,REG,,Hampton,Big South,L,82,89,,6,7,L 4,St. Elizabeths East Entertainment & Sports Arena
13,14,"Sat, Dec 29, 2018",12:00p,REG,@,Georgetown,Big East,L,67,102,,6,8,L 5,Capital One Arena
14,15,"Sat, Jan 5, 2019",4:00p,REG,,Florida A&M,MEAC,L,72,82,,6,9,L 6,Burr Gymnasium
15,16,"Mon, Jan 7, 2019",7:30p,REG,@,Maryland-Eastern Shore,MEAC,W,79,39,,7,9,W 1,Hytche Athletic Center
16,17,"Sat, Jan 12, 2019",4:00p,REG,,Bethune-Cookman,MEAC,L,63,71,,7,10,L 1,Burr Gymnasium
17,18,"Tue, Jan 15, 2019",7:30p,REG,,Morgan State,MEAC,L,86,89,OT,7,11,L 2,Burr Gymnasium
18,19,"Sat, Jan 19, 2019",4:00p,REG,@,South Carolina State,MEAC,W,71,67,OT,8,11,W 1,SHM Memorial Center
19,20,"Mon, Jan 21, 2019",1:00p,REG,,Harvard,Ivy,L,71,84,,8,12,L 1,Burr Gymnasium
20,21,"Sat, Jan 26, 2019",4:00p,REG,,Delaware State,MEAC,W,80,74,,9,12,W 1,Burr Gymnasium
21,22,"Mon, Jan 28, 2019",7:00p,REG,,Maryland-Eastern Shore,MEAC,W,72,57,,10,12,W 2,Burr Gymnasium
22,23,"Sat, Feb 2, 2019",4:00p,REG,,Norfolk State,MEAC,L,78,80,,10,13,L 1,Burr Gymnasium
23,24,"Sat, Feb 9, 2019",4:00p,REG,@,Florida A&M,MEAC,W,70,66,,11,13,W 1,Al Lawson Center
24,25,"Mon, Feb 11, 2019",7:30p,REG,@,Bethune-Cookman,MEAC,W,79,73,,12,13,W 2,Moore Gymnasium
25,26,"Sat, Feb 16, 2019",4:00p,REG,,North Carolina A&T,MEAC,L,81,85,,12,14,L 1,Burr Gymnasium
26,27,"Mon, Feb 18, 2019",7:30p,REG,,North Carolina Central,MEAC,L,90,98,,12,15,L 2,Burr Gymnasium
27,28,"Sat, Feb 23, 2019",4:00p,REG,@,Coppin State,MEAC,W,74,73,,13,15,W 1,Physical Education Complex
28,29,"Mon, Feb 25, 2019",7:30p,REG,@,Morgan State,MEAC,W,75,69,,14,15,W 2,Hill Field House
29,30,"Sat, Mar 2, 2019",6:00p,REG,@,Savannah State,MEAC,W,81,76,,15,15,W 3,Tiger Arena
30,31,"Thu, Mar 7, 2019",8:00p,REG,@,Norfolk State,MEAC,W,98,95,,16,15,W 4,Echols Memorial Hall
31,32,"Thu, Mar 14, 2019",8:00p,CTOURN,N,Bethune-Cookman,MEAC,W,80,71,,17,15,W 5,Norfolk Scope
32,33,"Fri, Mar 15, 2019",6:00p,CTOURN,N,Norfolk State,MEAC,L,69,75,,17,16,L 1,Norfolk Scope
33,34,"Wed, Mar 20, 2019",7:00p,CBI,@,Coastal Carolina,Sun Belt,L,72,81,,17,17,L 2,The HTC Center
