,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Wed, Nov 7, 2018",9:30p,REG,@,Texas A&M,SEC,L,83,98,,0,1,L 1,Reed Arena
1,2,"Fri, Nov 9, 2018",8:30p,REG,@,Georgia,SEC,L,76,110,,0,2,L 2,Stegeman Coliseum
2,3,"Sun, Nov 11, 2018",4:00p,REG,,Middle Georgia State,,W,105,95,,1,2,W 1,Tiger Arena
3,4,"Tue, Nov 13, 2018",7:00p,REG,,Tennessee Tech,OVC,W,97,83,,2,2,W 2,Tiger Arena
4,5,"Fri, Nov 16, 2018",7:00p,REG,,Gardner-Webb,Big South,L,77,97,,2,3,L 1,Tiger Arena
5,6,"Tue, Nov 20, 2018",7:00p,REG,@,Kent State,MAC,L,84,104,,2,4,L 2,Memorial Athletic & Convocation Center
6,7,"Sat, Nov 24, 2018",2:00p,REG,N,Alcorn State,SWAC,W,80,75,,3,4,W 1,Vines Center
7,8,"Sun, Nov 25, 2018",2:00p,REG,@,Liberty,A-Sun,L,56,82,,3,5,L 1,Vines Center
8,9,"Tue, Nov 27, 2018",8:00p,REG,@,Vanderbilt,SEC,L,85,120,,3,6,L 2,Memorial Gymnasium
9,10,"Sat, Dec 1, 2018",3:00p,REG,@,Gardner-Webb,Big South,L,60,97,,3,7,L 3,Paul Porter Arena
10,11,"Tue, Dec 11, 2018",8:00p,REG,@,South Dakota State,Summit,L,72,139,,3,8,L 4,Frost Arena
11,12,"Thu, Dec 13, 2018",8:00p,REG,@,Wisconsin (16),Big Ten,L,60,101,,3,9,L 5,Kohl Center
12,13,"Thu, Dec 20, 2018",7:00p,REG,@,Tennessee Tech,OVC,L,80,91,,3,10,L 6,Eblen Center
13,14,"Sat, Dec 22, 2018",1:00p,REG,@,Iowa (23),Big Ten,L,64,110,,3,11,L 7,Carver-Hawkeye Arena
14,15,"Sat, Jan 5, 2019",4:00p,REG,@,Coppin State,MEAC,L,67,73,,3,12,L 8,Physical Education Complex
15,16,"Mon, Jan 7, 2019",7:30p,REG,@,Morgan State,MEAC,W,88,87,OT,4,12,W 1,Hill Field House
16,17,"Sat, Jan 12, 2019",4:00p,REG,@,Florida A&M,MEAC,L,64,69,,4,13,L 1,Al Lawson Center
17,18,"Sat, Jan 19, 2019",6:00p,REG,,Norfolk State,MEAC,L,76,82,,4,14,L 2,Tiger Arena
18,19,"Sat, Jan 26, 2019",6:00p,REG,,South Carolina State,MEAC,W,92,88,,5,14,W 1,Tiger Arena
19,20,"Mon, Jan 28, 2019",7:30p,REG,,North Carolina Central,MEAC,L,78,82,,5,15,L 1,Tiger Arena
20,21,"Sat, Feb 2, 2019",4:00p,REG,@,Delaware State,MEAC,W,76,73,,6,15,W 1,Memorial Hall
21,22,"Mon, Feb 4, 2019",7:30p,REG,@,Maryland-Eastern Shore,MEAC,W,68,63,,7,15,W 2,Hytche Athletic Center
22,23,"Sat, Feb 9, 2019",6:00p,REG,,Coppin State,MEAC,W,71,62,,8,15,W 3,Tiger Arena
23,24,"Mon, Feb 11, 2019",7:30p,REG,,Morgan State,MEAC,W,88,85,,9,15,W 4,Tiger Arena
24,25,"Sat, Feb 16, 2019",6:00p,REG,,Florida A&M,MEAC,L,74,78,,9,16,L 1,Tiger Arena
25,26,"Mon, Feb 18, 2019",7:30p,REG,,Bethune-Cookman,MEAC,W,79,70,,10,16,W 1,Tiger Arena
26,27,"Sat, Feb 23, 2019",4:00p,REG,@,North Carolina Central,MEAC,L,69,78,,10,17,L 1,McLendon-McDougald Gym
27,28,"Mon, Feb 25, 2019",7:30p,REG,@,North Carolina A&T,MEAC,L,58,63,,10,18,L 2,Ellis Corbett Sports Center
28,29,"Sat, Mar 2, 2019",6:00p,REG,,Howard,MEAC,L,76,81,,10,19,L 3,Tiger Arena
29,30,"Thu, Mar 7, 2019",7:30p,REG,@,South Carolina State,MEAC,W,90,87,,11,19,W 1,SHM Memorial Center
30,31,"Mon, Mar 11, 2019",6:00p,CTOURN,N,Delaware State,MEAC,L,67,71,,11,20,L 1,Norfolk Scope
