,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",9:00p,REG,,Missouri-Kansas City,WAC,W,76,45,,1,0,W 1,Joseph J. Gentile Center
1,2,"Fri, Nov 9, 2018",8:00p,REG,,Furman,Southern,L,58,60,,1,1,L 1,Joseph J. Gentile Center
2,3,"Wed, Nov 14, 2018",8:00p,REG,,Niagara,MAAC,W,75,62,,2,1,W 1,Joseph J. Gentile Center
3,4,"Fri, Nov 16, 2018",8:00p,REG,,Grambling,SWAC,W,80,64,,3,1,W 2,Joseph J. Gentile Center
4,5,"Mon, Nov 19, 2018",6:30p,REG,N,Richmond,A-10,W,82,66,,4,1,W 3,Suncoast Credit Union Arena
5,6,"Wed, Nov 21, 2018",7:30p,REG,N,Boston College,ACC,L,66,78,,4,2,L 1,Suncoast Credit Union Arena
6,7,"Tue, Nov 27, 2018",8:00p,REG,,Nevada (5),MWC,L,65,79,,4,3,L 2,Joseph J. Gentile Center
7,8,"Sat, Dec 1, 2018",4:00p,REG,@,Illinois-Chicago,Horizon,W,73,64,,5,3,W 1,UIC Pavilion
8,9,"Wed, Dec 5, 2018",9:00p,REG,,Ball State,MAC,L,69,75,,5,4,L 1,Joseph J. Gentile Center
9,10,"Sat, Dec 8, 2018",4:00p,REG,N,Maryland (23),Big Ten,L,41,55,,5,5,L 2,Royal Farms Arena
10,11,"Sun, Dec 16, 2018",4:00p,REG,,Norfolk State,MEAC,W,80,49,,6,5,W 1,Joseph J. Gentile Center
11,12,"Tue, Dec 18, 2018",8:00p,REG,,Benedictine (IL),,W,75,47,,7,5,W 2,Joseph J. Gentile Center
12,13,"Sat, Dec 22, 2018",5:00p,REG,@,Saint Joseph's,A-10,L,42,45,,7,6,L 1,The Palestra
13,14,"Wed, Jan 2, 2019",9:00p,REG,,Indiana State,MVC,W,79,44,,8,6,W 1,Joseph J. Gentile Center
14,15,"Sat, Jan 5, 2019",3:00p,REG,@,Drake,MVC,W,85,74,,9,6,W 2,Knapp Center
15,16,"Tue, Jan 8, 2019",8:00p,REG,@,Evansville,MVC,L,48,67,,9,7,L 1,Ford Center
16,17,"Sat, Jan 12, 2019",2:00p,REG,,Illinois State,MVC,W,67,64,,10,7,W 1,Joseph J. Gentile Center
17,18,"Tue, Jan 15, 2019",8:00p,REG,,Valparaiso,MVC,W,71,54,,11,7,W 2,Joseph J. Gentile Center
18,19,"Sat, Jan 19, 2019",2:00p,REG,@,Indiana State,MVC,W,75,67,,12,7,W 3,Hulman Center
19,20,"Wed, Jan 23, 2019",9:00p,REG,@,Missouri State,MVC,L,35,70,,12,8,L 1,JQH Arena
20,21,"Sun, Jan 27, 2019",4:00p,REG,,Southern Illinois,MVC,W,75,50,,13,8,W 1,Joseph J. Gentile Center
21,22,"Wed, Jan 30, 2019",7:00p,REG,,Northern Iowa,MVC,W,61,60,,14,8,W 2,Joseph J. Gentile Center
22,23,"Sat, Feb 2, 2019",10:00p,REG,@,Illinois State,MVC,L,57,65,,14,9,L 1,Redbird Arena
23,24,"Tue, Feb 5, 2019",7:00p,REG,,Drake,MVC,W,86,64,,15,9,W 1,Joseph J. Gentile Center
24,25,"Sun, Feb 10, 2019",4:00p,REG,@,Valparaiso,MVC,W,56,51,,16,9,W 2,Athletics-Recreation Center
25,26,"Wed, Feb 13, 2019",8:00p,REG,@,Bradley,MVC,L,54,61,,16,10,L 1,Carver Arena
26,27,"Sun, Feb 17, 2019",4:00p,REG,,Missouri State,MVC,L,61,65,,16,11,L 2,Joseph J. Gentile Center
27,28,"Wed, Feb 20, 2019",7:00p,REG,,Evansville,MVC,W,70,58,,17,11,W 1,Joseph J. Gentile Center
28,29,"Sun, Feb 24, 2019",4:00p,REG,@,Southern Illinois,MVC,L,53,63,,17,12,L 1,The SIU Arena
29,30,"Wed, Feb 27, 2019",8:00p,REG,@,Northern Iowa,MVC,W,56,55,,18,12,W 1,McLeod Center
30,31,"Sat, Mar 2, 2019",6:00p,REG,,Bradley,MVC,W,81,68,,19,12,W 2,Joseph J. Gentile Center
31,32,"Fri, Mar 8, 2019",1:05p,CTOURN,N,Valparaiso,MVC,W,67,54,,20,12,W 3,Scottrade Center
32,33,"Sat, Mar 9, 2019",3:35p,CTOURN,N,Bradley,MVC,L,51,53,,20,13,L 1,Scottrade Center
33,34,"Tue, Mar 19, 2019",9:00p,NIT,@,Creighton,Big East,L,61,70,,20,14,L 2,CenturyLink Center
