,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",8:00p,REG,@,Alabama,SEC,L,62,82,,0,1,L 1,Coleman Coliseum 
1,2,"Sat, Nov 10, 2018",6:00p,REG,@,Baylor,Big 12,L,53,80,,0,2,L 2,Ferrell Center
2,3,"Tue, Nov 13, 2018",7:00p,REG,@,Louisville,ACC,L,54,104,,0,3,L 3,KFC Yum! Center
3,4,"Sat, Nov 17, 2018",4:00p,REG,@,George Mason,A-10,L,65,69,,0,4,L 4,EagleBank Arena
4,5,"Fri, Nov 23, 2018",12:00p,REG,N,Western Michigan,MAC,L,70,85,,0,5,L 5,The Arena
5,6,"Sat, Nov 24, 2018",11:00a,REG,N,North Carolina Central,MEAC,L,71,83,,0,6,L 6,The Arena
6,7,"Tue, Nov 27, 2018",7:00p,REG,,Wiley,,W,74,65,,1,6,W 1,F. G. Clark Activity Center
7,8,"Sat, Dec 1, 2018",8:00p,REG,@,Louisiana,Sun Belt,L,78,88,,1,7,L 1,Cajundome
8,9,"Fri, Dec 7, 2018",8:00p,REG,@,South Dakota State,Summit,L,92,101,,1,8,L 2,Frost Arena
9,10,"Sun, Dec 9, 2018",6:00p,REG,@,Iowa State,Big 12,L,65,101,,1,9,L 3,James H. Hilton Coliseum 
10,11,"Sat, Dec 15, 2018",8:30p,REG,@,Northwestern State,Southland,L,66,69,,1,10,L 4,Gold Dome
11,12,"Wed, Dec 19, 2018",3:30p,REG,,California Baptist,WAC,L,76,79,,1,11,L 5,F. G. Clark Activity Center
12,13,"Fri, Dec 28, 2018",8:00p,REG,@,Marquette (18),Big East,L,41,84,,1,12,L 6,Fiserv Forum
13,14,"Sat, Jan 5, 2019",6:30p,REG,,Prairie View,SWAC,L,73,82,,1,13,L 7,F. G. Clark Activity Center
14,15,"Mon, Jan 7, 2019",8:30p,REG,,Texas Southern,SWAC,L,67,77,,1,14,L 8,F. G. Clark Activity Center
15,16,"Sat, Jan 12, 2019",6:00p,REG,@,Grambling,SWAC,L,63,69,,1,15,L 9,Assembly Center
16,17,"Mon, Jan 14, 2019",8:30p,REG,@,Jackson State,SWAC,L,58,64,,1,16,L 10,Lee E. Williams Athletics and Assembly Center
17,18,"Sat, Jan 19, 2019",6:30p,REG,,Arkansas-Pine Bluff,SWAC,W,69,67,OT,2,16,W 1,F. G. Clark Activity Center
18,19,"Mon, Jan 21, 2019",8:30p,REG,,Mississippi Valley State,SWAC,W,80,56,,3,16,W 2,F. G. Clark Activity Center
19,20,"Sat, Jan 26, 2019",7:00p,REG,@,Alabama A&M,SWAC,L,62,68,,3,17,L 1,Elmore Health Science Building 
20,21,"Mon, Jan 28, 2019",8:30p,REG,@,Alabama State,SWAC,L,65,69,,3,18,L 2,Dunn-Oliver Acadome
21,22,"Sat, Feb 2, 2019",6:30p,REG,@,Alcorn State,SWAC,L,64,76,,3,19,L 3,Davey L. Whitney Complex
22,23,"Sat, Feb 9, 2019",6:30p,REG,,Grambling,SWAC,L,40,59,,3,20,L 4,F. G. Clark Activity Center
23,24,"Mon, Feb 11, 2019",8:30p,REG,,Jackson State,SWAC,W,76,67,,4,20,W 1,F. G. Clark Activity Center
24,25,"Sat, Feb 16, 2019",8:30p,REG,@,Arkansas-Pine Bluff,SWAC,L,45,61,,4,21,L 1,H.O. Clemmons Arena
25,26,"Mon, Feb 18, 2019",8:30p,REG,@,Mississippi Valley State,SWAC,L,59,70,,4,22,L 2,Harrison HPER Complex
26,27,"Sat, Feb 23, 2019",8:30p,REG,,Alabama A&M,SWAC,W,59,49,,5,22,W 1,F. G. Clark Activity Center
27,28,"Mon, Feb 25, 2019",8:30p,REG,,Alabama State,SWAC,L,57,60,,5,23,L 1,F. G. Clark Activity Center
28,29,"Sat, Mar 2, 2019",6:30p,REG,,Alcorn State,SWAC,W,61,46,,6,23,W 1,F. G. Clark Activity Center
29,30,"Thu, Mar 7, 2019",8:30p,REG,@,Prairie View,SWAC,L,55,73,,6,24,L 1,William J. Nicks Building
30,31,"Sat, Mar 9, 2019",8:30p,REG,@,Texas Southern,SWAC,W,87,77,,7,24,W 1,Health & Physical Education Arena
31,32,"Tue, Mar 12, 2019",8:30p,CTOURN,@,Texas Southern,SWAC,L,70,80,,7,25,L 1,Health & Physical Education Arena
