,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",10:30p,REG,@,Washington (25),Pac-12,L,55,73,,0,1,L 1,Alaska Airlines Arena
1,2,"Sat, Nov 10, 2018",7:00p,REG,,Tennessee-Martin,OVC,W,86,71,,1,1,W 1,E.A. Diddle Arena
2,3,"Thu, Nov 15, 2018",5:00p,REG,N,Valparaiso,MVC,W,83,71,,2,1,W 2,The HTC Center
3,4,"Fri, Nov 16, 2018",9:00p,REG,N,West Virginia,Big 12,W,63,57,,3,1,W 3,The HTC Center
4,5,"Sun, Nov 18, 2018",6:30p,REG,N,Central Florida,AAC,L,62,78,,3,2,L 1,The HTC Center
5,6,"Sat, Nov 24, 2018",2:00p,REG,@,Indiana State,MVC,L,54,63,,3,3,L 2,Hulman Center
6,7,"Sat, Dec 1, 2018",7:00p,REG,,Tennessee State,OVC,W,88,74,,4,3,W 1,E.A. Diddle Arena
7,8,"Wed, Dec 5, 2018",8:00p,REG,@,Missouri State,MVC,L,78,84,,4,4,L 1,JQH Arena
8,9,"Sat, Dec 8, 2018",3:30p,REG,@,Arkansas,SEC,W,78,77,,5,4,W 1,Bud Walton Arena
9,10,"Sun, Dec 16, 2018",3:00p,REG,,Troy,Sun Belt,L,81,87,,5,5,L 1,E.A. Diddle Arena
10,11,"Wed, Dec 19, 2018",7:30p,REG,@,Belmont,OVC,L,74,80,,5,6,L 2,Curb Event Center
11,12,"Sat, Dec 22, 2018",3:00p,REG,,Saint Mary's (CA),WCC,W,71,68,,6,6,W 1,E.A. Diddle Arena
12,13,"Sat, Dec 29, 2018",5:30p,REG,,Wisconsin (15),Big Ten,W,83,76,,7,6,W 2,E.A. Diddle Arena
13,14,"Thu, Jan 3, 2019",7:30p,REG,@,Charlotte,CUSA,W,68,50,,8,6,W 3,Dale F. Halton Arena
14,15,"Sat, Jan 5, 2019",7:00p,REG,@,Old Dominion,CUSA,L,66,69,,8,7,L 1,Ted Constant Convocation Ctr.
15,16,"Sat, Jan 12, 2019",7:00p,REG,@,Marshall,CUSA,L,69,70,,8,8,L 2,Henderson Center
16,17,"Thu, Jan 17, 2019",8:00p,REG,,Florida International,CUSA,L,76,77,,8,9,L 3,E.A. Diddle Arena
17,18,"Sat, Jan 19, 2019",3:00p,REG,,Florida Atlantic,CUSA,W,72,66,,9,9,W 1,E.A. Diddle Arena
18,19,"Mon, Jan 21, 2019",9:00p,REG,,Marshall,CUSA,W,68,59,,10,9,W 2,E.A. Diddle Arena
19,20,"Thu, Jan 24, 2019",8:00p,REG,@,Southern Mississippi,CUSA,W,66,63,,11,9,W 3,Reed Green Coliseum
20,21,"Sat, Jan 26, 2019",5:00p,REG,@,Louisiana Tech,CUSA,L,50,62,,11,10,L 1,Thomas Assembly Center
21,22,"Thu, Jan 31, 2019",8:00p,REG,,Texas-San Antonio,CUSA,W,96,88,OT,12,10,W 1,E.A. Diddle Arena
22,23,"Sat, Feb 2, 2019",7:00p,REG,,Texas-El Paso,CUSA,W,76,59,,13,10,W 2,E.A. Diddle Arena
23,24,"Thu, Feb 7, 2019",9:00p,REG,@,Rice,CUSA,W,92,85,2OT,14,10,W 3,Tudor Fieldhouse
24,25,"Sat, Feb 9, 2019",6:00p,REG,@,North Texas,CUSA,W,62,59,,15,10,W 4,UNT Coliseum
25,26,"Thu, Feb 14, 2019",8:00p,REG,,Middle Tennessee,CUSA,W,71,63,,16,10,W 5,E.A. Diddle Arena
26,27,"Sat, Feb 16, 2019",3:00p,REG,,Alabama-Birmingham,CUSA,L,60,68,,16,11,L 1,E.A. Diddle Arena
27,28,"Sat, Feb 23, 2019",1:00p,REG,@,Old Dominion,CUSA,L,63,67,,16,12,L 2,Ted Constant Convocation Ctr.
28,29,"Thu, Feb 28, 2019",7:30p,REG,@,Alabama-Birmingham,CUSA,W,73,67,,17,12,W 1,Bartow Arena
29,30,"Sun, Mar 3, 2019",3:00p,REG,,Southern Mississippi,CUSA,W,76,71,,18,12,W 2,E.A. Diddle Arena
30,31,"Wed, Mar 6, 2019",7:30p,REG,,Texas-San Antonio,CUSA,L,76,81,OT,18,13,L 1,E.A. Diddle Arena
31,32,"Thu, Mar 14, 2019",9:30p,CTOURN,N,North Texas,CUSA,W,67,51,,19,13,W 1,Ford Center at The Star
32,33,"Fri, Mar 15, 2019",4:00p,CTOURN,N,Southern Mississippi,CUSA,W,70,59,,20,13,W 2,Ford Center at The Star
33,34,"Sat, Mar 16, 2019",8:30p,CTOURN,N,Old Dominion,CUSA,L,56,62,,20,14,L 1,Ford Center at The Star
