,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",7:30p,REG,@,Temple,AAC,L,67,75,,0,1,L 1,Liacouras Center
1,2,"Sat, Nov 10, 2018",3:00p,REG,,Lafayette,Patriot,L,76,77,,0,2,L 2,Tom Gola Arena
2,3,"Wed, Nov 14, 2018",7:00p,REG,@,Florida,SEC,L,69,82,,0,3,L 3,Stephen C. O'Connell Center
3,4,"Sat, Nov 17, 2018",4:00p,REG,,Drexel,CAA,L,84,89,,0,4,L 4,Tom Gola Arena
4,5,"Thu, Nov 22, 2018",2:30p,REG,N,Miami (FL),ACC,L,49,85,,0,5,L 5,Titan Gym
5,6,"Fri, Nov 23, 2018",4:30p,REG,N,Northwestern,Big Ten,L,74,91,,0,6,L 6,Titan Gym
6,7,"Sun, Nov 25, 2018",8:00p,REG,N,Grand Canyon,WAC,L,70,82,,0,7,L 7,Titan Gym
7,8,"Sat, Dec 1, 2018",3:00p,REG,,Villanova (23),Big East,L,78,85,,0,8,L 8,The Palestra
8,9,"Tue, Dec 4, 2018",7:00p,REG,,Bucknell,Patriot,L,79,92,,0,9,L 9,Tom Gola Arena
9,10,"Sat, Dec 8, 2018",4:00p,REG,,Pennsylvania,Ivy,L,65,83,,0,10,L 10,Tom Gola Arena
10,11,"Fri, Dec 21, 2018",7:30p,REG,N,Alabama A&M,SWAC,W,80,57,,1,10,W 1,Boardwalk Hall
11,12,"Sat, Dec 22, 2018",2:30p,REG,N,Towson,CAA,W,57,51,,2,10,W 2,Boardwalk Hall
12,13,"Sat, Jan 5, 2019",1:00p,REG,@,Massachusetts,A-10,W,69,60,,3,10,W 3,Mullins Center
13,14,"Wed, Jan 9, 2019",7:00p,REG,@,Virginia Commonwealth,A-10,L,63,69,,3,11,L 1,Stuart Siegel Center
14,15,"Sat, Jan 12, 2019",6:00p,REG,,Saint Louis,A-10,L,64,71,,3,12,L 2,Tom Gola Arena
15,16,"Wed, Jan 16, 2019",8:00p,REG,,George Washington,A-10,L,56,59,,3,13,L 3,Tom Gola Arena
16,17,"Sat, Jan 19, 2019",2:30p,REG,,Rhode Island,A-10,L,67,78,,3,14,L 4,Tom Gola Arena
17,18,"Wed, Jan 23, 2019",7:00p,REG,@,Fordham,A-10,W,73,71,,4,14,W 1,Rose Hill Gym
18,19,"Wed, Jan 30, 2019",7:00p,REG,,Massachusetts,A-10,W,60,51,,5,14,W 2,Tom Gola Arena
19,20,"Sat, Feb 2, 2019",6:00p,REG,@,Richmond,A-10,W,66,58,,6,14,W 3,Robins Center
20,21,"Tue, Feb 5, 2019",7:00p,REG,,Saint Joseph's,A-10,W,83,69,,7,14,W 4,Tom Gola Arena
21,22,"Sun, Feb 10, 2019",2:00p,REG,@,George Mason,A-10,L,76,84,,7,15,L 1,EagleBank Arena
22,23,"Wed, Feb 13, 2019",7:00p,REG,,Duquesne,A-10,W,73,72,,8,15,W 1,Tom Gola Arena
23,24,"Sat, Feb 16, 2019",5:00p,REG,@,Saint Louis,A-10,L,49,62,,8,16,L 1,Chaifetz Arena
24,25,"Wed, Feb 20, 2019",7:00p,REG,@,St. Bonaventure,A-10,L,60,62,,8,17,L 2,Reilly Center
25,26,"Sat, Feb 23, 2019",2:00p,REG,,Richmond,A-10,L,75,84,,8,18,L 3,Tom Gola Arena
26,27,"Wed, Feb 27, 2019",7:00p,REG,,Davidson,A-10,W,79,69,,9,18,W 1,Tom Gola Arena
27,28,"Sat, Mar 2, 2019",5:00p,REG,@,Saint Joseph's,A-10,L,62,72,,9,19,L 1,Hagan Arena
28,29,"Wed, Mar 6, 2019",7:00p,REG,@,Dayton,A-10,L,39,70,,9,20,L 2,University of Dayton Arena
29,30,"Sat, Mar 9, 2019",4:00p,REG,,Fordham,A-10,W,72,57,,10,20,W 1,Tom Gola Arena
30,31,"Thu, Mar 14, 2019",12:00p,CTOURN,N,Rhode Island,A-10,L,57,76,,10,21,L 1,Barclays Center
