,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",9:00p,REG,,Westminster (MO),,W,96,71,,1,0,W 1,UCCU Center
1,2,"Fri, Nov 9, 2018",10:00p,REG,@,Brigham Young,WCC,L,65,75,,1,1,L 1,Marriott Center
2,3,"Sun, Nov 11, 2018",8:00p,REG,@,Saint Mary's (CA),WCC,L,63,92,,1,2,L 2,McKeon Pavilion
3,4,"Fri, Nov 16, 2018",9:00p,REG,@,Utah State,MWC,L,46,65,,1,3,L 3,Dee Glen Smith Spectrum
4,5,"Mon, Nov 19, 2018",2:00p,REG,N,Hartford,AEC,W,72,65,,2,3,W 1,Cox Pavilion
5,6,"Wed, Nov 21, 2018",5:00p,REG,N,Long Beach State,Big West,W,87,72,,3,3,W 2,Cox Pavilion
6,7,"Sat, Nov 24, 2018",6:00p,REG,,North Dakota,Summit,W,74,68,,4,3,W 3,UCCU Center
7,8,"Wed, Nov 28, 2018",9:00p,REG,,Western State,,W,82,59,,5,3,W 4,UCCU Center
8,9,"Sat, Dec 1, 2018",9:00p,REG,,Denver,Summit,W,98,75,,6,3,W 5,UCCU Center
9,10,"Thu, Dec 6, 2018",9:00p,REG,@,Arizona,Pac-12,L,69,80,,6,4,L 1,McKale Center
10,11,"Sat, Dec 8, 2018",8:00p,REG,@,Northern Arizona,Big Sky,W,98,78,,7,4,W 1,Walkup Skydome
11,12,"Sat, Dec 15, 2018",9:00p,REG,@,Weber State,Big Sky,W,75,63,,8,4,W 2,Dee Events Center
12,13,"Wed, Dec 19, 2018",9:00p,REG,,Idaho State,Big Sky,W,88,77,,9,4,W 3,UCCU Center
13,14,"Sat, Dec 22, 2018",4:00p,REG,,Sam Houston State,Southland,W,85,79,,10,4,W 4,UCCU Center
14,15,"Sat, Dec 29, 2018",7:00p,REG,@,Fresno State,MWC,W,64,60,,11,4,W 5,Save Mart Center
15,16,"Thu, Jan 3, 2019",8:00p,REG,@,Grand Canyon,WAC,L,60,71,,11,5,L 1,Grand Canyon University Arena
16,17,"Sat, Jan 5, 2019",10:00p,REG,@,Cal State Bakersfield,WAC,L,71,73,,11,6,L 2,Icardo Center
17,18,"Sat, Jan 12, 2019",9:00p,REG,,Seattle,WAC,W,88,78,,12,6,W 1,UCCU Center
18,19,"Thu, Jan 17, 2019",9:00p,REG,,Texas-Rio Grande Valley,WAC,W,82,61,,13,6,W 2,UCCU Center
19,20,"Sat, Jan 19, 2019",9:00p,REG,,New Mexico State,WAC,L,78,83,,13,7,L 1,UCCU Center
20,21,"Thu, Jan 24, 2019",7:00p,REG,@,Missouri-Kansas City,WAC,W,75,67,,14,7,W 1,Swinney Recreation Center
21,22,"Sat, Jan 26, 2019",3:05p,REG,@,Chicago State,WAC,W,74,60,,15,7,W 2,Emil and Patricia Jones Convocation Center
22,23,"Wed, Jan 30, 2019",9:00p,REG,,California Baptist,WAC,W,79,62,,16,7,W 3,UCCU Center
23,24,"Thu, Feb 14, 2019",9:00p,REG,@,New Mexico State,WAC,L,77,84,,16,8,L 1,Pan American Center
24,25,"Sat, Feb 16, 2019",8:00p,REG,@,Texas-Rio Grande Valley,WAC,W,76,64,,17,8,W 1,UTRGV Fieldhouse
25,26,"Thu, Feb 21, 2019",9:00p,REG,,Chicago State,WAC,W,103,71,,18,8,W 2,UCCU Center
26,27,"Sat, Feb 23, 2019",9:00p,REG,,Missouri-Kansas City,WAC,W,79,67,,19,8,W 3,UCCU Center
27,28,"Tue, Feb 26, 2019",10:00p,REG,@,Seattle,WAC,W,77,68,,20,8,W 4,KeyArena
28,29,"Sat, Mar 2, 2019",10:00p,REG,@,California Baptist,WAC,W,64,63,,21,8,W 5,CBU Events Center
29,30,"Thu, Mar 7, 2019",9:00p,REG,,Grand Canyon,WAC,W,82,70,,22,8,W 6,UCCU Center
30,31,"Sat, Mar 9, 2019",9:00p,REG,,Cal State Bakersfield,WAC,W,76,61,,23,8,W 7,UCCU Center
31,32,"Thu, Mar 14, 2019",9:00p,CTOURN,N,Missouri-Kansas City,WAC,W,71,64,,24,8,W 8,Orleans Arena
32,33,"Fri, Mar 15, 2019",11:30p,CTOURN,N,Grand Canyon,WAC,L,74,78,,24,9,L 1,Orleans Arena
33,34,"Tue, Mar 19, 2019",9:00p,CBI,,Cal State Northridge,Big West,W,92,84,,25,9,W 1,UCCU Center
34,35,"Mon, Mar 25, 2019",7:00p,CBI,@,South Florida,AAC,L,57,66,,25,10,L 1,Sun Dome
