,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Sat, Nov 10, 2018",10:00p,REG,,Loyola Marymount,WCC,L,50,61,,0,1,L 1,Thomas & Mack Center
1,2,"Tue, Nov 13, 2018",10:00p,REG,,UC-Riverside,Big West,W,72,51,,1,1,W 1,Thomas & Mack Center
2,3,"Fri, Nov 16, 2018",10:00p,REG,,Oakland,Horizon,W,74,61,,2,1,W 2,Thomas & Mack Center
3,4,"Tue, Nov 20, 2018",10:00p,REG,,Pacific,WCC,W,96,70,,3,1,W 3,Thomas & Mack Center
4,5,"Fri, Nov 23, 2018",10:00p,REG,,Southern Utah,Big Sky,W,76,71,,4,1,W 4,Thomas & Mack Center
5,6,"Wed, Nov 28, 2018",10:30p,REG,,Valparaiso,MVC,L,64,72,,4,2,L 1,Thomas & Mack Center
6,7,"Sat, Dec 1, 2018",6:00p,REG,,Cincinnati,AAC,L,61,65,,4,3,L 2,Thomas & Mack Center
7,8,"Sat, Dec 8, 2018",2:00p,REG,@,Illinois,Big Ten,L,74,77,,4,4,L 3,State Farm Center
8,9,"Sat, Dec 15, 2018",8:30p,REG,N,Brigham Young,WCC,W,92,90,OT,5,4,W 1,T-Mobile Arena
9,10,"Sat, Dec 22, 2018",5:00p,REG,@,Hawaii,Big West,W,73,59,,6,4,W 2,Stan Sheriff Center
10,11,"Sun, Dec 23, 2018",4:30p,REG,N,Indiana State,MVC,L,79,84,,6,5,L 1,Stan Sheriff Center
11,12,"Tue, Dec 25, 2018",6:30p,REG,N,Bucknell,Patriot,L,72,97,,6,6,L 2,Stan Sheriff Center
12,13,"Wed, Jan 2, 2019",10:30p,REG,,Colorado State,MWC,W,78,76,,7,6,W 1,Thomas & Mack Center
13,14,"Sat, Jan 5, 2019",10:00p,REG,,Wyoming,MWC,W,68,56,,8,6,W 2,Thomas & Mack Center
14,15,"Tue, Jan 8, 2019",11:00p,REG,@,New Mexico,MWC,W,80,69,,9,6,W 3,The Pit
15,16,"Wed, Jan 16, 2019",11:00p,REG,@,Air Force,MWC,L,88,106,,9,7,L 1,Clune Arena 
16,17,"Sat, Jan 19, 2019",7:30p,REG,,San Jose State,MWC,W,94,56,,10,7,W 1,Thomas & Mack Center
17,18,"Tue, Jan 22, 2019",10:00p,REG,,New Mexico,MWC,W,74,58,,11,7,W 2,Thomas & Mack Center
18,19,"Sat, Jan 26, 2019",8:00p,REG,@,San Diego State,MWC,L,77,94,,11,8,L 1,Viejas Arena
19,20,"Tue, Jan 29, 2019",11:00p,REG,,Nevada (8),MWC,L,70,87,,11,9,L 2,Thomas & Mack Center
20,21,"Sat, Feb 2, 2019",4:30p,REG,@,Utah State,MWC,L,65,82,,11,10,L 3,Dee Glen Smith Spectrum
21,22,"Wed, Feb 6, 2019",11:00p,REG,@,Boise State,MWC,W,83,72,,12,10,W 1,Taco Bell Arena
22,23,"Sat, Feb 9, 2019",5:00p,REG,,Fresno State,MWC,L,65,83,,12,11,L 1,Thomas & Mack Center
23,24,"Tue, Feb 12, 2019",10:30p,REG,,Air Force,MWC,W,77,72,,13,11,W 1,Thomas & Mack Center
24,25,"Sat, Feb 16, 2019",5:00p,REG,@,San Jose State,MWC,W,71,64,,14,11,W 2,San Jose State Event Center
25,26,"Tue, Feb 19, 2019",10:00p,REG,@,Wyoming,MWC,W,66,56,,15,11,W 3,Arena-Auditorium
26,27,"Sat, Feb 23, 2019",10:00p,REG,,San Diego State,MWC,L,59,60,,15,12,L 1,Thomas & Mack Center
27,28,"Wed, Feb 27, 2019",11:00p,REG,@,Nevada (12),MWC,L,73,89,,15,13,L 2,Lawlor Events Center
28,29,"Sat, Mar 2, 2019",10:30p,REG,,Boise State,MWC,W,85,81,OT,16,13,W 1,Thomas & Mack Center
29,30,"Sat, Mar 9, 2019",4:00p,REG,@,Colorado State,MWC,W,65,60,,17,13,W 2,Moby Arena
30,31,"Thu, Mar 14, 2019",5:30p,CTOURN,N,San Diego State,MWC,L,55,63,,17,14,L 1,Thomas & Mack Center
