,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Thu, Nov 8, 2018",7:00p,REG,,Nicholls State,Southland,W,85,72,,1,0,W 1,KFC Yum! Center
1,2,"Tue, Nov 13, 2018",7:00p,REG,,Southern,SWAC,W,104,54,,2,0,W 2,KFC Yum! Center
2,3,"Fri, Nov 16, 2018",7:00p,REG,,Vermont,AEC,W,86,78,,3,0,W 3,KFC Yum! Center
3,4,"Wed, Nov 21, 2018",5:00p,REG,N,Tennessee (5),SEC,L,81,92,,3,1,L 1,Barclays Center
4,5,"Fri, Nov 23, 2018",7:00p,REG,N,Marquette,Big East,L,74,77,OT,3,2,L 2,Barclays Center
5,6,"Tue, Nov 27, 2018",7:30p,REG,,Michigan State (9),Big Ten,W,82,78,OT,4,2,W 1,KFC Yum! Center
6,7,"Sat, Dec 1, 2018",12:00p,REG,@,Seton Hall,Big East,W,70,65,,5,2,W 2,Prudential Center
7,8,"Wed, Dec 5, 2018",7:00p,REG,,Central Arkansas,Southland,W,86,41,,6,2,W 3,KFC Yum! Center
8,9,"Sat, Dec 8, 2018",2:30p,REG,@,Indiana,Big Ten,L,67,68,,6,3,L 1,Assembly Hall
9,10,"Wed, Dec 12, 2018",7:00p,REG,,Lipscomb,A-Sun,W,72,68,,7,3,W 1,KFC Yum! Center
10,11,"Sat, Dec 15, 2018",4:00p,REG,,Kent State,MAC,W,83,70,,8,3,W 2,KFC Yum! Center
11,12,"Fri, Dec 21, 2018",7:00p,REG,,Robert Morris,NEC,W,73,59,,9,3,W 3,KFC Yum! Center
12,13,"Sat, Dec 29, 2018",2:00p,REG,,Kentucky (16),SEC,L,58,71,,9,4,L 1,KFC Yum! Center
13,14,"Sun, Jan 6, 2019",6:00p,REG,,Miami (FL),ACC,W,90,73,,10,4,W 1,KFC Yum! Center
14,15,"Wed, Jan 9, 2019",8:00p,REG,@,Pittsburgh,ACC,L,86,89,OT,10,5,L 1,Petersen Events Center
15,16,"Sat, Jan 12, 2019",12:00p,REG,@,North Carolina (12),ACC,W,83,62,,11,5,W 1,Dean Smith Center
16,17,"Wed, Jan 16, 2019",7:00p,REG,,Boston College,ACC,W,80,70,,12,5,W 2,KFC Yum! Center
17,18,"Sat, Jan 19, 2019",4:00p,REG,@,Georgia Tech,ACC,W,79,51,,13,5,W 3,McCamish Pavilion
18,19,"Thu, Jan 24, 2019",8:00p,REG,,North Carolina State (21),ACC,W,84,77,,14,5,W 4,KFC Yum! Center
19,20,"Sat, Jan 26, 2019",2:00p,REG,,Pittsburgh,ACC,W,66,51,,15,5,W 5,KFC Yum! Center
20,21,"Wed, Jan 30, 2019",8:00p,REG,@,Wake Forest,ACC,W,82,54,,16,5,W 6,Lawrence Joel Coliseum
21,22,"Sat, Feb 2, 2019",2:00p,REG,,North Carolina (9),ACC,L,69,79,,16,6,L 1,KFC Yum! Center
22,23,"Mon, Feb 4, 2019",7:00p,REG,@,Virginia Tech (11),ACC,W,72,64,,17,6,W 1,Cassell Coliseum
23,24,"Sat, Feb 9, 2019",4:00p,REG,@,Florida State (22),ACC,L,75,80,OT,17,7,L 1,Donald L. Tucker Center
24,25,"Tue, Feb 12, 2019",9:00p,REG,,Duke (2),ACC,L,69,71,,17,8,L 2,KFC Yum! Center
25,26,"Sat, Feb 16, 2019",12:00p,REG,,Clemson,ACC,W,56,55,,18,8,W 1,KFC Yum! Center
26,27,"Wed, Feb 20, 2019",7:00p,REG,@,Syracuse,ACC,L,49,69,,18,9,L 1,Carrier Dome
27,28,"Sat, Feb 23, 2019",12:00p,REG,,Virginia (3),ACC,L,52,64,,18,10,L 2,KFC Yum! Center
28,29,"Wed, Feb 27, 2019",9:00p,REG,@,Boston College,ACC,L,59,66,,18,11,L 3,Silvio O. Conte Forum
29,30,"Sun, Mar 3, 2019",1:30p,REG,,Notre Dame,ACC,W,75,61,,19,11,W 1,KFC Yum! Center
30,31,"Sat, Mar 9, 2019",4:00p,REG,@,Virginia (2),ACC,L,68,73,,19,12,L 1,John Paul Jones Arena
31,32,"Wed, Mar 13, 2019",7:00p,CTOURN,N,Notre Dame,ACC,W,75,53,,20,12,W 1,Spectrum Center
32,33,"Thu, Mar 14, 2019",7:00p,CTOURN,N,North Carolina (3),ACC,L,70,83,,20,13,L 1,Spectrum Center
33,34,"Thu, Mar 21, 2019",12:15p,NCAA,N,Minnesota,Big Ten,,,,,,,,
