,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",8:00p,REG,,Huston-Tillotson,,W,79,59,,1,0,W 1,Montagne Center
1,2,"Fri, Nov 9, 2018",7:30p,REG,@,Georgia Tech,ACC,L,69,88,,1,1,L 1,McCamish Pavilion
2,3,"Sun, Nov 11, 2018",4:00p,REG,@,East Carolina,AAC,L,78,84,OT,1,2,L 2,Williams Arena at Minges Coliseum
3,4,"Sat, Nov 17, 2018",3:00p,REG,,Prairie View,SWAC,W,74,67,,2,2,W 1,Montagne Center
4,5,"Mon, Nov 19, 2018",8:00p,REG,,Arlington Baptist,,W,105,40,,3,2,W 2,Montagne Center
5,6,"Fri, Nov 23, 2018",8:00p,REG,@,Texas-Rio Grande Valley,WAC,L,75,77,,3,3,L 1,UTRGV Fieldhouse
6,7,"Tue, Nov 27, 2018",8:00p,REG,@,Southern Methodist,AAC,L,65,79,,3,4,L 2,Moody Coliseum
7,8,"Sat, Dec 1, 2018",5:30p,REG,@,Rice,CUSA,W,75,68,,4,4,W 1,Tudor Fieldhouse
8,9,"Tue, Dec 4, 2018",8:00p,REG,@,Houston,AAC,L,56,79,,4,5,L 1,Hofheinz Pavilion
9,10,"Thu, Dec 13, 2018",10:00p,REG,@,Cal State Bakersfield,WAC,L,65,86,,4,6,L 2,Icardo Center
10,11,"Wed, Dec 19, 2018",8:00p,REG,,Texas Southern,SWAC,W,80,72,,5,6,W 1,Montagne Center
11,12,"Fri, Dec 21, 2018",8:00p,REG,,Howard Payne,,W,121,32,,6,6,W 2,Montagne Center
12,13,"Sat, Dec 29, 2018",3:00p,REG,,Champion Baptist,,W,122,58,,7,6,W 3,Montagne Center
13,14,"Wed, Jan 2, 2019",8:00p,REG,@,Houston Baptist,Southland,L,82,88,OT,7,7,L 1,Frank and Lucille Sharp Gymnasium
14,15,"Sat, Jan 5, 2019",5:30p,REG,,Texas A&M-Corpus Christi,Southland,W,61,55,,8,7,W 1,Montagne Center
15,16,"Wed, Jan 9, 2019",8:00p,REG,,New Orleans,Southland,L,71,78,OT,8,8,L 1,Montagne Center
16,17,"Sat, Jan 12, 2019",4:00p,REG,@,Central Arkansas,Southland,L,68,75,,8,9,L 2,Jeff Farris Center
17,18,"Wed, Jan 16, 2019",8:00p,REG,@,Southeastern Louisiana,Southland,L,69,76,,8,10,L 3,University Center
18,19,"Wed, Jan 23, 2019",8:00p,REG,,Incarnate Word,Southland,W,87,81,OT,9,10,W 1,Montagne Center
19,20,"Sat, Jan 26, 2019",6:30p,REG,@,Sam Houston State,Southland,L,59,69,,9,11,L 1,Johnson Coliseum
20,21,"Wed, Jan 30, 2019",8:00p,REG,@,Nicholls State,Southland,W,90,69,,10,11,W 1,David Stopher Gymnasium
21,22,"Sat, Feb 2, 2019",4:00p,REG,@,McNeese State,Southland,W,84,75,,11,11,W 2,H&HP Complex
22,23,"Wed, Feb 6, 2019",8:00p,REG,,Abilene Christian,Southland,L,64,75,,11,12,L 1,Montagne Center
23,24,"Sat, Feb 9, 2019",5:30p,REG,@,Stephen F. Austin,Southland,W,82,67,,12,12,W 1,William Johnson Coliseum
24,25,"Wed, Feb 13, 2019",8:00p,REG,,Northwestern State,Southland,W,75,70,,13,12,W 2,Montagne Center
25,26,"Sat, Feb 16, 2019",5:30p,REG,,Sam Houston State,Southland,W,75,72,,14,12,W 3,Montagne Center
26,27,"Wed, Feb 20, 2019",8:00p,REG,@,Incarnate Word,Southland,W,76,58,,15,12,W 4,McDermott Center
27,28,"Sat, Feb 23, 2019",4:30p,REG,@,Texas A&M-Corpus Christi,Southland,W,63,58,,16,12,W 5,American Bank Center
28,29,"Wed, Feb 27, 2019",8:00p,REG,,Houston Baptist,Southland,W,110,75,,17,12,W 6,Montagne Center
29,30,"Sat, Mar 2, 2019",5:30p,REG,,Stephen F. Austin,Southland,W,81,79,,18,12,W 7,Montagne Center
30,31,"Sat, Mar 9, 2019",5:30p,REG,,McNeese State,Southland,W,83,58,,19,12,W 8,Montagne Center
31,32,"Wed, Mar 13, 2019",6:00p,CTOURN,N,Houston Baptist,Southland,W,81,79,,20,12,W 9,Leonard E. Merrell Center
32,33,"Thu, Mar 14, 2019",6:00p,CTOURN,N,New Orleans,Southland,L,72,76,,20,13,L 1,Leonard E. Merrell Center
