,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Wed, Nov 7, 2018",7:00p,REG,,Marshall,CUSA,L,77,105,,0,1,L 1,McBrayer Arena
1,2,"Sat, Nov 10, 2018",7:00p,REG,@,Chattanooga,Southern,W,81,78,,1,1,W 1,The McKenzie Arena
2,3,"Tue, Nov 13, 2018",7:00p,REG,,Midway,,W,107,52,,2,1,W 2,McBrayer Arena
3,4,"Fri, Nov 16, 2018",7:30p,REG,N,Kansas State (12),Big 12,L,68,95,,2,2,L 1,Virgin Islands Sport & Fitness Center 
4,5,"Sat, Nov 17, 2018",5:00p,REG,N,Northern Iowa,MVC,L,85,90,,2,3,L 2,Virgin Islands Sport & Fitness Center 
5,6,"Mon, Nov 19, 2018",1:00p,REG,N,Kennesaw State,A-Sun,W,100,81,,3,3,W 1,Virgin Islands Sport & Fitness Center 
6,7,"Wed, Nov 28, 2018",6:30p,REG,@,Tennessee (6),SEC,L,67,95,,3,4,L 1,Thompson-Boling Arena
7,8,"Sat, Dec 1, 2018",2:00p,REG,@,High Point,Big South,W,70,69,,4,4,W 1,Millis Center
8,9,"Wed, Dec 5, 2018",7:30p,REG,,South Carolina Upstate,Big South,W,79,77,,5,4,W 2,McBrayer Arena
9,10,"Sat, Dec 8, 2018",6:00p,REG,,Northern Kentucky,Horizon,W,76,74,,6,4,W 3,McBrayer Arena
10,11,"Sat, Dec 15, 2018",8:00p,REG,@,Xavier,Big East,L,77,95,,6,5,L 1,Cintas Center
11,12,"Sat, Dec 22, 2018",2:00p,REG,@,Duquesne,A-10,L,84,85,OT,6,6,L 2,A.J. Palumbo Center
12,13,"Sat, Dec 29, 2018",6:00p,REG,,Brescia,,W,145,72,,7,6,W 1,McBrayer Arena
13,14,"Thu, Jan 3, 2019",9:00p,REG,@,Austin Peay,OVC,L,75,93,,7,7,L 1,Winfield Dunn Center
14,15,"Sat, Jan 5, 2019",8:00p,REG,@,Murray State,OVC,L,85,97,,7,8,L 2,CFSB Center
15,16,"Thu, Jan 10, 2019",8:30p,REG,@,Tennessee State,OVC,L,81,82,,7,9,L 3,Gentry Center Complex
16,17,"Sat, Jan 12, 2019",6:00p,REG,@,Belmont,OVC,L,93,109,,7,10,L 4,Curb Event Center
17,18,"Thu, Jan 17, 2019",7:30p,REG,,Tennessee-Martin,OVC,W,97,73,,8,10,W 1,McBrayer Arena
18,19,"Sat, Jan 19, 2019",7:00p,REG,,Southeast Missouri State,OVC,W,85,83,,9,10,W 2,McBrayer Arena
19,20,"Thu, Jan 24, 2019",7:30p,REG,,Jacksonville State,OVC,W,88,70,,10,10,W 3,McBrayer Arena
20,21,"Sat, Jan 26, 2019",7:00p,REG,,Tennessee Tech,OVC,L,85,91,,10,11,L 1,Davis-Reid Alumni Gym
21,22,"Thu, Jan 31, 2019",8:30p,REG,@,Eastern Illinois,OVC,L,66,67,,10,12,L 2,Lantz Arena
22,23,"Sat, Feb 2, 2019",8:00p,REG,@,Southern Illinois-Edwardsville,OVC,L,82,88,2OT,10,13,L 3,Sam Vadalabene Center 
23,24,"Thu, Feb 7, 2019",7:30p,REG,,Belmont,OVC,L,65,83,,10,14,L 4,McBrayer Arena
24,25,"Sat, Feb 9, 2019",7:00p,REG,,Tennessee State,OVC,W,75,65,,11,14,W 1,McBrayer Arena
25,26,"Thu, Feb 14, 2019",7:35p,REG,@,Morehead State,OVC,L,72,78,,11,15,L 1,Ellis T. Johnson Arena
26,27,"Sat, Feb 16, 2019",7:00p,REG,,Murray State,OVC,L,70,102,,11,16,L 2,McBrayer Arena
27,28,"Thu, Feb 21, 2019",8:30p,REG,@,Tennessee Tech,OVC,W,67,66,,12,16,W 1,Eblen Center
28,29,"Sat, Feb 23, 2019",5:00p,REG,@,Jacksonville State,OVC,L,101,104,2OT,12,17,L 1,Pete Mathews Coliseum
29,30,"Thu, Feb 28, 2019",7:30p,REG,,Austin Peay,OVC,W,82,80,,13,17,W 1,McBrayer Arena
30,31,"Sat, Mar 2, 2019",7:00p,REG,,Morehead State,OVC,L,77,78,,13,18,L 1,McBrayer Arena
