,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",9:00p,REG,@,Oregon State,Pac-12,L,59,72,,0,1,L 1,Gill Coliseum
1,2,"Sat, Nov 10, 2018",10:05p,REG,@,Portland State,Big Sky,L,64,71,,0,2,L 2,Peter W. Stott Center
2,3,"Tue, Nov 13, 2018",10:00p,REG,@,Nevada-Las Vegas,MWC,L,51,72,,0,3,L 3,Thomas & Mack Center
3,4,"Sat, Nov 17, 2018",7:00p,REG,,UC-Merced,,W,63,53,,1,3,W 1,UC Riverside Student Recreation Center
4,5,"Thu, Nov 22, 2018",3:30p,REG,@,Pacific,WCC,L,54,74,,1,4,L 1,A.G. Spanos Center
5,6,"Fri, Nov 23, 2018",11:00p,REG,N,Elon,CAA,W,77,64,,2,4,W 1,A.G. Spanos Center
6,7,"Sat, Nov 24, 2018",8:30p,REG,N,Abilene Christian,Southland,L,48,60,,2,5,L 1,A.G. Spanos Center
7,8,"Thu, Nov 29, 2018",10:00p,REG,,California Baptist,WAC,L,70,80,,2,6,L 2,UC Riverside Student Recreation Center
8,9,"Sun, Dec 2, 2018",2:00p,REG,@,Valparaiso,MVC,L,73,82,,2,7,L 3,Athletics-Recreation Center
9,10,"Thu, Dec 6, 2018",10:00p,REG,,Pepperdine,WCC,W,75,71,,3,7,W 1,UC Riverside Student Recreation Center
10,11,"Sun, Dec 16, 2018",3:00p,REG,@,Texas-El Paso,CUSA,L,56,68,,3,8,L 1,Don Haskins Center
11,12,"Wed, Dec 19, 2018",10:00p,REG,,Life Pacific,,W,87,50,,4,8,W 1,UC Riverside Student Recreation Center
12,13,"Sat, Dec 22, 2018",5:00p,REG,,Loyola Marymount,WCC,W,60,53,,5,8,W 2,UC Riverside Student Recreation Center
13,14,"Fri, Dec 28, 2018",8:00p,REG,@,Air Force,MWC,L,60,72,,5,9,L 1,Clune Arena 
14,15,"Sun, Dec 30, 2018",4:00p,REG,@,Western Michigan,MAC,L,64,73,,5,10,L 2,University Arena
15,16,"Fri, Jan 4, 2019",10:00p,REG,,Bethesda University (CA),,W,112,47,,6,10,W 1,UC Riverside Student Recreation Center
16,17,"Wed, Jan 9, 2019",10:00p,REG,,Cal State Northridge,Big West,L,83,84,,6,11,L 1,UC Riverside Student Recreation Center
17,18,"Sat, Jan 12, 2019",10:00p,REG,@,UC-Santa Barbara,Big West,L,64,72,,6,12,L 2,The Thunderdome
18,19,"Thu, Jan 17, 2019",10:00p,REG,@,Cal State Fullerton,Big West,L,61,69,,6,13,L 3,Titan Gym
19,20,"Sat, Jan 19, 2019",8:00p,REG,,Hawaii,Big West,W,75,71,,7,13,W 1,UC Riverside Student Recreation Center
20,21,"Wed, Jan 23, 2019",10:00p,REG,@,Cal Poly,Big West,W,74,51,,8,13,W 2,Robert A. Mott Gymnasium
21,22,"Sat, Jan 26, 2019",10:00p,REG,@,UC-Irvine,Big West,L,64,82,,8,14,L 1,Bren Events Center
22,23,"Thu, Jan 31, 2019",10:00p,REG,,Cal Poly,Big West,L,45,71,,8,15,L 2,UC Riverside Student Recreation Center
23,24,"Sat, Feb 2, 2019",9:00p,REG,,UC-Davis,Big West,L,71,84,,8,16,L 3,UC Riverside Student Recreation Center
24,25,"Sat, Feb 9, 2019",8:00p,REG,,Cal State Fullerton,Big West,L,54,77,,8,17,L 4,UC Riverside Student Recreation Center
25,26,"Thu, Feb 14, 2019",10:00p,REG,,UC-Santa Barbara,Big West,W,71,57,,9,17,W 1,UC Riverside Student Recreation Center
26,27,"Sun, Feb 17, 2019",1:00a,REG,@,Hawaii,Big West,L,64,87,,9,18,L 1,Stan Sheriff Center
27,28,"Sat, Feb 23, 2019",8:00p,REG,,Long Beach State,Big West,L,67,71,OT,9,19,L 2,UC Riverside Student Recreation Center
28,29,"Wed, Feb 27, 2019",10:00p,REG,@,Cal State Northridge,Big West,L,68,70,,9,20,L 3,The Matadome
29,30,"Sat, Mar 2, 2019",8:00p,REG,,UC-Irvine,Big West,L,47,68,,9,21,L 4,UC Riverside Student Recreation Center
30,31,"Wed, Mar 6, 2019",10:00p,REG,@,Long Beach State,Big West,L,57,70,,9,22,L 5,The Walter Pyramid
31,32,"Sat, Mar 9, 2019",8:00p,REG,@,UC-Davis,Big West,W,71,70,,10,22,W 1,The Pavilion
32,33,"Thu, Mar 14, 2019",9:00p,CTOURN,N,UC-Irvine,Big West,L,44,63,,10,23,L 1,Honda Center
