,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",8:00p,REG,,Pacific,WCC,L,65,74,,0,1,L 1,Sam Vadalabene Center 
1,2,"Sat, Nov 10, 2018",8:00p,REG,,Winthrop,Big South,L,82,94,,0,2,L 2,Sam Vadalabene Center 
2,3,"Wed, Nov 21, 2018",8:00p,REG,@,Valparaiso,MVC,L,70,75,OT,0,3,L 3,Athletics-Recreation Center
3,4,"Sun, Nov 25, 2018",3:00p,REG,,Incarnate Word,Southland,W,80,68,,1,3,W 1,Sam Vadalabene Center 
4,5,"Wed, Nov 28, 2018",8:00p,REG,@,Western Illinois,Summit,L,58,83,,1,4,L 1,Western Hall
5,6,"Sat, Dec 1, 2018",3:00p,REG,,Southern Illinois,MVC,L,61,82,,1,5,L 2,Sam Vadalabene Center 
6,7,"Sat, Dec 8, 2018",3:00p,REG,,Harris-Stowe,,W,92,87,,2,5,W 1,Sam Vadalabene Center 
7,8,"Mon, Dec 17, 2018",8:00p,REG,@,Drake,MVC,L,66,79,,2,6,L 1,Knapp Center
8,9,"Wed, Dec 19, 2018",10:30p,REG,@,Washington State,Pac-12,L,73,89,,2,7,L 2,Beasley Coliseum
9,10,"Sat, Dec 22, 2018",2:00p,REG,N,Cal State Northridge,Big West,L,79,85,,2,8,L 3,Orleans Arena
10,11,"Sun, Dec 23, 2018",2:00p,REG,N,Northern Colorado,Big Sky,W,82,72,,3,8,W 1,Orleans Arena
11,12,"Sun, Dec 30, 2018",6:00p,REG,,Missouri S&T,,W,79,66,,4,8,W 2,Sam Vadalabene Center 
12,13,"Thu, Jan 3, 2019",8:30p,REG,,Southeast Missouri State,OVC,W,94,88,,5,8,W 3,Sam Vadalabene Center 
13,14,"Sat, Jan 5, 2019",4:15p,REG,@,Eastern Illinois,OVC,L,81,84,OT,5,9,L 1,Lantz Arena
14,15,"Thu, Jan 10, 2019",8:30p,REG,@,Tennessee Tech,OVC,L,69,78,OT,5,10,L 2,Eblen Center
15,16,"Sat, Jan 12, 2019",5:00p,REG,@,Jacksonville State,OVC,L,54,90,,5,11,L 3,Pete Mathews Coliseum
16,17,"Thu, Jan 17, 2019",8:30p,REG,,Austin Peay,OVC,L,71,79,,5,12,L 4,Sam Vadalabene Center 
17,18,"Sat, Jan 19, 2019",8:00p,REG,,Murray State,OVC,L,72,82,,5,13,L 5,Sam Vadalabene Center 
18,19,"Thu, Jan 24, 2019",8:45p,REG,@,Southeast Missouri State,OVC,W,87,86,3OT,6,13,W 1,Show Me Center
19,20,"Sat, Jan 26, 2019",4:30p,REG,@,Tennessee-Martin,OVC,L,69,85,,6,14,L 1,Skyhawk Arena
20,21,"Thu, Jan 31, 2019",8:00p,REG,,Morehead State,OVC,W,83,76,,7,14,W 1,Sam Vadalabene Center 
21,22,"Sat, Feb 2, 2019",8:00p,REG,,Eastern Kentucky,OVC,W,88,82,2OT,8,14,W 2,Sam Vadalabene Center 
22,23,"Thu, Feb 7, 2019",8:30p,REG,@,Austin Peay,OVC,L,45,80,,8,15,L 1,Winfield Dunn Center
23,24,"Sat, Feb 9, 2019",8:00p,REG,@,Murray State,OVC,L,55,86,,8,16,L 2,CFSB Center
24,25,"Thu, Feb 14, 2019",6:30p,REG,,Eastern Illinois,OVC,L,65,79,,8,17,L 3,Sam Vadalabene Center 
25,26,"Sat, Feb 16, 2019",3:00p,REG,,Tennessee-Martin,OVC,L,69,73,,8,18,L 4,Sam Vadalabene Center 
26,27,"Thu, Feb 21, 2019",8:30p,REG,@,Tennessee State,OVC,W,85,84,,9,18,W 1,Gentry Center Complex
27,28,"Sat, Feb 23, 2019",6:00p,REG,@,Belmont,OVC,L,75,97,,9,19,L 1,Curb Event Center
28,29,"Thu, Feb 28, 2019",8:30p,REG,,Tennessee Tech,OVC,W,76,68,,10,19,W 1,Sam Vadalabene Center 
29,30,"Sat, Mar 2, 2019",6:00p,REG,,Jacksonville State,OVC,L,72,97,,10,20,L 1,Sam Vadalabene Center 
30,31,"Wed, Mar 6, 2019",7:30p,CTOURN,N,Morehead State,OVC,L,68,72,,10,21,L 2,Ford Center
