,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",7:00p,REG,@,Virginia Commonwealth,A-10,L,57,69,,0,1,L 1,Stuart Siegel Center
1,2,"Fri, Nov 9, 2018",7:00p,REG,@,Virginia Tech (15),ACC,L,59,87,,0,2,L 2,Cassell Coliseum
2,3,"Tue, Nov 13, 2018",7:00p,REG,@,Furman,Southern,L,86,88,OT,0,3,L 3,Timmons Arena
3,4,"Fri, Nov 16, 2018",7:00p,REG,@,Savannah State,MEAC,W,97,77,,1,3,W 1,Tiger Arena
4,5,"Fri, Nov 23, 2018",5:00p,REG,N,Eastern Illinois,OVC,L,78,79,,1,4,L 1,U.S. Cellular Center
5,6,"Sat, Nov 24, 2018",7:30p,REG,N,North Carolina-Wilmington,CAA,W,81,72,,2,4,W 1,U.S. Cellular Center
6,7,"Sun, Nov 25, 2018",3:30p,REG,N,Arkansas State,Sun Belt,L,69,77,,2,5,L 1,U.S. Cellular Center
7,8,"Wed, Nov 28, 2018",7:00p,REG,@,South Carolina Upstate,Big South,W,74,61,,3,5,W 1,G.B. Hodge Center
8,9,"Sat, Dec 1, 2018",3:00p,REG,,Savannah State,MEAC,W,97,60,,4,5,W 2,Paul Porter Arena
9,10,"Thu, Dec 6, 2018",11:00a,REG,,Bob Jones University,,W,105,37,,5,5,W 3,Paul Porter Arena
10,11,"Sat, Dec 8, 2018",3:00p,REG,,Johnson & Wales (NC),,W,102,55,,6,5,W 4,Paul Porter Arena
11,12,"Thu, Dec 13, 2018",5:00p,REG,,Kennesaw State,A-Sun,W,81,77,OT,7,5,W 5,Paul Porter Arena
12,13,"Mon, Dec 17, 2018",7:30p,REG,@,Georgia Tech,ACC,W,79,69,,8,5,W 6,McCamish Pavilion
13,14,"Wed, Dec 19, 2018",4:30p,REG,,Brevard,,W,106,29,,9,5,W 7,Paul Porter Arena
14,15,"Sat, Dec 29, 2018",2:00p,REG,@,Wake Forest,ACC,W,73,69,,10,5,W 8,Lawrence Joel Coliseum
15,16,"Sat, Jan 5, 2019",4:30p,REG,@,Campbell,Big South,L,61,72,,10,6,L 1,John W. Pope Jr. Convocation Center
16,17,"Sat, Jan 12, 2019",5:00p,REG,,South Carolina Upstate,Big South,W,64,59,,11,6,W 1,Paul Porter Arena
17,18,"Thu, Jan 17, 2019",9:00p,REG,@,Radford,Big South,L,58,75,,11,7,L 1,Donald N. Dedmon Center
18,19,"Sat, Jan 19, 2019",7:00p,REG,,Hampton,Big South,W,87,74,OT,12,7,W 1,Paul Porter Arena
19,20,"Thu, Jan 24, 2019",7:00p,REG,@,Winthrop,Big South,L,88,97,,12,8,L 1,Winthrop Coliseum
20,21,"Sat, Jan 26, 2019",5:30p,REG,@,Charleston Southern,Big South,L,60,74,,12,9,L 2,CSU Fieldhouse
21,22,"Wed, Jan 30, 2019",7:00p,REG,,High Point,Big South,W,69,67,,13,9,W 1,Paul Porter Arena
22,23,"Sat, Feb 2, 2019",3:00p,REG,,North Carolina-Asheville,Big South,W,82,81,OT,14,9,W 2,Paul Porter Arena
23,24,"Thu, Feb 7, 2019",7:00p,REG,@,Longwood,Big South,W,89,88,OT,15,9,W 3,Willett Hall
24,25,"Sat, Feb 9, 2019",4:30p,REG,@,Presbyterian,Big South,L,101,103,OT,15,10,L 1,Ross E.Templeton Center
25,26,"Wed, Feb 13, 2019",7:00p,REG,,Charleston Southern,Big South,W,77,74,,16,10,W 1,Paul Porter Arena
26,27,"Sat, Feb 16, 2019",5:00p,REG,,Winthrop,Big South,W,64,60,,17,10,W 2,Paul Porter Arena
27,28,"Thu, Feb 21, 2019",7:00p,REG,@,North Carolina-Asheville,Big South,W,65,55,,18,10,W 3,Kimmel Arena
28,29,"Sat, Feb 23, 2019",7:00p,REG,@,High Point,Big South,L,79,87,,18,11,L 1,Millis Center
29,30,"Wed, Feb 27, 2019",7:00p,REG,,Presbyterian,Big South,W,78,70,,19,11,W 1,Paul Porter Arena
30,31,"Sat, Mar 2, 2019",3:00p,REG,,Longwood,Big South,W,66,47,,20,11,W 2,Paul Porter Arena
31,32,"Thu, Mar 7, 2019",8:00p,CTOURN,N,High Point,Big South,W,75,69,,21,11,W 3,John W. Pope Jr. Convocation Center
32,33,"Fri, Mar 8, 2019",8:00p,CTOURN,@,Campbell,Big South,W,79,74,,22,11,W 4,John W. Pope Jr. Convocation Center
33,34,"Sun, Mar 10, 2019",1:00p,CTOURN,@,Radford,Big South,W,76,65,,23,11,W 5,Donald N. Dedmon Center
34,35,"Fri, Mar 22, 2019",3:10p,NCAA,N,Virginia (2),ACC,,,,,,,,
