,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Wed, Nov 7, 2018",7:30p,REG,,Bethune-Cookman,MEAC,W,80,58,,1,0,W 1,Wintrust Arena
1,2,"Mon, Nov 12, 2018",8:30p,REG,,Morgan State,MEAC,W,91,63,,2,0,W 2,Wintrust Arena
2,3,"Thu, Nov 15, 2018",9:00p,REG,,Penn State,Big Ten,W,72,70,OT,3,0,W 3,Wintrust Arena
3,4,"Sat, Nov 24, 2018",12:00p,REG,@,Notre Dame,ACC,L,70,95,,3,1,L 1,Purcell Pavilion at the Joyce Center
4,5,"Wed, Nov 28, 2018",8:00p,REG,,Cleveland State,Horizon,W,83,73,,4,1,W 1,Wintrust Arena
5,6,"Mon, Dec 3, 2018",8:30p,REG,,Florida A&M,MEAC,W,65,50,,5,1,W 2,Wintrust Arena
6,7,"Sat, Dec 8, 2018",12:00p,REG,@,Northwestern,Big Ten,L,68,75,,5,2,L 1,Welsh-Ryan Arena
7,8,"Wed, Dec 12, 2018",8:00p,REG,,Chicago State,WAC,W,104,70,,6,2,W 1,Wintrust Arena
8,9,"Fri, Dec 14, 2018",7:00p,REG,,Illinois-Chicago,Horizon,W,90,70,,7,2,W 2,Wintrust Arena
9,10,"Wed, Dec 19, 2018",8:30p,REG,,Incarnate Word,Southland,W,81,71,,8,2,W 3,Wintrust Arena
10,11,"Sat, Dec 22, 2018",3:30p,REG,,Boston College,ACC,L,62,65,,8,3,L 1,Wintrust Arena
11,12,"Sat, Dec 29, 2018",2:00p,REG,,Xavier,Big East,L,65,74,,8,4,L 2,Wintrust Arena
12,13,"Wed, Jan 2, 2019",8:30p,REG,@,Villanova,Big East,L,68,73,,8,5,L 3,Finneran Pavilion
13,14,"Sun, Jan 6, 2019",1:00p,REG,,Seton Hall,Big East,W,75,74,,9,5,W 1,Wintrust Arena
14,15,"Sat, Jan 12, 2019",6:00p,REG,@,St. John's (NY) (24),Big East,W,79,71,,10,5,W 2,Carnesecca Arena
15,16,"Wed, Jan 16, 2019",8:30p,REG,,Butler,Big East,L,69,87,,10,6,L 1,Wintrust Arena
16,17,"Sat, Jan 19, 2019",8:00p,REG,@,Seton Hall,Big East,W,97,93,,11,6,W 1,Prudential Center
17,18,"Wed, Jan 23, 2019",8:30p,REG,@,Marquette (12),Big East,L,69,79,,11,7,L 1,Fiserv Forum
18,19,"Sun, Jan 27, 2019",12:00p,REG,@,Providence,Big East,L,67,70,,11,8,L 2,Dunkin' Donuts Center
19,20,"Wed, Jan 30, 2019",8:00p,REG,,Villanova (14),Big East,L,74,86,,11,9,L 3,Wintrust Arena
20,21,"Sat, Feb 2, 2019",2:30p,REG,,Providence,Big East,W,67,55,,12,9,W 1,Wintrust Arena
21,22,"Sat, Feb 9, 2019",8:00p,REG,@,Xavier,Big East,W,74,62,,13,9,W 2,Cintas Center
22,23,"Tue, Feb 12, 2019",8:00p,REG,,Marquette (10),Big East,L,73,92,,13,10,L 1,Wintrust Arena
23,24,"Sat, Feb 16, 2019",8:00p,REG,@,Butler,Big East,L,78,91,,13,11,L 2,Hinkle Fieldhouse
24,25,"Wed, Feb 20, 2019",9:00p,REG,,Creighton,Big East,L,67,79,,13,12,L 3,Wintrust Arena
25,26,"Wed, Feb 27, 2019",7:00p,REG,@,Georgetown,Big East,L,73,82,,13,13,L 4,Capital One Arena
26,27,"Sun, Mar 3, 2019",12:00p,REG,,St. John's (NY),Big East,W,92,83,,14,13,W 1,Wintrust Arena
27,28,"Wed, Mar 6, 2019",8:30p,REG,,Georgetown,Big East,W,101,69,,15,13,W 2,Wintrust Arena
28,29,"Sat, Mar 9, 2019",8:00p,REG,@,Creighton,Big East,L,78,91,,15,14,L 1,CenturyLink Center
29,30,"Wed, Mar 13, 2019",9:30p,CTOURN,N,St. John's (NY),Big East,L,74,82,,15,15,L 2,Madison Square Garden (IV)
30,31,"Wed, Mar 20, 2019",8:00p,CBI,,Central Michigan,MAC,W,100,86,,16,15,W 1,McGrath-Phillips Arena
31,32,"Mon, Mar 25, 2019",8:00p,CBI,,Longwood,Big South,W,97,89,,17,15,W 2,McGrath-Phillips Arena
32,33,"Wed, Mar 27, 2019",8:00p,CBI,,Coastal Carolina,Sun Belt,W,92,87,,18,15,W 3,McGrath-Phillips Arena
