,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Thu, Nov 8, 2018",7:00p,REG,,St. Andrews,,W,87,47,,1,0,W 1,Kimmel Arena
1,2,"Tue, Nov 13, 2018",7:00p,REG,@,North Carolina State,ACC,L,49,100,,1,1,L 1,PNC Arena
2,3,"Fri, Nov 16, 2018",7:00p,REG,@,Northern Kentucky,Horizon,L,50,77,,1,2,L 2,Bank of Kentucky Center
3,4,"Sat, Nov 17, 2018",4:30p,REG,N,Coastal Carolina,Sun Belt,L,52,78,,1,3,L 3,Bank of Kentucky Center
4,5,"Sun, Nov 18, 2018",3:30p,REG,N,Manhattan,MAAC,L,38,54,,1,4,L 4,Bank of Kentucky Center
5,6,"Sun, Nov 25, 2018",4:00p,REG,,Furman,Southern,L,51,65,,1,5,L 5,Kimmel Arena
6,7,"Sat, Dec 1, 2018",8:30p,REG,@,Tennessee-Martin,OVC,L,70,87,,1,6,L 6,Skyhawk Arena
7,8,"Tue, Dec 4, 2018",8:00p,REG,@,Auburn (8),SEC,L,41,67,,1,7,L 7,Auburn Arena
8,9,"Sat, Dec 8, 2018",1:00p,REG,,Western Carolina,Southern,L,59,71,,1,8,L 8,Kimmel Arena
9,10,"Sat, Dec 15, 2018",7:00p,REG,@,Wofford,Southern,L,49,92,,1,9,L 9,Richardson Indoor Stadium
10,11,"Tue, Dec 18, 2018",7:00p,REG,@,Stetson,A-Sun,L,74,80,,1,10,L 10,Edmunds Center
11,12,"Fri, Dec 21, 2018",2:00p,REG,,Milligan,,W,86,76,,2,10,W 1,Kimmel Arena
12,13,"Sat, Dec 29, 2018",2:00p,REG,,Fayetteville State,,L,63,80,,2,11,L 1,Kimmel Arena
13,14,"Mon, Dec 31, 2018",2:00p,REG,@,Vanderbilt,SEC,L,59,90,,2,12,L 2,Memorial Gymnasium
14,15,"Sat, Jan 5, 2019",2:00p,REG,,Winthrop,Big South,L,65,80,,2,13,L 3,Kimmel Arena
15,16,"Thu, Jan 10, 2019",7:00p,REG,@,Longwood,Big South,L,62,67,,2,14,L 4,Willett Hall
16,17,"Sat, Jan 12, 2019",4:00p,REG,@,Hampton,Big South,L,61,83,,2,15,L 5,Hampton Convocation Center
17,18,"Wed, Jan 16, 2019",7:00p,REG,,Campbell,Big South,L,53,70,,2,16,L 6,Kimmel Arena
18,19,"Sat, Jan 19, 2019",4:30p,REG,,Radford,Big South,L,63,71,,2,17,L 7,Kimmel Arena
19,20,"Mon, Jan 21, 2019",2:00p,REG,@,Winthrop,Big South,L,45,66,,2,18,L 8,Winthrop Coliseum
20,21,"Sat, Jan 26, 2019",7:00p,REG,@,High Point,Big South,L,61,65,,2,19,L 9,Millis Center
21,22,"Wed, Jan 30, 2019",7:00p,REG,,South Carolina Upstate,Big South,W,71,62,,3,19,W 1,Kimmel Arena
22,23,"Sat, Feb 2, 2019",3:00p,REG,@,Gardner-Webb,Big South,L,81,82,OT,3,20,L 1,Paul Porter Arena
23,24,"Thu, Feb 7, 2019",7:00p,REG,@,Presbyterian,Big South,L,44,67,,3,21,L 2,Ross E.Templeton Center
24,25,"Sat, Feb 9, 2019",2:00p,REG,,Charleston Southern,Big South,L,75,85,,3,22,L 3,Kimmel Arena
25,26,"Wed, Feb 13, 2019",7:00p,REG,@,South Carolina Upstate,Big South,W,57,53,,4,22,W 1,G.B. Hodge Center
26,27,"Thu, Feb 21, 2019",7:00p,REG,,Gardner-Webb,Big South,L,55,65,,4,23,L 1,Kimmel Arena
27,28,"Sat, Feb 23, 2019",4:30p,REG,,Presbyterian,Big South,L,55,71,,4,24,L 2,Kimmel Arena
28,29,"Wed, Feb 27, 2019",7:30p,REG,@,Charleston Southern,Big South,L,48,77,,4,25,L 3,CSU Fieldhouse
29,30,"Sat, Mar 2, 2019",4:30p,REG,,High Point,Big South,L,74,79,,4,26,L 4,Kimmel Arena
30,31,"Tue, Mar 5, 2019",7:00p,CTOURN,@,Presbyterian,Big South,L,59,106,,4,27,L 5,Ross E.Templeton Center
