,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Thu, Nov 8, 2018",8:00p,REG,,Northwestern State,Southland,W,69,58,,1,0,W 1,Moody Coliseum
1,2,"Sun, Nov 11, 2018",3:00p,REG,,Southern Mississippi,CUSA,L,64,74,,1,1,L 1,Moody Coliseum
2,3,"Wed, Nov 14, 2018",8:00p,REG,,Western Carolina,Southern,W,98,65,,2,1,W 1,Moody Coliseum
3,4,"Sat, Nov 17, 2018",7:00p,REG,,Lipscomb,A-Sun,L,73,79,,2,2,L 1,Moody Coliseum
4,5,"Tue, Nov 20, 2018",6:00p,REG,N,Bradley,MVC,L,62,75,,2,3,L 2,Hard Rock Hotel Riviera Maya
5,6,"Wed, Nov 21, 2018",6:00p,REG,N,Wright State,Horizon,W,77,76,,3,3,W 1,Hard Rock Hotel Riviera Maya
6,7,"Tue, Nov 27, 2018",8:00p,REG,,Lamar,Southland,W,79,65,,4,3,W 2,Moody Coliseum
7,8,"Thu, Nov 29, 2018",8:00p,REG,,McNeese State,Southland,W,91,59,,5,3,W 3,Moody Coliseum
8,9,"Sun, Dec 2, 2018",3:00p,REG,,Oral Roberts,Summit,W,79,67,,6,3,W 4,Moody Coliseum
9,10,"Wed, Dec 5, 2018",10:00p,REG,,Texas Christian,Big 12,L,59,67,,6,4,L 1,Moody Coliseum
10,11,"Sat, Dec 15, 2018",12:00p,REG,@,Georgetown,Big East,W,81,73,,7,4,W 1,Capital One Arena
11,12,"Sat, Dec 22, 2018",8:00p,REG,,Cornell,Ivy,W,81,53,,8,4,W 2,Moody Coliseum
12,13,"Wed, Jan 2, 2019",8:00p,REG,,East Carolina,AAC,W,82,54,,9,4,W 3,Moody Coliseum
13,14,"Fri, Jan 4, 2019",7:00p,REG,@,Tulane,AAC,W,74,65,,10,4,W 4,Devlin Fieldhouse
14,15,"Thu, Jan 10, 2019",7:00p,REG,@,Connecticut,AAC,L,64,76,,10,5,L 1,Harry A. Gampel Pavilion
15,16,"Sat, Jan 12, 2019",6:00p,REG,,Tulsa,AAC,W,77,57,,11,5,W 1,Moody Coliseum
16,17,"Wed, Jan 16, 2019",9:00p,REG,,Houston (21),AAC,L,58,69,,11,6,L 1,Moody Coliseum
17,18,"Sat, Jan 19, 2019",4:00p,REG,@,Memphis,AAC,L,61,83,,11,7,L 2,FedExForum
18,19,"Sat, Jan 26, 2019",6:00p,REG,,Tulane,AAC,W,85,75,,12,7,W 1,Moody Coliseum
19,20,"Wed, Jan 30, 2019",9:00p,REG,@,Wichita State,AAC,L,83,85,,12,8,L 1,Charles Koch Arena
20,21,"Sat, Feb 2, 2019",8:00p,REG,@,Cincinnati,AAC,L,68,73,,12,9,L 2,Fifth Third Arena
21,22,"Thu, Feb 7, 2019",9:00p,REG,,South Florida,AAC,L,66,67,,12,10,L 3,Moody Coliseum
22,23,"Sun, Feb 10, 2019",2:00p,REG,,Central Florida,AAC,L,65,71,,12,11,L 4,Moody Coliseum
23,24,"Wed, Feb 13, 2019",7:00p,REG,@,Temple,AAC,L,74,82,,12,12,L 5,Liacouras Center
24,25,"Thu, Feb 21, 2019",9:00p,REG,,Connecticut,AAC,W,77,59,,13,12,W 1,Moody Coliseum
25,26,"Sun, Feb 24, 2019",12:00p,REG,@,Central Florida,AAC,L,48,95,,13,13,L 1,CFE Arena
26,27,"Wed, Feb 27, 2019",9:00p,REG,,Cincinnati (23),AAC,L,49,52,,13,14,L 2,Moody Coliseum
27,28,"Sun, Mar 3, 2019",2:00p,REG,,Wichita State,AAC,L,55,67,,13,15,L 3,Moody Coliseum
28,29,"Thu, Mar 7, 2019",9:00p,REG,@,Houston (12),AAC,L,79,90,,13,16,L 4,Hofheinz Pavilion
29,30,"Sun, Mar 10, 2019",4:00p,REG,@,South Florida,AAC,W,77,71,,14,16,W 1,Sun Dome
30,31,"Thu, Mar 14, 2019",8:00p,CTOURN,N,Tulsa,AAC,W,74,65,,15,16,W 2,FedExForum
31,32,"Fri, Mar 15, 2019",7:00p,CTOURN,N,Cincinnati (24),AAC,L,74,82,,15,17,L 1,FedExForum
