,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",8:00p,REG,,Louisiana Tech,CUSA,L,58,71,,0,1,L 1,Charles Koch Arena
1,2,"Fri, Nov 9, 2018",6:00p,REG,N,Providence,Big East,W,83,80,,1,1,W 1,Alumni Hall
2,3,"Thu, Nov 15, 2018",7:00p,REG,N,Davidson,A-10,L,53,57,,1,2,L 1,TD Arena
3,4,"Fri, Nov 16, 2018",4:30p,REG,N,Appalachian State,Sun Belt,W,82,76,,2,2,W 1,TD Arena
4,5,"Sun, Nov 18, 2018",1:30p,REG,N,Alabama,SEC,L,86,90,,2,3,L 1,TD Arena
5,6,"Sun, Nov 25, 2018",3:00p,REG,,Rice,CUSA,W,90,61,,3,3,W 1,Charles Koch Arena
6,7,"Sat, Dec 1, 2018",8:00p,REG,,Baylor,Big 12,W,71,63,,4,3,W 2,Charles Koch Arena
7,8,"Sat, Dec 8, 2018",12:00p,REG,@,Oklahoma,Big 12,L,48,80,,4,4,L 1,Chesapeake Energy Arena
8,9,"Wed, Dec 12, 2018",8:00p,REG,,Jacksonville State,OVC,W,69,65,,5,4,W 1,Charles Koch Arena
9,10,"Sat, Dec 15, 2018",5:30p,REG,N,Southern Mississippi,CUSA,W,63,60,,6,4,W 2,Intrust Bank Arena
10,11,"Wed, Dec 19, 2018",8:00p,REG,,Oral Roberts,Summit,W,84,63,,7,4,W 3,Charles Koch Arena
11,12,"Sat, Dec 22, 2018",4:00p,REG,@,Virginia Commonwealth,A-10,L,54,70,,7,5,L 1,Stuart Siegel Center
12,13,"Thu, Jan 3, 2019",9:30p,REG,@,Memphis,AAC,L,74,85,,7,6,L 2,FedExForum
13,14,"Sun, Jan 6, 2019",4:00p,REG,,Temple,AAC,L,81,85,OT,7,7,L 3,Charles Koch Arena
14,15,"Sat, Jan 12, 2019",8:00p,REG,@,Houston (17),AAC,L,70,79,,7,8,L 4,Hofheinz Pavilion
15,16,"Wed, Jan 16, 2019",10:00p,REG,,Central Florida,AAC,W,75,67,,8,8,W 1,Charles Koch Arena
16,17,"Sat, Jan 19, 2019",2:00p,REG,,Cincinnati,AAC,L,55,66,,8,9,L 1,Charles Koch Arena
17,18,"Tue, Jan 22, 2019",8:00p,REG,@,South Florida,AAC,L,41,54,,8,10,L 2,Sun Dome
18,19,"Sat, Jan 26, 2019",6:00p,REG,@,Connecticut,AAC,L,60,80,,8,11,L 3,Harry A. Gampel Pavilion
19,20,"Wed, Jan 30, 2019",9:00p,REG,,Southern Methodist,AAC,W,85,83,,9,11,W 1,Charles Koch Arena
20,21,"Sat, Feb 2, 2019",2:00p,REG,,Tulsa,AAC,W,79,68,,10,11,W 2,Charles Koch Arena
21,22,"Wed, Feb 6, 2019",7:00p,REG,@,East Carolina,AAC,W,65,49,,11,11,W 3,Williams Arena at Minges Coliseum
22,23,"Sat, Feb 9, 2019",8:00p,REG,,Tulane,AAC,W,77,62,,12,11,W 4,Charles Koch Arena
23,24,"Sun, Feb 17, 2019",1:00p,REG,@,Cincinnati,AAC,L,62,72,,12,12,L 1,Fifth Third Arena
24,25,"Wed, Feb 20, 2019",9:00p,REG,@,Tulsa,AAC,W,81,60,,13,12,W 1,Donald W. Reynolds Center
25,26,"Sat, Feb 23, 2019",8:00p,REG,,Memphis,AAC,L,85,88,,13,13,L 1,Charles Koch Arena
26,27,"Thu, Feb 28, 2019",7:00p,REG,,Connecticut,AAC,W,65,63,,14,13,W 1,Charles Koch Arena
27,28,"Sun, Mar 3, 2019",2:00p,REG,@,Southern Methodist,AAC,W,67,55,,15,13,W 2,Moody Coliseum
28,29,"Tue, Mar 5, 2019",9:00p,REG,,East Carolina,AAC,W,72,55,,16,13,W 3,Charles Koch Arena
29,30,"Sat, Mar 9, 2019",8:30p,REG,@,Tulane,AAC,W,82,79,,17,13,W 4,Devlin Fieldhouse
30,31,"Thu, Mar 14, 2019",10:00p,CTOURN,N,East Carolina,AAC,W,73,57,,18,13,W 5,FedExForum
31,32,"Fri, Mar 15, 2019",9:00p,CTOURN,N,Temple,AAC,W,80,74,,19,13,W 6,FedExForum
32,33,"Sat, Mar 16, 2019",5:00p,CTOURN,N,Cincinnati (24),AAC,L,63,66,,19,14,L 1,FedExForum
33,34,"Wed, Mar 20, 2019",7:00p,NIT,@,Furman,Southern,W,76,70,,20,14,W 1,Timmons Arena
34,35,"Sun, Mar 24, 2019",2:00p,NIT,@,Clemson,ACC,W,63,55,,21,14,W 2,Littlejohn Coliseum
35,36,"Tue, Mar 26, 2019",7:00p,NIT,@,Indiana,Big Ten,W,73,63,,22,14,W 3,Assembly Hall
36,37,"Tue, Apr 2, 2019",7:00p,NIT,N,Lipscomb,A-Sun,,,,,,,,
