,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Wed, Nov 7, 2018",7:00p,REG,@,Wright State,Horizon,L,73,96,,0,1,L 1,Ervin J. Nutter Center
1,2,"Sat, Nov 10, 2018",12:00p,REG,,College of Charleston,CAA,L,74,77,,0,2,L 2,Ramsey Center
2,3,"Wed, Nov 14, 2018",8:00p,REG,@,Southern Methodist,AAC,L,65,98,,0,3,L 3,Moody Coliseum
3,4,"Sat, Nov 17, 2018",4:00p,REG,,Hiwassee,,W,94,55,,1,3,W 1,Ramsey Center
4,5,"Tue, Nov 20, 2018",12:30p,REG,N,Jacksonville State,OVC,L,53,84,,1,4,L 1,Hard Rock Hotel Riviera Maya
5,6,"Wed, Nov 21, 2018",12:30p,REG,N,Southern Mississippi,CUSA,L,63,68,,1,5,L 2,Hard Rock Hotel Riviera Maya
6,7,"Sat, Nov 24, 2018",2:00p,REG,,Jacksonville,A-Sun,W,77,65,,2,5,W 1,Ramsey Center
7,8,"Tue, Nov 27, 2018",7:00p,REG,@,Wake Forest,ACC,L,64,71,,2,6,L 1,Lawrence Joel Coliseum
8,9,"Sat, Dec 1, 2018",4:00p,REG,@,Furman,Southern,L,88,90,2OT,2,7,L 2,Timmons Arena
9,10,"Wed, Dec 5, 2018",7:00p,REG,@,North Carolina State,ACC,L,67,100,,2,8,L 3,PNC Arena
10,11,"Sat, Dec 8, 2018",1:00p,REG,@,North Carolina-Asheville,Big South,W,71,59,,3,8,W 1,Kimmel Arena
11,12,"Sat, Dec 15, 2018",7:00p,REG,@,High Point,Big South,L,59,86,,3,9,L 1,Millis Center
12,13,"Tue, Dec 18, 2018",9:00p,REG,@,Iowa (23),Big Ten,L,60,78,,3,10,L 2,Carver-Hawkeye Arena
13,14,"Fri, Dec 21, 2018",1:00p,REG,@,Bowling Green State,MAC,L,52,73,,3,11,L 3,Stroh Center
14,15,"Sat, Dec 29, 2018",12:00p,REG,,Wofford,Southern,L,54,74,,3,12,L 4,Ramsey Center
15,16,"Thu, Jan 3, 2019",7:00p,REG,,Chattanooga,Southern,L,62,73,,3,13,L 5,Ramsey Center
16,17,"Sat, Jan 5, 2019",2:00p,REG,,Samford,Southern,W,76,69,,4,13,W 1,Ramsey Center
17,18,"Thu, Jan 10, 2019",7:00p,REG,@,Mercer,Southern,L,80,84,,4,14,L 1,Hawkins Arena
18,19,"Sat, Jan 12, 2019",1:00p,REG,@,Citadel,Southern,W,94,82,,5,14,W 1,McAlister Field House
19,20,"Thu, Jan 17, 2019",7:30p,REG,,North Carolina-Greensboro,Southern,L,60,69,,5,15,L 1,Ramsey Center
20,21,"Sat, Jan 19, 2019",1:00p,REG,@,Virginia Military Institute,Southern,L,83,91,,5,16,L 2,Cameron Hall
21,22,"Sat, Jan 26, 2019",7:00p,REG,,East Tennessee State,Southern,L,69,91,,5,17,L 3,Ramsey Center
22,23,"Thu, Jan 31, 2019",8:00p,REG,@,Chattanooga,Southern,W,105,96,,6,17,W 1,The McKenzie Arena
23,24,"Sat, Feb 2, 2019",3:00p,REG,@,Samford,Southern,L,81,92,,6,18,L 1,Pete Hanna Center
24,25,"Thu, Feb 7, 2019",7:30p,REG,,Furman,Southern,L,45,64,,6,19,L 2,Ramsey Center
25,26,"Sat, Feb 9, 2019",7:00p,REG,@,Wofford,Southern,L,56,83,,6,20,L 3,Richardson Indoor Stadium
26,27,"Thu, Feb 14, 2019",7:00p,REG,,Mercer,Southern,L,65,74,,6,21,L 4,Ramsey Center
27,28,"Sat, Feb 16, 2019",2:00p,REG,,Citadel,Southern,W,103,82,,7,21,W 1,Ramsey Center
28,29,"Thu, Feb 21, 2019",7:00p,REG,@,North Carolina-Greensboro,Southern,L,76,79,OT,7,22,L 1,Greensboro Coliseum
29,30,"Sat, Feb 23, 2019",7:30p,REG,,Virginia Military Institute,Southern,L,78,83,,7,23,L 2,Ramsey Center
30,31,"Sat, Mar 2, 2019",4:00p,REG,@,East Tennessee State,Southern,L,74,81,,7,24,L 3,Freedom Hall Civic Center
31,32,"Fri, Mar 8, 2019",5:00p,CTOURN,N,Virginia Military Institute,Southern,L,83,96,,7,25,L 4,U.S. Cellular Center
