,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",7:00p,REG,,Chattanooga,Southern,L,69,80,,0,1,L 1,Dale F. Halton Arena
1,2,"Sat, Nov 10, 2018",4:00p,REG,,Oklahoma State,Big 12,W,66,64,,1,1,W 1,Dale F. Halton Arena
2,3,"Fri, Nov 16, 2018",7:30p,REG,,James Madison,CAA,L,59,64,,1,2,L 1,Dale F. Halton Arena
3,4,"Mon, Nov 19, 2018",7:00p,REG,,Longwood,Big South,W,42,39,,2,2,W 1,Dale F. Halton Arena
4,5,"Tue, Nov 27, 2018",7:00p,REG,@,Davidson,A-10,L,56,76,,2,3,L 1,Belk Arena
5,6,"Sat, Dec 1, 2018",4:00p,REG,@,College of Charleston,CAA,L,64,72,,2,4,L 2,TD Arena
6,7,"Thu, Dec 6, 2018",7:00p,REG,@,Wake Forest,ACC,L,56,80,,2,5,L 3,Lawrence Joel Coliseum
7,8,"Tue, Dec 18, 2018",7:30p,REG,,East Carolina,AAC,W,55,49,,3,5,W 1,Dale F. Halton Arena
8,9,"Sun, Dec 23, 2018",12:30a,REG,N,Texas Christian,Big 12,L,57,82,,3,6,L 1,Stan Sheriff Center
9,10,"Mon, Dec 24, 2018",12:30a,REG,N,Rhode Island,A-10,L,61,75,,3,7,L 2,Stan Sheriff Center
10,11,"Tue, Dec 25, 2018",1:00p,REG,N,Colorado,Pac-12,L,53,68,,3,8,L 3,Stan Sheriff Center
11,12,"Thu, Jan 3, 2019",7:30p,REG,,Western Kentucky,CUSA,L,50,68,,3,9,L 4,Dale F. Halton Arena
12,13,"Sat, Jan 5, 2019",4:00p,REG,,Marshall,CUSA,L,84,85,,3,10,L 5,Dale F. Halton Arena
13,14,"Thu, Jan 10, 2019",7:00p,REG,@,Florida International,CUSA,L,66,69,,3,11,L 6,FIU Arena
14,15,"Sat, Jan 12, 2019",4:00p,REG,@,Florida Atlantic,CUSA,W,65,60,,4,11,W 1,FAU Arena
15,16,"Thu, Jan 17, 2019",7:00p,REG,,Southern Mississippi,CUSA,L,60,63,,4,12,L 1,Dale F. Halton Arena
16,17,"Sat, Jan 19, 2019",4:00p,REG,,Louisiana Tech,CUSA,W,55,40,,5,12,W 1,Dale F. Halton Arena
17,18,"Mon, Jan 21, 2019",4:00p,REG,,Old Dominion,CUSA,L,70,76,,5,13,L 1,Dale F. Halton Arena
18,19,"Thu, Jan 24, 2019",8:00p,REG,@,Texas-San Antonio,CUSA,L,43,88,,5,14,L 2,Convocation Center
19,20,"Sat, Jan 26, 2019",9:00p,REG,@,Texas-El Paso,CUSA,L,53,57,,5,15,L 3,Don Haskins Center
20,21,"Thu, Jan 31, 2019",7:00p,REG,,Rice,CUSA,L,61,65,,5,16,L 4,Dale F. Halton Arena
21,22,"Sat, Feb 2, 2019",4:00p,REG,,North Texas,CUSA,L,66,73,,5,17,L 5,Dale F. Halton Arena
22,23,"Thu, Feb 7, 2019",7:30p,REG,@,Middle Tennessee,CUSA,L,53,71,,5,18,L 6,Murphy Athletic Center
23,24,"Sat, Feb 9, 2019",8:00p,REG,@,Alabama-Birmingham,CUSA,W,69,62,,6,18,W 1,Bartow Arena
24,25,"Sat, Feb 16, 2019",2:00p,REG,@,Old Dominion,CUSA,L,60,73,,6,19,L 1,Ted Constant Convocation Ctr.
25,26,"Sat, Feb 23, 2019",6:00p,REG,@,Middle Tennessee,CUSA,L,67,86,,6,20,L 2,Murphy Athletic Center
26,27,"Sun, Mar 3, 2019",1:00p,REG,,Texas-El Paso,CUSA,W,68,58,,7,20,W 1,Dale F. Halton Arena
27,28,"Wed, Mar 6, 2019",7:00p,REG,,Rice,CUSA,L,70,79,,7,21,L 1,Dale F. Halton Arena
28,29,"Sat, Mar 9, 2019",8:00p,REG,@,Rice,CUSA,W,78,70,,8,21,W 1,Tudor Fieldhouse
