,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",7:00p,REG,,Morgan State,MEAC,W,100,77,,1,0,W 1,Finneran Pavilion
1,2,"Sat, Nov 10, 2018",8:00p,REG,,Quinnipiac,MAAC,W,86,53,,2,0,W 2,Wells Fargo Center
2,3,"Wed, Nov 14, 2018",6:30p,REG,,Michigan (18),Big Ten,L,46,73,,2,1,L 1,Finneran Pavilion
3,4,"Sat, Nov 17, 2018",5:00p,REG,,Furman,Southern,L,68,76,OT,2,2,L 2,Finneran Pavilion
4,5,"Thu, Nov 22, 2018",1:30p,REG,N,Canisius,MAAC,W,83,56,,3,2,W 1,HP Field House
5,6,"Fri, Nov 23, 2018",11:30a,REG,N,Oklahoma State,Big 12,W,77,58,,4,2,W 2,HP Field House
6,7,"Sun, Nov 25, 2018",1:00p,REG,N,Florida State (14),ACC,W,66,60,,5,2,W 3,HP Field House
7,8,"Sat, Dec 1, 2018",3:00p,REG,@,La Salle,A-10,W,85,78,,6,2,W 4,The Palestra
8,9,"Wed, Dec 5, 2018",8:30p,REG,,Temple,AAC,W,69,59,,7,2,W 5,Finneran Pavilion
9,10,"Sat, Dec 8, 2018",2:00p,REG,,Saint Joseph's,A-10,W,70,58,,8,2,W 6,Finneran Pavilion
10,11,"Tue, Dec 11, 2018",7:00p,REG,@,Pennsylvania,Ivy,L,75,78,,8,3,L 1,The Palestra
11,12,"Sat, Dec 15, 2018",12:00p,REG,@,Kansas (1),Big 12,L,71,74,,8,4,L 2,Allen Fieldhouse
12,13,"Sat, Dec 22, 2018",12:30p,REG,N,Connecticut,AAC,W,81,58,,9,4,W 1,Madison Square Garden (IV)
13,14,"Wed, Jan 2, 2019",8:30p,REG,,DePaul,Big East,W,73,68,,10,4,W 2,Finneran Pavilion
14,15,"Sat, Jan 5, 2019",2:00p,REG,@,Providence,Big East,W,65,59,,11,4,W 3,Dunkin' Donuts Center
15,16,"Tue, Jan 8, 2019",7:00p,REG,,St. John's (NY) (24),Big East,W,76,71,,12,4,W 4,Finneran Pavilion
16,17,"Sun, Jan 13, 2019",12:00p,REG,@,Creighton,Big East,W,90,78,,13,4,W 5,CenturyLink Center
17,18,"Fri, Jan 18, 2019",8:30p,REG,,Xavier,Big East,W,85,75,,14,4,W 6,Wells Fargo Center
18,19,"Tue, Jan 22, 2019",7:00p,REG,@,Butler,Big East,W,80,72,,15,4,W 7,Hinkle Fieldhouse
19,20,"Sun, Jan 27, 2019",2:30p,REG,,Seton Hall,Big East,W,80,52,,16,4,W 8,Wells Fargo Center
20,21,"Wed, Jan 30, 2019",8:00p,REG,@,DePaul,Big East,W,86,74,,17,4,W 9,Wintrust Arena
21,22,"Sun, Feb 3, 2019",12:00p,REG,,Georgetown,Big East,W,77,65,,18,4,W 10,Wells Fargo Center
22,23,"Wed, Feb 6, 2019",8:00p,REG,,Creighton,Big East,W,66,59,OT,19,4,W 11,Finneran Pavilion
23,24,"Sat, Feb 9, 2019",2:30p,REG,@,Marquette (10),Big East,L,65,66,,19,5,L 1,Fiserv Forum
24,25,"Wed, Feb 13, 2019",6:30p,REG,,Providence,Big East,W,85,67,,20,5,W 1,Finneran Pavilion
25,26,"Sun, Feb 17, 2019",5:00p,REG,N,St. John's (NY),Big East,L,65,71,,20,6,L 1,Madison Square Garden (IV)
26,27,"Wed, Feb 20, 2019",6:30p,REG,@,Georgetown,Big East,L,73,85,,20,7,L 2,Capital One Arena
27,28,"Sun, Feb 24, 2019",1:30p,REG,@,Xavier,Big East,L,54,66,,20,8,L 3,Cintas Center
28,29,"Wed, Feb 27, 2019",9:00p,REG,,Marquette (10),Big East,W,67,61,,21,8,W 1,Finneran Pavilion
29,30,"Sat, Mar 2, 2019",2:00p,REG,,Butler,Big East,W,75,54,,22,8,W 2,Wells Fargo Center
30,31,"Sat, Mar 9, 2019",12:00p,REG,@,Seton Hall,Big East,L,75,79,,22,9,L 1,Prudential Center
31,32,"Thu, Mar 14, 2019",12:00p,CTOURN,N,Providence,Big East,W,73,62,,23,9,W 1,Madison Square Garden (IV)
32,33,"Fri, Mar 15, 2019",6:30p,CTOURN,N,Xavier,Big East,W,71,67,OT,24,9,W 2,Madison Square Garden (IV)
33,34,"Sat, Mar 16, 2019",6:30p,CTOURN,N,Seton Hall,Big East,W,74,72,,25,9,W 3,Madison Square Garden (IV)
34,35,"Thu, Mar 21, 2019",7:20p,NCAA,N,Saint Mary's (CA),WCC,,,,,,,,
