,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",7:00p,REG,@,Western Michigan,MAC,L,76,89,,0,1,L 1,University Arena
1,2,"Fri, Nov 9, 2018",7:00p,REG,@,Temple,AAC,L,67,83,,0,2,L 2,Liacouras Center
2,3,"Mon, Nov 12, 2018",6:30p,REG,@,Butler,Big East,L,63,84,,0,3,L 3,Hinkle Fieldhouse
3,4,"Mon, Nov 19, 2018",7:30p,REG,,Loyola (MD),Patriot,W,91,63,,1,3,W 1,Calihan Hall
4,5,"Tue, Nov 20, 2018",7:30p,REG,N,Bowling Green State,MAC,W,82,67,,2,3,W 2,Calihan Hall
5,6,"Sat, Nov 24, 2018",2:00p,REG,@,Eastern Michigan,MAC,W,78,74,,3,3,W 3,Convocation Center
6,7,"Wed, Nov 28, 2018",7:00p,REG,,Kent State,MAC,L,72,76,,3,4,L 1,Calihan Hall
7,8,"Sat, Dec 1, 2018",5:00p,REG,@,Akron,MAC,L,59,71,,3,5,L 2,James A. Rhodes Arena
8,9,"Tue, Dec 4, 2018",7:00p,REG,@,Dayton,A-10,L,59,98,,3,6,L 3,University of Dayton Arena
9,10,"Wed, Dec 5, 2018",7:00p,REG,@,Toledo,MAC,L,57,101,,3,7,L 4,John F. Savage Hall
10,11,"Sat, Dec 15, 2018",1:00p,REG,,Ohio,MAC,L,61,63,,3,8,L 5,Calihan Hall
11,12,"Fri, Dec 21, 2018",7:00p,REG,@,Xavier,Big East,L,55,69,,3,9,L 6,Cintas Center
12,13,"Fri, Dec 28, 2018",2:00p,REG,@,Youngstown State,Horizon,W,78,66,,4,9,W 1,Beeghly Center
13,14,"Sun, Dec 30, 2018",7:00p,REG,@,Cleveland State,Horizon,W,73,61,,5,9,W 2,Wolstein Center
14,15,"Thu, Jan 3, 2019",7:00p,REG,,Wright State,Horizon,W,79,58,,6,9,W 3,Calihan Hall
15,16,"Sat, Jan 5, 2019",1:00p,REG,,Northern Kentucky,Horizon,L,73,95,,6,10,L 1,Calihan Hall
16,17,"Thu, Jan 10, 2019",7:00p,REG,,Green Bay,Horizon,W,101,83,,7,10,W 1,Calihan Hall
17,18,"Sat, Jan 12, 2019",1:00p,REG,,Milwaukee,Horizon,W,93,84,,8,10,W 2,Calihan Hall
18,19,"Sat, Jan 19, 2019",2:00p,REG,,Oakland,Horizon,L,73,79,,8,11,L 1,Calihan Hall
19,20,"Thu, Jan 24, 2019",8:00p,REG,@,Illinois-Chicago,Horizon,L,67,79,,8,12,L 2,UIC Pavilion
20,21,"Sat, Jan 26, 2019",1:00p,REG,@,IUPUI,Horizon,L,65,80,,8,13,L 3,Indiana Farmers Coliseum
21,22,"Thu, Jan 31, 2019",7:00p,REG,,Cleveland State,Horizon,W,78,64,,9,13,W 1,Calihan Hall
22,23,"Sat, Feb 2, 2019",1:00p,REG,,Youngstown State,Horizon,L,70,72,,9,14,L 1,Calihan Hall
23,24,"Thu, Feb 7, 2019",7:00p,REG,@,Northern Kentucky,Horizon,L,65,97,,9,15,L 2,Bank of Kentucky Center
24,25,"Sat, Feb 9, 2019",7:00p,REG,@,Wright State,Horizon,L,60,83,,9,16,L 3,Ervin J. Nutter Center
25,26,"Thu, Feb 14, 2019",8:00p,REG,@,Milwaukee,Horizon,W,90,84,,10,16,W 1,UW-Milwaukee Panther Arena
26,27,"Sat, Feb 16, 2019",1:00p,REG,@,Green Bay,Horizon,L,73,82,,10,17,L 1,Resch Center
27,28,"Sat, Feb 23, 2019",3:00p,REG,@,Oakland,Horizon,L,75,95,,10,18,L 2,Athletics Center O'rena
28,29,"Thu, Feb 28, 2019",8:00p,REG,,IUPUI,Horizon,W,87,85,,11,18,W 1,Calihan Hall
29,30,"Sat, Mar 2, 2019",4:00p,REG,,Illinois-Chicago,Horizon,L,71,80,,11,19,L 1,Calihan Hall
30,31,"Wed, Mar 6, 2019",7:00p,CTOURN,@,Northern Kentucky,Horizon,L,88,99,,11,20,L 2,Bank of Kentucky Center
