,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",7:30p,REG,@,Campbell,Big South,L,93,97,OT,0,1,L 1,John W. Pope Jr. Convocation Center
1,2,"Fri, Nov 9, 2018",7:00p,REG,,Stanford,Pac-12,L,59,72,,0,2,L 2,Trask Coliseum
2,3,"Tue, Nov 13, 2018",7:00p,REG,,North Carolina-Greensboro,Southern,L,61,82,,0,3,L 3,Trask Coliseum
3,4,"Sun, Nov 18, 2018",2:00p,REG,,Allen,,W,113,74,,1,3,W 1,Trask Coliseum
4,5,"Fri, Nov 23, 2018",7:30p,REG,N,Arkansas State,Sun Belt,W,78,64,,2,3,W 2,U.S. Cellular Center
5,6,"Sat, Nov 24, 2018",7:30p,REG,N,Gardner-Webb,Big South,L,72,81,,2,4,L 1,U.S. Cellular Center
6,7,"Sun, Nov 25, 2018",1:00p,REG,N,Eastern Illinois,OVC,W,82,65,,3,4,W 1,U.S. Cellular Center
7,8,"Tue, Nov 27, 2018",7:00p,REG,,East Carolina,AAC,W,95,86,,4,4,W 2,Trask Coliseum
8,9,"Sat, Dec 1, 2018",7:00p,REG,,Davidson,A-10,L,85,91,,4,5,L 1,Trask Coliseum
9,10,"Wed, Dec 5, 2018",9:00p,REG,@,North Carolina (14),ACC,L,69,97,,4,6,L 2,Dean Smith Center
10,11,"Sat, Dec 15, 2018",4:00p,REG,@,Furman (23),Southern,L,50,93,,4,7,L 3,Timmons Arena
11,12,"Wed, Dec 19, 2018",7:00p,REG,@,Georgia State,Sun Belt,L,71,86,,4,8,L 4,GSU Sports Arena
12,13,"Fri, Dec 21, 2018",7:00p,REG,@,Mercer,Southern,L,73,77,,4,9,L 5,Hawkins Arena
13,14,"Sat, Dec 29, 2018",7:00p,REG,,College of Charleston,CAA,L,66,73,,4,10,L 6,Trask Coliseum
14,15,"Thu, Jan 3, 2019",7:00p,REG,@,James Madison,CAA,W,86,83,2OT,5,10,W 1,JMU Convocation Center
15,16,"Sat, Jan 5, 2019",2:00p,REG,@,Towson,CAA,W,67,61,,6,10,W 2,SECU Arena
16,17,"Thu, Jan 10, 2019",7:00p,REG,,Delaware,CAA,L,69,82,,6,11,L 1,Trask Coliseum
17,18,"Sat, Jan 12, 2019",2:00p,REG,,Drexel,CAA,W,97,83,,7,11,W 1,Trask Coliseum
18,19,"Thu, Jan 17, 2019",7:00p,REG,@,Hofstra,CAA,L,72,87,,7,12,L 1,Mack Sports Complex
19,20,"Sat, Jan 19, 2019",12:00p,REG,@,Northeastern,CAA,L,71,88,,7,13,L 2,Matthews Arena
20,21,"Thu, Jan 24, 2019",7:00p,REG,,William & Mary,CAA,W,93,88,,8,13,W 1,Trask Coliseum
21,22,"Sat, Jan 26, 2019",4:00p,REG,,Elon,CAA,L,82,89,,8,14,L 1,Trask Coliseum
22,23,"Thu, Jan 31, 2019",7:00p,REG,,Towson,CAA,L,76,77,,8,15,L 2,Trask Coliseum
23,24,"Sat, Feb 2, 2019",7:00p,REG,,James Madison,CAA,L,95,104,,8,16,L 3,Trask Coliseum
24,25,"Thu, Feb 7, 2019",7:00p,REG,@,Drexel,CAA,L,57,69,,8,17,L 4,Daskalakis Athletic Center
25,26,"Sat, Feb 9, 2019",7:00p,REG,@,Delaware,CAA,L,66,70,,8,18,L 5,Bob Carpenter Center
26,27,"Thu, Feb 14, 2019",7:00p,REG,,Northeastern,CAA,L,77,81,,8,19,L 6,Trask Coliseum
27,28,"Sat, Feb 16, 2019",7:00p,REG,,Hofstra,CAA,W,87,79,,9,19,W 1,Trask Coliseum
28,29,"Thu, Feb 21, 2019",7:00p,REG,@,Elon,CAA,L,77,84,,9,20,L 1,Schar Center
29,30,"Sat, Feb 23, 2019",4:00p,REG,@,William & Mary,CAA,L,63,71,,9,21,L 2,Kaplan Arena at William and Mary Hall
30,31,"Sat, Mar 2, 2019",4:00p,REG,@,College of Charleston,CAA,L,61,70,,9,22,L 3,TD Arena
31,32,"Sat, Mar 9, 2019",6:30p,CTOURN,N,Elon,CAA,W,93,86,,10,22,W 1,North Charleston Coliseum
32,33,"Sun, Mar 10, 2019",6:00p,CTOURN,N,Northeastern,CAA,L,59,80,,10,23,L 1,North Charleston Coliseum
