,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Sun, Nov 11, 2018",7:00p,REG,,Florida State (17),ACC,L,69,80,,0,1,L 1,Devlin Fieldhouse
1,2,"Tue, Nov 13, 2018",8:00p,REG,,Coastal Carolina,Sun Belt,W,81,76,,1,1,W 1,Devlin Fieldhouse
2,3,"Mon, Nov 19, 2018",11:00a,REG,N,South Dakota State,Summit,W,84,80,,2,1,W 2,Germain Arena
3,4,"Tue, Nov 20, 2018",5:00p,REG,N,UC-Irvine,Big West,L,55,67,,2,2,L 1,Germain Arena
4,5,"Wed, Nov 21, 2018",5:00p,REG,N,Louisiana,Sun Belt,L,61,68,,2,3,L 2,Germain Arena
5,6,"Wed, Nov 28, 2018",1:00p,REG,,Georgia State,Sun Belt,L,76,80,,2,4,L 3,Devlin Fieldhouse
6,7,"Sat, Dec 1, 2018",4:30p,REG,,Southeastern Louisiana,Southland,L,61,62,,2,5,L 4,Devlin Fieldhouse
7,8,"Wed, Dec 5, 2018",8:00p,REG,,Tennessee-Martin,OVC,W,87,74,,3,5,W 1,Devlin Fieldhouse
8,9,"Sat, Dec 8, 2018",4:00p,REG,@,South Alabama,Sun Belt,L,60,81,,3,6,L 1,Mitchell Center
9,10,"Mon, Dec 17, 2018",8:00p,REG,,Texas Southern,SWAC,W,77,70,,4,6,W 1,Devlin Fieldhouse
10,11,"Fri, Dec 21, 2018",5:00p,REG,N,Towson,CAA,L,55,73,,4,7,L 1,Boardwalk Hall
11,12,"Sat, Dec 22, 2018",12:00p,REG,N,Alabama A&M,SWAC,L,59,67,,4,8,L 2,Boardwalk Hall
12,13,"Wed, Jan 2, 2019",6:30p,REG,@,Cincinnati,AAC,L,61,93,,4,9,L 3,Fifth Third Arena
13,14,"Fri, Jan 4, 2019",7:00p,REG,,Southern Methodist,AAC,L,65,74,,4,10,L 4,Devlin Fieldhouse
14,15,"Wed, Jan 9, 2019",7:00p,REG,@,South Florida,AAC,L,48,66,,4,11,L 5,Sun Dome
15,16,"Sun, Jan 13, 2019",6:00p,REG,,Memphis,AAC,L,79,83,,4,12,L 6,Devlin Fieldhouse
16,17,"Sat, Jan 19, 2019",2:00p,REG,@,Connecticut,AAC,L,71,87,,4,13,L 7,Harry A. Gampel Pavilion
17,18,"Wed, Jan 23, 2019",8:00p,REG,,Central Florida,AAC,L,50,75,,4,14,L 8,Devlin Fieldhouse
18,19,"Sat, Jan 26, 2019",6:00p,REG,@,Southern Methodist,AAC,L,75,85,,4,15,L 9,Moody Coliseum
19,20,"Thu, Jan 31, 2019",7:00p,REG,@,East Carolina,AAC,L,65,66,,4,16,L 10,Williams Arena at Minges Coliseum
20,21,"Sat, Feb 2, 2019",6:00p,REG,,Temple,AAC,L,67,75,,4,17,L 11,Devlin Fieldhouse
21,22,"Sat, Feb 9, 2019",8:00p,REG,@,Wichita State,AAC,L,62,77,,4,18,L 12,Charles Koch Arena
22,23,"Thu, Feb 14, 2019",7:00p,REG,,Tulsa,AAC,L,57,80,,4,19,L 13,Devlin Fieldhouse
23,24,"Sun, Feb 17, 2019",2:00p,REG,,Houston (9),AAC,L,50,85,,4,20,L 14,Devlin Fieldhouse
24,25,"Wed, Feb 20, 2019",7:00p,REG,@,Memphis,AAC,L,76,102,,4,21,L 15,FedExForum
25,26,"Sat, Feb 23, 2019",8:00p,REG,,East Carolina,AAC,L,81,85,,4,22,L 16,Devlin Fieldhouse
26,27,"Thu, Feb 28, 2019",9:00p,REG,@,Tulsa,AAC,L,64,72,,4,23,L 17,Donald W. Reynolds Center
27,28,"Sun, Mar 3, 2019",2:00p,REG,@,Temple,AAC,L,69,80,,4,24,L 18,Liacouras Center
28,29,"Wed, Mar 6, 2019",8:00p,REG,,South Florida,AAC,L,70,75,,4,25,L 19,Devlin Fieldhouse
29,30,"Sat, Mar 9, 2019",8:30p,REG,,Wichita State,AAC,L,79,82,,4,26,L 20,Devlin Fieldhouse
30,31,"Thu, Mar 14, 2019",3:00p,CTOURN,@,Memphis,AAC,L,68,83,,4,27,L 21,FedExForum
