,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",8:00p,REG,,Texas A&M-Commerce,,W,91,84,,1,0,W 1,UTRGV Fieldhouse
1,2,"Fri, Nov 9, 2018",8:30p,REG,,Oklahoma,Big 12,L,76,91,,1,1,L 1,UTRGV Fieldhouse
2,3,"Mon, Nov 12, 2018",8:00p,REG,@,Texas A&M-Corpus Christi,Southland,W,76,69,,2,1,W 1,American Bank Center
3,4,"Wed, Nov 14, 2018",8:00p,REG,,Prairie View,SWAC,W,70,57,,3,1,W 2,UTRGV Fieldhouse
4,5,"Mon, Nov 19, 2018",7:00p,REG,@,East Carolina,AAC,L,64,69,,3,2,L 1,Williams Arena at Minges Coliseum
5,6,"Wed, Nov 21, 2018",7:30p,REG,@,Georgia Tech,ACC,L,44,72,,3,3,L 2,McCamish Pavilion
6,7,"Fri, Nov 23, 2018",8:00p,REG,,Lamar,Southland,W,77,75,,4,3,W 1,UTRGV Fieldhouse
7,8,"Mon, Nov 26, 2018",8:00p,REG,,Texas A&M-Corpus Christi,Southland,W,68,59,,5,3,W 2,UTRGV Fieldhouse
8,9,"Wed, Nov 28, 2018",8:00p,REG,@,Houston,AAC,L,53,58,,5,4,L 1,Health & Physical Education Arena
9,10,"Sat, Dec 1, 2018",3:00p,REG,@,Texas-Arlington,Sun Belt,W,76,65,,6,4,W 1,College Park Center
10,11,"Wed, Dec 5, 2018",8:00p,REG,,North Dakota,Summit,W,70,56,,7,4,W 2,UTRGV Fieldhouse
11,12,"Sat, Dec 15, 2018",8:00p,REG,,Texas State,Sun Belt,L,68,77,,7,5,L 1,UTRGV Fieldhouse
12,13,"Tue, Dec 18, 2018",8:00p,REG,,Rice,CUSA,L,67,75,,7,6,L 2,UTRGV Fieldhouse
13,14,"Sat, Dec 22, 2018",8:00p,REG,,McNeese State,Southland,W,68,64,,8,6,W 1,UTRGV Fieldhouse
14,15,"Fri, Dec 28, 2018",7:00p,REG,@,Texas Tech (11),Big 12,L,46,71,,8,7,L 1,United Supermarkets Arena
15,16,"Thu, Jan 3, 2019",10:00p,REG,@,UC-Irvine,Big West,L,74,85,,8,8,L 2,Bren Events Center
16,17,"Sat, Jan 5, 2019",10:00p,REG,@,California Baptist,WAC,W,81,74,,9,8,W 1,CBU Events Center
17,18,"Thu, Jan 10, 2019",8:00p,REG,,Cal State Bakersfield,WAC,L,69,75,,9,9,L 1,UTRGV Fieldhouse
18,19,"Sat, Jan 12, 2019",8:00p,REG,,Grand Canyon,WAC,L,65,69,,9,10,L 2,UTRGV Fieldhouse
19,20,"Thu, Jan 17, 2019",9:00p,REG,@,Utah Valley,WAC,L,61,82,,9,11,L 3,UCCU Center
20,21,"Sat, Jan 19, 2019",10:00p,REG,@,Seattle,WAC,W,67,62,,10,11,W 1,Connolly Center
21,22,"Sat, Jan 26, 2019",8:00p,REG,,New Mexico State,WAC,L,61,63,,10,12,L 1,UTRGV Fieldhouse
22,23,"Thu, Jan 31, 2019",8:00p,REG,,Chicago State,WAC,W,77,46,,11,12,W 1,UTRGV Fieldhouse
23,24,"Sat, Feb 2, 2019",8:00p,REG,,Missouri-Kansas City,WAC,W,75,63,,12,12,W 2,UTRGV Fieldhouse
24,25,"Thu, Feb 7, 2019",9:00p,REG,@,Grand Canyon,WAC,W,72,69,,13,12,W 3,Grand Canyon University Arena
25,26,"Sat, Feb 9, 2019",10:00p,REG,@,Cal State Bakersfield,WAC,W,79,74,OT,14,12,W 4,Icardo Center
26,27,"Thu, Feb 14, 2019",8:00p,REG,,Seattle,WAC,W,59,44,,15,12,W 5,UTRGV Fieldhouse
27,28,"Sat, Feb 16, 2019",8:00p,REG,,Utah Valley,WAC,L,64,76,,15,13,L 1,UTRGV Fieldhouse
28,29,"Tue, Feb 19, 2019",8:00p,REG,,Wayland Baptist,,W,85,66,,16,13,W 1,UTRGV Fieldhouse
29,30,"Sat, Feb 23, 2019",6:00p,REG,@,New Mexico State,WAC,L,79,88,,16,14,L 1,Pan American Center
30,31,"Thu, Feb 28, 2019",8:00p,REG,@,Chicago State,WAC,W,82,77,,17,14,W 1,Emil and Patricia Jones Convocation Center
31,32,"Sat, Mar 2, 2019",7:00p,REG,@,Missouri-Kansas City,WAC,W,75,70,,18,14,W 2,Swinney Recreation Center
32,33,"Thu, Mar 7, 2019",8:00p,REG,,California Baptist,WAC,L,79,82,OT,18,15,L 1,UTRGV Fieldhouse
33,34,"Thu, Mar 14, 2019",5:30p,CTOURN,N,Cal State Bakersfield,WAC,W,85,70,,19,15,W 1,Orleans Arena
34,35,"Fri, Mar 15, 2019",9:00p,CTOURN,N,New Mexico State,WAC,L,72,79,,19,16,L 1,Orleans Arena
35,36,"Wed, Mar 20, 2019",8:00p,CIT,,Grambling,SWAC,W,74,73,,20,16,W 1,UTRGV Fieldhouse
36,37,"Mon, Mar 25, 2019",8:00p,CIT,,Texas Southern,SWAC,L,85,94,,20,17,L 1,UTRGV Fieldhouse
