,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",8:00p,REG,,Saint Leo,,W,80,64,,1,0,W 1,Tudor Fieldhouse
1,2,"Fri, Nov 9, 2018",8:00p,REG,@,Pennsylvania,Ivy,L,76,92,,1,1,L 1,The Palestra
2,3,"Mon, Nov 12, 2018",8:00p,REG,,Alabama A&M,SWAC,W,73,59,,2,1,W 1,Tudor Fieldhouse
3,4,"Wed, Nov 14, 2018",8:00p,REG,@,Houston,AAC,L,68,79,,2,2,L 1,Health & Physical Education Arena
4,5,"Sat, Nov 17, 2018",3:00p,REG,,Northwestern State,Southland,W,102,74,,3,2,W 1,Tudor Fieldhouse
5,6,"Wed, Nov 21, 2018",9:00p,REG,@,Brigham Young,WCC,L,78,105,,3,3,L 1,Marriott Center
6,7,"Sun, Nov 25, 2018",3:00p,REG,@,Wichita State,AAC,L,61,90,,3,4,L 2,Charles Koch Arena
7,8,"Wed, Nov 28, 2018",8:00p,REG,@,Texas State,Sun Belt,L,60,74,,3,5,L 3,Strahan Coliseum
8,9,"Sat, Dec 1, 2018",5:30p,REG,,Lamar,Southland,L,68,75,,3,6,L 4,Tudor Fieldhouse
9,10,"Thu, Dec 13, 2018",12:15p,REG,,St. Edward's,,W,78,73,,4,6,W 1,Tudor Fieldhouse
10,11,"Sat, Dec 15, 2018",3:00p,REG,,UC-Santa Barbara,Big West,L,89,99,OT,4,7,L 1,Tudor Fieldhouse
11,12,"Tue, Dec 18, 2018",8:00p,REG,@,Texas-Rio Grande Valley,WAC,W,75,67,,5,7,W 1,UTRGV Fieldhouse
12,13,"Fri, Dec 21, 2018",8:00p,REG,,Omaha,Summit,L,66,83,,5,8,L 1,Tudor Fieldhouse
13,14,"Sat, Dec 29, 2018",3:00p,REG,,North Texas,CUSA,L,87,103,,5,9,L 2,Tudor Fieldhouse
14,15,"Thu, Jan 3, 2019",4:00p,REG,,Southern Mississippi,CUSA,W,73,65,,6,9,W 1,Tudor Fieldhouse
15,16,"Sat, Jan 5, 2019",3:00p,REG,,Louisiana Tech,CUSA,W,78,66,,7,9,W 2,Tudor Fieldhouse
16,17,"Thu, Jan 10, 2019",8:00p,REG,@,Texas-San Antonio,CUSA,L,79,95,,7,10,L 1,Convocation Center
17,18,"Sat, Jan 12, 2019",9:00p,REG,@,Texas-El Paso,CUSA,L,64,65,,7,11,L 2,Don Haskins Center
18,19,"Sat, Jan 19, 2019",6:00p,REG,@,North Texas,CUSA,L,75,76,,7,12,L 3,UNT Coliseum
19,20,"Thu, Jan 24, 2019",8:00p,REG,,Middle Tennessee,CUSA,W,79,68,,8,12,W 1,Tudor Fieldhouse
20,21,"Sat, Jan 26, 2019",8:00p,REG,,Alabama-Birmingham,CUSA,L,86,89,,8,13,L 1,Tudor Fieldhouse
21,22,"Thu, Jan 31, 2019",7:00p,REG,@,Charlotte,CUSA,W,65,61,,9,13,W 1,Dale F. Halton Arena
22,23,"Sat, Feb 2, 2019",7:00p,REG,@,Old Dominion,CUSA,L,76,80,,9,14,L 1,Ted Constant Convocation Ctr.
23,24,"Thu, Feb 7, 2019",9:00p,REG,,Western Kentucky,CUSA,L,85,92,2OT,9,15,L 2,Tudor Fieldhouse
24,25,"Sat, Feb 9, 2019",8:00p,REG,,Marshall,CUSA,W,74,69,,10,15,W 1,Tudor Fieldhouse
25,26,"Thu, Feb 14, 2019",7:00p,REG,@,Florida International,CUSA,L,65,86,,10,16,L 1,FIU Arena
26,27,"Sat, Feb 16, 2019",2:00p,REG,@,Florida Atlantic,CUSA,L,41,60,,10,17,L 2,FAU Arena
27,28,"Sat, Feb 23, 2019",9:00p,REG,@,Texas-El Paso,CUSA,W,85,81,2OT,11,17,W 1,Don Haskins Center
28,29,"Sun, Mar 3, 2019",3:00p,REG,,Middle Tennessee,CUSA,W,67,61,,12,17,W 2,Tudor Fieldhouse
29,30,"Wed, Mar 6, 2019",7:00p,REG,@,Charlotte,CUSA,W,79,70,,13,17,W 3,Dale F. Halton Arena
30,31,"Sat, Mar 9, 2019",8:00p,REG,,Charlotte,CUSA,L,70,78,,13,18,L 1,Tudor Fieldhouse
31,32,"Wed, Mar 13, 2019",10:00p,CTOURN,N,Marshall,CUSA,L,65,82,,13,19,L 2,Ford Center
