,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",7:00p,REG,@,Charlotte,CUSA,W,80,69,,1,0,W 1,Dale F. Halton Arena
1,2,"Sat, Nov 10, 2018",7:00p,REG,,Eastern Kentucky,OVC,L,78,81,,1,1,L 1,The McKenzie Arena
2,3,"Tue, Nov 13, 2018",7:00p,REG,,Cumberland,,W,92,61,,2,1,W 1,The McKenzie Arena
3,4,"Fri, Nov 16, 2018",8:00p,REG,@,South Alabama,Sun Belt,L,54,73,,2,2,L 1,Mitchell Center
4,5,"Sat, Nov 17, 2018",5:05p,REG,N,Southeast Missouri State,OVC,L,42,63,,2,3,L 2,Mitchell Center
5,6,"Sun, Nov 18, 2018",3:05p,REG,N,Jacksonville,A-Sun,L,66,74,,2,4,L 3,Mitchell Center
6,7,"Fri, Nov 23, 2018",4:00p,REG,@,Michigan (9),Big Ten,L,55,83,,2,5,L 4,Crisler Arena
7,8,"Tue, Nov 27, 2018",7:00p,REG,,Hiwassee,,W,95,62,,3,5,W 1,The McKenzie Arena
8,9,"Sat, Dec 1, 2018",2:00p,REG,,Tennessee Tech,OVC,W,71,60,,4,5,W 2,The McKenzie Arena
9,10,"Sun, Dec 9, 2018",1:00p,REG,,Virginia Military Institute,Southern,W,83,65,,5,5,W 3,The McKenzie Arena
10,11,"Wed, Dec 12, 2018",7:00p,REG,@,Georgia State,Sun Belt,L,88,95,,5,6,L 1,GSU Sports Arena
11,12,"Sun, Dec 16, 2018",6:00p,REG,@,Mississippi,SEC,L,70,90,,5,7,L 2,The Pavilion at Ole Miss
12,13,"Tue, Dec 18, 2018",8:30p,REG,@,Tennessee-Martin,OVC,L,72,75,,5,8,L 3,Skyhawk Arena
13,14,"Fri, Dec 21, 2018",12:00p,REG,,Bryan,,W,79,45,,6,8,W 1,The McKenzie Arena
14,15,"Sat, Dec 29, 2018",5:00p,REG,@,North Carolina-Greensboro,Southern,L,72,85,,6,9,L 1,Greensboro Coliseum
15,16,"Thu, Jan 3, 2019",7:00p,REG,@,Western Carolina,Southern,W,73,62,,7,9,W 1,Ramsey Center
16,17,"Sat, Jan 5, 2019",4:00p,REG,@,East Tennessee State,Southern,L,70,96,,7,10,L 1,Freedom Hall Civic Center
17,18,"Sat, Jan 12, 2019",4:30p,REG,,Samford,Southern,W,80,75,,8,10,W 1,The McKenzie Arena
18,19,"Thu, Jan 17, 2019",8:00p,REG,,Mercer,Southern,W,73,70,,9,10,W 2,The McKenzie Arena
19,20,"Sat, Jan 19, 2019",4:30p,REG,,Citadel,Southern,W,73,71,,10,10,W 3,The McKenzie Arena
20,21,"Thu, Jan 24, 2019",7:00p,REG,@,Furman,Southern,L,58,73,,10,11,L 1,Timmons Arena
21,22,"Sat, Jan 26, 2019",7:00p,REG,@,Wofford,Southern,L,69,80,,10,12,L 2,Richardson Indoor Stadium
22,23,"Thu, Jan 31, 2019",8:00p,REG,,Western Carolina,Southern,L,96,105,,10,13,L 3,The McKenzie Arena
23,24,"Sat, Feb 2, 2019",4:30p,REG,,East Tennessee State,Southern,L,64,77,,10,14,L 4,The McKenzie Arena
24,25,"Thu, Feb 7, 2019",7:00p,REG,@,Virginia Military Institute,Southern,W,71,70,,11,14,W 1,Cameron Hall
25,26,"Sat, Feb 9, 2019",7:00p,REG,,North Carolina-Greensboro,Southern,L,63,78,,11,15,L 1,The McKenzie Arena
26,27,"Sat, Feb 16, 2019",5:00p,REG,@,Samford,Southern,L,76,80,OT,11,16,L 2,Pete Hanna Center
27,28,"Thu, Feb 21, 2019",7:00p,REG,@,Citadel,Southern,W,68,65,,12,16,W 1,McAlister Field House
28,29,"Sat, Feb 23, 2019",4:00p,REG,@,Mercer,Southern,L,69,74,,12,17,L 1,Hawkins Arena
29,30,"Thu, Feb 28, 2019",7:00p,REG,,Wofford (24),Southern,L,54,80,,12,18,L 2,The McKenzie Arena
30,31,"Sat, Mar 2, 2019",2:00p,REG,,Furman,Southern,L,50,71,,12,19,L 3,The McKenzie Arena
31,32,"Sat, Mar 9, 2019",2:30p,CTOURN,N,East Tennessee State,Southern,L,64,68,,12,20,L 4,U.S. Cellular Center
