,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Wed, Nov 7, 2018",10:00p,REG,,Menlo,,W,82,75,,1,0,W 1,Robert A. Mott Gymnasium
1,2,"Sun, Nov 11, 2018",5:00p,REG,@,Arizona,Pac-12,L,61,82,,1,1,L 1,McKale Center
2,3,"Mon, Nov 19, 2018",9:00p,REG,@,Washington State,Pac-12,L,70,84,,1,2,L 2,Beasley Coliseum
3,4,"Wed, Nov 21, 2018",7:30p,REG,N,Texas State,Sun Belt,L,42,54,,1,3,L 3,Chiles Center
4,5,"Fri, Nov 23, 2018",10:00p,REG,@,Portland,WCC,L,67,72,,1,4,L 4,Chiles Center
5,6,"Sat, Nov 24, 2018",5:30p,REG,N,South Carolina Upstate,Big South,W,75,74,OT,2,4,W 1,Chiles Center
6,7,"Sat, Dec 1, 2018",3:00p,REG,@,Fresno State,MWC,L,67,76,,2,5,L 1,Save Mart Center
7,8,"Sat, Dec 8, 2018",10:00p,REG,,Bethune-Cookman,MEAC,W,80,78,OT,3,5,W 1,Robert A. Mott Gymnasium
8,9,"Sat, Dec 15, 2018",10:00p,REG,@,University of California,Pac-12,L,66,67,,3,6,L 1,Haas Pavilion
9,10,"Tue, Dec 18, 2018",10:00p,REG,@,Cal State Bakersfield,WAC,L,61,74,,3,7,L 2,Icardo Center
10,11,"Fri, Dec 21, 2018",10:00p,REG,,Texas-Arlington,Sun Belt,L,70,75,OT,3,8,L 3,Robert A. Mott Gymnasium
11,12,"Sat, Dec 29, 2018",2:00p,REG,@,Siena,MAAC,L,54,75,,3,9,L 4,Times Union Center 
12,13,"Fri, Jan 4, 2019",10:00p,REG,,Holy Names,,W,68,47,,4,9,W 1,Robert A. Mott Gymnasium
13,14,"Wed, Jan 9, 2019",10:00p,REG,@,UC-Santa Barbara,Big West,L,56,65,,4,10,L 1,The Thunderdome
14,15,"Sat, Jan 12, 2019",10:00p,REG,,Cal State Northridge,Big West,L,74,78,OT,4,11,L 2,Robert A. Mott Gymnasium
15,16,"Sat, Jan 19, 2019",8:00p,REG,@,UC-Davis,Big West,L,63,75,,4,12,L 3,The Pavilion
16,17,"Wed, Jan 23, 2019",10:00p,REG,,UC-Riverside,Big West,L,51,74,,4,13,L 4,Robert A. Mott Gymnasium
17,18,"Sat, Jan 26, 2019",10:00p,REG,,Cal State Fullerton,Big West,L,63,80,,4,14,L 5,Robert A. Mott Gymnasium
18,19,"Thu, Jan 31, 2019",10:00p,REG,@,UC-Riverside,Big West,W,71,45,,5,14,W 1,UC Riverside Student Recreation Center
19,20,"Sat, Feb 2, 2019",10:00p,REG,@,Cal State Northridge,Big West,L,65,83,,5,15,L 1,The Matadome
20,21,"Thu, Feb 7, 2019",10:00p,REG,,UC-Davis,Big West,L,53,63,,5,16,L 2,Robert A. Mott Gymnasium
21,22,"Sat, Feb 9, 2019",10:00p,REG,,Long Beach State,Big West,L,68,76,OT,5,17,L 3,Robert A. Mott Gymnasium
22,23,"Thu, Feb 14, 2019",11:59p,REG,@,Hawaii,Big West,L,54,75,,5,18,L 4,Stan Sheriff Center
23,24,"Thu, Feb 21, 2019",10:00p,REG,@,UC-Irvine,Big West,L,47,74,,5,19,L 5,Bren Events Center
24,25,"Sat, Feb 23, 2019",10:00p,REG,,Hawaii,Big West,W,88,80,,6,19,W 1,Robert A. Mott Gymnasium
25,26,"Thu, Feb 28, 2019",10:00p,REG,@,Cal State Fullerton,Big West,L,75,86,,6,20,L 1,Titan Gym
26,27,"Sat, Mar 2, 2019",10:00p,REG,@,Long Beach State,Big West,L,85,94,,6,21,L 2,The Walter Pyramid
27,28,"Thu, Mar 7, 2019",10:00p,REG,,UC-Irvine,Big West,L,72,110,,6,22,L 3,Robert A. Mott Gymnasium
28,29,"Sat, Mar 9, 2019",10:00p,REG,,UC-Santa Barbara,Big West,L,82,92,,6,23,L 4,Robert A. Mott Gymnasium
