,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",7:00p,REG,@,Massachusetts,A-10,L,75,83,,0,1,L 1,Mullins Center
1,2,"Sat, Nov 10, 2018",1:00p,REG,,Wagner,NEC,W,88,84,OT,1,1,W 1,Costello Athletic Center
2,3,"Tue, Nov 13, 2018",7:00p,REG,@,Central Connecticut State,NEC,L,74,86,,1,2,L 1,Detrick Gymnasium
3,4,"Fri, Nov 16, 2018",7:30p,REG,@,Brown,Ivy,L,74,82,,1,3,L 2,Pizzitola Sports Center
4,5,"Sat, Nov 17, 2018",3:30p,REG,N,Army,Patriot,W,92,85,,2,3,W 1,Pizzitola Sports Center
5,6,"Sun, Nov 18, 2018",1:30p,REG,N,Sacred Heart,NEC,W,94,90,,3,3,W 2,Pizzitola Sports Center
6,7,"Fri, Nov 23, 2018",2:00p,REG,,Massachusetts-Boston,,W,88,59,,4,3,W 3,Costello Athletic Center
7,8,"Sun, Nov 25, 2018",1:00p,REG,@,Duquesne,A-10,L,71,83,,4,4,L 1,A.J. Palumbo Center
8,9,"Tue, Nov 27, 2018",7:00p,REG,@,Connecticut,AAC,L,75,97,,4,5,L 2,Harry A. Gampel Pavilion
9,10,"Sat, Dec 1, 2018",2:00p,REG,,NJIT,A-Sun,W,94,71,,5,5,W 1,Tsongas Center
10,11,"Tue, Dec 4, 2018",7:00p,REG,@,Boston University,Patriot,L,60,79,,5,6,L 1,Case Gym
11,12,"Fri, Dec 7, 2018",7:00p,REG,,Maine-Fort Kent,,W,110,63,,6,6,W 1,Tsongas Center
12,13,"Tue, Dec 11, 2018",7:00p,REG,@,St. Francis (NY),NEC,L,69,75,,6,7,L 1,Pope Physical Education Center
13,14,"Fri, Dec 21, 2018",7:00p,REG,,Loyola (MD),Patriot,W,97,79,,7,7,W 1,Costello Athletic Center
14,15,"Sat, Dec 29, 2018",2:00p,REG,@,Sacred Heart,NEC,W,100,91,OT,8,7,W 2,William H. Pitt Center
15,16,"Sat, Jan 5, 2019",1:00p,REG,,Stony Brook,AEC,L,63,75,,8,8,L 1,Costello Athletic Center
16,17,"Wed, Jan 9, 2019",7:00p,REG,@,New Hampshire,AEC,L,64,68,,8,9,L 2,Lundholm Gymnasium
17,18,"Sat, Jan 12, 2019",5:30p,REG,,Maryland-Baltimore County,AEC,W,74,63,,9,9,W 1,Costello Athletic Center
18,19,"Wed, Jan 16, 2019",7:00p,REG,,Albany (NY),AEC,W,84,72,,10,9,W 2,Costello Athletic Center
19,20,"Sat, Jan 19, 2019",2:00p,REG,@,Hartford,AEC,W,76,73,,11,9,W 3,Chase Family Arena
20,21,"Wed, Jan 23, 2019",7:00p,REG,@,Binghamton,AEC,W,85,79,,12,9,W 4,Binghamton University Events Center
21,22,"Wed, Jan 30, 2019",7:00p,REG,,Maine,AEC,L,59,78,,12,10,L 1,Costello Athletic Center
22,23,"Sat, Feb 2, 2019",5:30p,REG,,Vermont,AEC,L,65,74,,12,11,L 2,Tsongas Center
23,24,"Wed, Feb 6, 2019",7:00p,REG,,New Hampshire,AEC,W,72,62,,13,11,W 1,Costello Athletic Center
24,25,"Sat, Feb 9, 2019",7:00p,REG,@,Stony Brook,AEC,L,65,76,,13,12,L 1,Island Federal Credit Union
25,26,"Wed, Feb 13, 2019",7:00p,REG,@,Albany (NY),AEC,W,86,54,,14,12,W 1,SEFCU Arena
26,27,"Sat, Feb 16, 2019",1:00p,REG,@,Maryland-Baltimore County,AEC,L,66,70,,14,13,L 1,UMBC Event Center
27,28,"Thu, Feb 21, 2019",7:00p,REG,,Binghamton,AEC,L,66,81,,14,14,L 2,Costello Athletic Center
28,29,"Sat, Feb 23, 2019",5:30p,REG,,Hartford,AEC,L,73,75,,14,15,L 3,Tsongas Center
29,30,"Wed, Feb 27, 2019",7:00p,REG,@,Maine,AEC,W,70,61,,15,15,W 1,Cross Insurance Center
30,31,"Tue, Mar 5, 2019",7:20p,REG,@,Vermont,AEC,L,57,74,,15,16,L 1,Roy L. Patrick Gymnasium
31,32,"Sat, Mar 9, 2019",5:00p,CTOURN,@,Hartford,AEC,L,70,78,,15,17,L 2,Chase Family Arena
