,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Fri, Nov 9, 2018",8:30p,REG,@,Abilene Christian,Southland,L,73,94,,0,1,L 1,Moody Coliseum 
1,2,"Mon, Nov 12, 2018",8:30p,REG,,Missouri Baptist University,,W,89,54,,1,1,W 1,Convocation Center
2,3,"Fri, Nov 16, 2018",9:00p,REG,@,Grand Canyon,WAC,L,72,96,,1,2,L 1,Grand Canyon University Arena
3,4,"Fri, Nov 23, 2018",7:30p,REG,N,North Carolina-Wilmington,CAA,L,64,78,,1,3,L 2,U.S. Cellular Center
4,5,"Sat, Nov 24, 2018",5:00p,REG,N,Eastern Illinois,OVC,L,86,90,OT,1,4,L 3,U.S. Cellular Center
5,6,"Sun, Nov 25, 2018",3:30p,REG,N,Gardner-Webb,Big South,W,77,69,,2,4,W 1,U.S. Cellular Center
6,7,"Sat, Dec 1, 2018",2:00p,REG,@,Lehigh,Patriot,L,70,82,,2,5,L 1,Stabler Arena
7,8,"Tue, Dec 4, 2018",8:00p,REG,,Evansville,MVC,W,87,77,,3,5,W 1,Convocation Center
8,9,"Sat, Dec 8, 2018",4:00p,REG,@,Minnesota,Big Ten,L,56,72,,3,6,L 1,Williams Arena
9,10,"Fri, Dec 14, 2018",8:00p,REG,,Florida Atlantic,CUSA,W,75,71,2OT,4,6,W 1,Convocation Center
10,11,"Tue, Dec 18, 2018",8:00p,REG,,Missouri State,MVC,W,71,63,,5,6,W 2,Convocation Center
11,12,"Sat, Dec 22, 2018",2:00p,REG,@,Syracuse,ACC,L,52,82,,5,7,L 1,Carrier Dome
12,13,"Sat, Dec 29, 2018",8:00p,REG,,Harding,,W,87,62,,6,7,W 1,Convocation Center
13,14,"Thu, Jan 3, 2019",8:00p,REG,@,Louisiana,Sun Belt,W,94,83,,7,7,W 2,Cajundome
14,15,"Sat, Jan 5, 2019",3:00p,REG,@,Louisiana-Monroe,Sun Belt,L,75,85,,7,8,L 1,Fant-Ewing Coliseum
15,16,"Thu, Jan 10, 2019",8:00p,REG,,South Alabama,Sun Belt,W,66,65,,8,8,W 1,Convocation Center
16,17,"Sat, Jan 12, 2019",5:00p,REG,,Troy,Sun Belt,L,85,90,OT,8,9,L 1,Convocation Center
17,18,"Thu, Jan 17, 2019",8:00p,REG,@,Texas-Arlington,Sun Belt,L,59,68,,8,10,L 2,College Park Center
18,19,"Sat, Jan 19, 2019",5:00p,REG,@,Texas State,Sun Belt,L,64,77,,8,11,L 3,Strahan Coliseum
19,20,"Thu, Jan 24, 2019",8:00p,REG,,Appalachian State,Sun Belt,W,82,81,OT,9,11,W 1,Convocation Center
20,21,"Sat, Jan 26, 2019",5:00p,REG,,Coastal Carolina,Sun Belt,L,64,77,,9,12,L 1,Convocation Center
21,22,"Sat, Feb 2, 2019",6:30p,REG,@,Little Rock,Sun Belt,W,84,83,,10,12,W 1,Jack Stephens Center
22,23,"Thu, Feb 7, 2019",8:00p,REG,@,South Alabama,Sun Belt,L,62,70,,10,13,L 1,Mitchell Center
23,24,"Sat, Feb 9, 2019",3:00p,REG,@,Troy,Sun Belt,L,79,84,,10,14,L 2,Trojan Arena
24,25,"Thu, Feb 14, 2019",8:00p,REG,,Texas State,Sun Belt,L,74,84,,10,15,L 3,Convocation Center
25,26,"Sat, Feb 16, 2019",5:00p,REG,,Texas-Arlington,Sun Belt,W,83,79,,11,15,W 1,Convocation Center
26,27,"Sat, Feb 23, 2019",5:00p,REG,,Little Rock,Sun Belt,W,72,65,,12,15,W 2,Convocation Center
27,28,"Thu, Feb 28, 2019",7:00p,REG,@,Georgia State,Sun Belt,L,60,76,,12,16,L 1,GSU Sports Arena
28,29,"Sat, Mar 2, 2019",5:00p,REG,@,Georgia Southern,Sun Belt,L,70,81,,12,17,L 2,Hanner Fieldhouse
29,30,"Thu, Mar 7, 2019",8:00p,REG,,Louisiana-Monroe,Sun Belt,W,73,72,,13,17,W 1,Convocation Center
30,31,"Sat, Mar 9, 2019",5:00p,REG,,Louisiana,Sun Belt,L,87,90,OT,13,18,L 1,Convocation Center
31,32,"Tue, Mar 12, 2019",8:00p,CTOURN,@,South Alabama,Sun Belt,L,67,75,,13,19,L 2,Mitchell Center
