,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Wed, Nov 7, 2018",8:00p,REG,,York (NE),,W,83,58,,1,0,W 1,Sanford Coyote Sports Center
1,2,"Mon, Nov 12, 2018",8:00p,REG,,Northern Arizona,Big Sky,W,90,74,,2,0,W 2,Sanford Coyote Sports Center
2,3,"Fri, Nov 16, 2018",6:00p,REG,N,High Point,Big South,L,56,60,,2,1,L 1,Gateway Christian Academy
3,4,"Sun, Nov 18, 2018",3:30p,REG,N,Air Force,MWC,L,62,65,,2,2,L 2,Gateway Christian Academy
4,5,"Mon, Nov 19, 2018",8:30p,REG,N,Maryland-Baltimore County,AEC,W,58,52,,3,2,W 1,Gateway Christian Academy
5,6,"Tue, Nov 27, 2018",8:00p,REG,@,Baylor,Big 12,L,57,63,,3,3,L 1,Ferrell Center
6,7,"Sat, Dec 1, 2018",4:30p,REG,,Cal State Bakersfield,WAC,W,68,56,,4,3,W 1,Sanford Coyote Sports Center
7,8,"Tue, Dec 4, 2018",9:00p,REG,@,Colorado,Pac-12,L,58,82,,4,4,L 1,Coors Events/Conference Center
8,9,"Sat, Dec 8, 2018",2:00p,REG,,Missouri-Kansas City,WAC,L,63,65,,4,5,L 2,Sanford Coyote Sports Center
9,10,"Wed, Dec 12, 2018",8:00p,REG,,Bellevue,,W,78,52,,5,5,W 1,Sanford Coyote Sports Center
10,11,"Sun, Dec 16, 2018",4:00p,REG,@,Colorado State,MWC,W,68,63,,6,5,W 2,Moby Arena
11,12,"Tue, Dec 18, 2018",8:00p,REG,@,Kansas (1),Big 12,L,53,89,,6,6,L 1,Allen Fieldhouse
12,13,"Fri, Dec 21, 2018",8:00p,REG,,Southern Mississippi,CUSA,L,60,66,,6,7,L 2,Sanford Coyote Sports Center
13,14,"Sat, Dec 29, 2018",1:00p,REG,@,North Dakota State,Summit,L,65,71,,6,8,L 3,Scheels Center
14,15,"Wed, Jan 2, 2019",9:00p,REG,@,Denver,Summit,W,71,70,,7,8,W 1,Magness Arena
15,16,"Sun, Jan 6, 2019",4:30p,REG,,South Dakota State,Summit,L,61,79,,7,9,L 1,Sanford Coyote Sports Center
16,17,"Sun, Jan 13, 2019",2:00p,REG,,Purdue-Fort Wayne,Summit,W,87,73,,8,9,W 1,Sanford Coyote Sports Center
17,18,"Thu, Jan 17, 2019",8:00p,REG,@,Oral Roberts,Summit,L,74,77,,8,10,L 1,Mabee Center
18,19,"Sun, Jan 20, 2019",7:00p,REG,@,Omaha,Summit,L,68,75,,8,11,L 2,Baxter Arena
19,20,"Wed, Jan 23, 2019",8:00p,REG,@,North Dakota,Summit,W,70,56,,9,11,W 1,Betty Engelstad Sioux Center 
20,21,"Sat, Jan 26, 2019",4:30p,REG,,Western Illinois,Summit,L,59,65,,9,12,L 1,Sanford Coyote Sports Center
21,22,"Wed, Jan 30, 2019",7:00p,REG,@,Purdue-Fort Wayne,Summit,L,71,102,,9,13,L 2,Allen County War Memorial Coliseum
22,23,"Thu, Feb 7, 2019",8:00p,REG,,Omaha,Summit,L,102,107,OT,9,14,L 3,Sanford Pentagon
23,24,"Sun, Feb 10, 2019",2:00p,REG,,Oral Roberts,Summit,L,72,86,,9,15,L 4,Sanford Coyote Sports Center
24,25,"Sat, Feb 16, 2019",3:00p,REG,@,Western Illinois,Summit,W,80,67,,10,15,W 1,Western Hall
25,26,"Wed, Feb 20, 2019",8:00p,REG,,Denver,Summit,W,72,45,,11,15,W 2,Sanford Coyote Sports Center
26,27,"Sat, Feb 23, 2019",5:00p,REG,@,South Dakota State,Summit,L,89,94,,11,16,L 1,Frost Arena
27,28,"Thu, Feb 28, 2019",9:00p,REG,,North Dakota State,Summit,W,75,65,,12,16,W 1,Sanford Coyote Sports Center
28,29,"Sat, Mar 2, 2019",4:30p,REG,,North Dakota,Summit,W,78,63,,13,16,W 2,Sanford Coyote Sports Center
29,30,"Sun, Mar 10, 2019",9:30p,CTOURN,N,Purdue-Fort Wayne,Summit,L,70,96,,13,17,L 1,Denny Sanford Premier Center
