,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",7:00p,REG,,Florida Gulf Coast,A-Sun,W,74,66,,1,0,W 1,Redbird Arena
1,2,"Sat, Nov 10, 2018",8:00p,REG,@,Belmont,OVC,L,89,100,,1,1,L 1,Curb Event Center
2,3,"Tue, Nov 13, 2018",8:00p,REG,,Chicago State,WAC,W,75,71,,2,1,W 1,Redbird Arena
3,4,"Mon, Nov 19, 2018",1:30p,REG,N,Georgia,SEC,L,68,80,,2,2,L 1,John Gray Gymnasium
4,5,"Tue, Nov 20, 2018",11:00a,REG,N,Akron,MAC,W,73,68,,3,2,W 1,John Gray Gymnasium
5,6,"Wed, Nov 21, 2018",1:30p,REG,N,Boise State,MWC,W,73,70,,4,2,W 2,John Gray Gymnasium
6,7,"Sat, Nov 24, 2018",3:00p,REG,,Lindenwood,,W,79,62,,5,2,W 3,Redbird Arena
7,8,"Wed, Nov 28, 2018",8:00p,REG,,Brigham Young,WCC,W,92,89,OT,6,2,W 4,Redbird Arena
8,9,"Sat, Dec 1, 2018",3:00p,REG,,San Diego State,MWC,L,65,75,,6,3,L 1,Redbird Arena
9,10,"Wed, Dec 5, 2018",7:00p,REG,@,Illinois-Chicago,Horizon,L,75,94,,6,4,L 2,UIC Pavilion
10,11,"Sat, Dec 8, 2018",8:00p,REG,,Mississippi,SEC,L,74,81,,6,5,L 3,Redbird Arena
11,12,"Sun, Dec 16, 2018",2:00p,REG,,Cleveland State,Horizon,W,88,77,OT,7,5,W 1,Redbird Arena
12,13,"Fri, Dec 21, 2018",7:00p,REG,@,Central Florida,AAC,L,56,77,,7,6,L 1,CFE Arena
13,14,"Wed, Jan 2, 2019",8:00p,REG,@,Valparaiso,MVC,L,56,58,,7,7,L 2,Athletics-Recreation Center
14,15,"Sat, Jan 5, 2019",4:00p,REG,,Evansville,MVC,W,58,46,,8,7,W 1,Redbird Arena
15,16,"Tue, Jan 8, 2019",8:00p,REG,,Northern Iowa,MVC,W,70,69,,9,7,W 2,Redbird Arena
16,17,"Sat, Jan 12, 2019",2:00p,REG,@,Loyola (IL),MVC,L,64,67,,9,8,L 1,Joseph J. Gentile Center
17,18,"Tue, Jan 15, 2019",7:00p,REG,,Southern Illinois,MVC,W,59,58,,10,8,W 1,Redbird Arena
18,19,"Sat, Jan 19, 2019",2:00p,REG,@,Evansville,MVC,W,78,70,,11,8,W 2,Ford Center
19,20,"Wed, Jan 23, 2019",7:00p,REG,@,Bradley,MVC,L,68,85,,11,9,L 1,Carver Arena
20,21,"Sun, Jan 27, 2019",2:00p,REG,,Indiana State,MVC,W,76,62,,12,9,W 1,Redbird Arena
21,22,"Wed, Jan 30, 2019",8:00p,REG,@,Drake,MVC,W,69,55,,13,9,W 2,Knapp Center
22,23,"Sat, Feb 2, 2019",10:00p,REG,,Loyola (IL),MVC,W,65,57,,14,9,W 3,Redbird Arena
23,24,"Tue, Feb 5, 2019",8:00p,REG,,Valparaiso,MVC,L,53,69,,14,10,L 1,Redbird Arena
24,25,"Sun, Feb 10, 2019",4:00p,REG,@,Missouri State,MVC,L,65,66,,14,11,L 2,JQH Arena
25,26,"Wed, Feb 13, 2019",8:00p,REG,@,Northern Iowa,MVC,L,64,77,,14,12,L 3,McLeod Center
26,27,"Sat, Feb 16, 2019",8:00p,REG,,Bradley,MVC,L,59,65,,14,13,L 4,Redbird Arena
27,28,"Wed, Feb 20, 2019",7:00p,REG,@,Indiana State,MVC,L,50,73,,14,14,L 5,Hulman Center
28,29,"Sun, Feb 24, 2019",2:00p,REG,,Drake,MVC,W,67,60,,15,14,W 1,Redbird Arena
29,30,"Wed, Feb 27, 2019",7:00p,REG,,Missouri State,MVC,W,65,57,,16,14,W 2,Redbird Arena
30,31,"Sat, Mar 2, 2019",2:00p,REG,@,Southern Illinois,MVC,L,63,72,,16,15,L 1,The SIU Arena
31,32,"Thu, Mar 7, 2019",9:35p,CTOURN,N,Evansville,MVC,W,65,60,,17,15,W 1,Scottrade Center
32,33,"Fri, Mar 8, 2019",7:00p,CTOURN,N,Drake,MVC,L,62,78,,17,16,L 1,Scottrade Center
