,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",7:30p,REG,@,Samford,Southern,L,74,91,,0,1,L 1,Pete Hanna Center
1,2,"Sat, Nov 10, 2018",9:00p,REG,,Blue Mountain College,,W,72,59,,1,1,W 1,Flowers Hall
2,3,"Tue, Nov 13, 2018",8:00p,REG,@,Saint Louis,A-10,L,58,69,,1,2,L 1,Chaifetz Arena
3,4,"Sat, Nov 17, 2018",12:00p,REG,@,Pittsburgh,ACC,L,66,71,,1,3,L 2,Petersen Events Center
4,5,"Tue, Nov 20, 2018",7:00p,REG,,Martin Methodist,,W,80,68,,2,3,W 1,Flowers Hall
5,6,"Sat, Nov 24, 2018",12:30p,REG,@,Troy,Sun Belt,L,58,77,,2,4,L 1,Trojan Arena
6,7,"Wed, Nov 28, 2018",7:00p,REG,@,Toledo,MAC,L,59,80,,2,5,L 2,John F. Savage Hall
7,8,"Sat, Dec 1, 2018",1:00p,REG,,Jacksonville State,OVC,L,65,76,,2,6,L 3,Flowers Hall
8,9,"Tue, Dec 4, 2018",8:00p,REG,@,Alabama-Birmingham,CUSA,L,67,73,,2,7,L 4,Bartow Arena
9,10,"Thu, Dec 13, 2018",12:00p,REG,,Huntingdon,,W,90,58,,3,7,W 1,Flowers Hall
10,11,"Sat, Dec 15, 2018",5:00p,REG,@,North Carolina-Greensboro,Southern,L,48,53,,3,8,L 1,Fleming Gymnasium
11,12,"Tue, Dec 18, 2018",8:15p,REG,@,Jacksonville State,OVC,L,50,64,,3,9,L 2,Pete Mathews Coliseum
12,13,"Fri, Dec 21, 2018",7:00p,REG,@,Virginia Military Institute,Southern,L,68,89,,3,10,L 3,Cameron Hall
13,14,"Fri, Dec 28, 2018",9:00p,REG,@,Gonzaga (7),WCC,L,51,96,,3,11,L 4,McCarthey Athletic Center
14,15,"Sun, Dec 30, 2018",3:00p,REG,@,Eastern Illinois,OVC,L,70,81,,3,12,L 5,Lantz Arena
15,16,"Sat, Jan 5, 2019",5:00p,REG,@,North Florida,A-Sun,L,67,96,,3,13,L 6,UNF Arena 
16,17,"Tue, Jan 8, 2019",9:00p,REG,,Florida Gulf Coast,A-Sun,W,61,56,,4,13,W 1,Flowers Hall
17,18,"Sat, Jan 12, 2019",4:30p,REG,,NJIT,A-Sun,W,61,55,,5,13,W 2,Flowers Hall
18,19,"Wed, Jan 16, 2019",7:00p,REG,@,Jacksonville,A-Sun,W,91,88,,6,13,W 3,Swisher Gymnasium
19,20,"Sat, Jan 19, 2019",4:30p,REG,,Stetson,A-Sun,W,63,62,,7,13,W 4,Flowers Hall
20,21,"Mon, Jan 21, 2019",7:00p,REG,@,Liberty,A-Sun,L,47,72,,7,14,L 1,Vines Center
21,22,"Thu, Jan 24, 2019",7:00p,REG,,Kennesaw State,A-Sun,W,76,71,,8,14,W 1,Flowers Hall
22,23,"Sun, Jan 27, 2019",4:00p,REG,@,NJIT,A-Sun,L,70,76,OT,8,15,L 1,NJIT Wellness and Events Center
23,24,"Sat, Feb 2, 2019",5:00p,REG,@,Lipscomb,A-Sun,L,80,102,,8,16,L 2,Allen Arena
24,25,"Wed, Feb 6, 2019",7:00p,REG,@,Florida Gulf Coast,A-Sun,L,64,71,,8,17,L 3,Alico Arena
25,26,"Sat, Feb 9, 2019",4:00p,REG,,North Florida,A-Sun,L,73,82,,8,18,L 4,Flowers Hall
26,27,"Sat, Feb 16, 2019",4:30p,REG,,Liberty,A-Sun,L,70,80,,8,19,L 5,Flowers Hall
27,28,"Wed, Feb 20, 2019",7:00p,REG,@,Kennesaw State,A-Sun,W,76,61,,9,19,W 1,KSU Convocation Center 
28,29,"Sat, Feb 23, 2019",4:00p,REG,@,Stetson,A-Sun,L,60,63,,9,20,L 1,Edmunds Center
29,30,"Tue, Feb 26, 2019",7:00p,REG,,Jacksonville,A-Sun,W,69,55,,10,20,W 1,Flowers Hall
30,31,"Fri, Mar 1, 2019",7:00p,REG,,Lipscomb,A-Sun,L,75,87,,10,21,L 1,Flowers Hall
31,32,"Mon, Mar 4, 2019",7:00p,CTOURN,@,North Florida,A-Sun,L,66,76,,10,22,L 2,UNF Arena 
