,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",8:00p,REG,@,Missouri,SEC,L,55,68,,0,1,L 1,Mizzou Arena
1,2,"Thu, Nov 8, 2018",8:00p,REG,,Hendrix,,W,99,73,,1,1,W 1,Jeff Farris Center
2,3,"Mon, Nov 12, 2018",8:00p,REG,,University of the Ozarks,,W,93,52,,2,1,W 2,Jeff Farris Center
3,4,"Thu, Nov 15, 2018",7:00p,REG,@,Pittsburgh,ACC,L,71,97,,2,2,L 1,Petersen Events Center
4,5,"Sun, Nov 18, 2018",3:00p,REG,@,Troy,Sun Belt,L,77,82,,2,3,L 2,Trojan Arena
5,6,"Sat, Nov 24, 2018",4:00p,REG,@,Saint Louis,A-10,L,61,73,,2,4,L 3,Chaifetz Arena
6,7,"Wed, Nov 28, 2018",8:00p,REG,,Little Rock,Sun Belt,W,78,65,,3,4,W 1,Jeff Farris Center
7,8,"Wed, Dec 5, 2018",7:00p,REG,@,Louisville,ACC,L,41,86,,3,5,L 1,KFC Yum! Center
8,9,"Sat, Dec 8, 2018",6:30p,REG,@,Little Rock,Sun Belt,W,85,82,,4,5,W 1,Jack Stephens Center
9,10,"Sun, Dec 16, 2018",4:00p,REG,@,New Mexico,MWC,L,70,82,,4,6,L 1,The Pit
10,11,"Wed, Dec 19, 2018",7:00p,REG,@,Indiana (22),Big Ten,L,53,86,,4,7,L 2,Assembly Hall
11,12,"Fri, Dec 21, 2018",1:00p,REG,@,Oklahoma State,Big 12,L,73,82,,4,8,L 3,Gallagher-Iba Arena
12,13,"Sun, Dec 30, 2018",5:00p,REG,,Lyon,,W,62,47,,5,8,W 1,Jeff Farris Center
13,14,"Wed, Jan 2, 2019",8:00p,REG,@,Texas A&M-Corpus Christi,Southland,L,75,87,,5,9,L 1,American Bank Center
14,15,"Sat, Jan 5, 2019",5:00p,REG,@,Southeastern Louisiana,Southland,W,73,71,,6,9,W 1,University Center
15,16,"Wed, Jan 9, 2019",8:00p,REG,,Sam Houston State,Southland,L,69,78,,6,10,L 1,Jeff Farris Center
16,17,"Sat, Jan 12, 2019",4:00p,REG,,Lamar,Southland,W,75,68,,7,10,W 1,Jeff Farris Center
17,18,"Wed, Jan 16, 2019",8:00p,REG,@,Incarnate Word,Southland,W,77,60,,8,10,W 2,McDermott Center
18,19,"Sat, Jan 19, 2019",5:00p,REG,,Nicholls State,Southland,W,74,68,,9,10,W 3,Jeff Farris Center
19,20,"Wed, Jan 23, 2019",8:00p,REG,,New Orleans,Southland,W,76,71,,10,10,W 4,Jeff Farris Center
20,21,"Sat, Jan 26, 2019",4:30p,REG,@,Abilene Christian,Southland,L,56,79,,10,11,L 1,Moody Coliseum 
21,22,"Wed, Jan 30, 2019",7:30p,REG,@,Stephen F. Austin,Southland,L,99,105,OT,10,12,L 2,William Johnson Coliseum
22,23,"Sat, Feb 2, 2019",5:00p,REG,,Northwestern State,Southland,L,75,80,,10,13,L 3,Jeff Farris Center
23,24,"Sat, Feb 9, 2019",5:00p,REG,,Southeastern Louisiana,Southland,L,67,75,,10,14,L 4,Jeff Farris Center
24,25,"Wed, Feb 13, 2019",8:00p,REG,,Houston Baptist,Southland,L,71,75,,10,15,L 5,Jeff Farris Center
25,26,"Wed, Feb 20, 2019",7:30p,REG,@,McNeese State,Southland,L,75,83,OT,10,16,L 6,H&HP Complex
26,27,"Sat, Feb 23, 2019",4:30p,REG,@,Nicholls State,Southland,L,57,100,,10,17,L 7,David Stopher Gymnasium
27,28,"Wed, Feb 27, 2019",8:00p,REG,,Stephen F. Austin,Southland,W,92,74,,11,17,W 1,Jeff Farris Center
28,29,"Sat, Mar 2, 2019",5:00p,REG,,Abilene Christian,Southland,L,55,67,,11,18,L 1,Jeff Farris Center
29,30,"Wed, Mar 6, 2019",7:30p,REG,@,Sam Houston State,Southland,W,91,87,,12,18,W 1,Johnson Coliseum
30,31,"Sat, Mar 9, 2019",4:00p,REG,@,Northwestern State,Southland,W,70,63,,13,18,W 2,Prather Coliseum
31,32,"Wed, Mar 13, 2019",8:30p,CTOURN,N,Texas A&M-Corpus Christi,Southland,W,73,53,,14,18,W 3,Leonard E. Merrell Center
32,33,"Thu, Mar 14, 2019",8:30p,CTOURN,N,Southeastern Louisiana,Southland,L,65,79,,14,19,L 1,Leonard E. Merrell Center
