,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Wed, Nov 7, 2018",9:00p,REG,,Houston Baptist,Southland,W,90,60,,1,0,W 1,McKale Center
1,2,"Sun, Nov 11, 2018",5:00p,REG,,Cal Poly,Big West,W,82,61,,2,0,W 2,McKale Center
2,3,"Wed, Nov 14, 2018",8:00p,REG,,Texas-El Paso,CUSA,W,79,46,,3,0,W 3,McKale Center
3,4,"Mon, Nov 19, 2018",9:00p,REG,N,Iowa State,Big 12,W,71,66,,4,0,W 4,Lahaina Civic Center
4,5,"Tue, Nov 20, 2018",10:00p,REG,N,Gonzaga (3),WCC,L,74,91,,4,1,L 1,Lahaina Civic Center
5,6,"Wed, Nov 21, 2018",11:30p,REG,N,Auburn (8),SEC,L,57,73,,4,2,L 2,Lahaina Civic Center
6,7,"Thu, Nov 29, 2018",9:00p,REG,,Georgia Southern,Sun Belt,W,100,70,,5,2,W 1,McKale Center
7,8,"Sun, Dec 2, 2018",1:00p,REG,@,Connecticut,AAC,W,76,72,,6,2,W 2,XL Center
8,9,"Thu, Dec 6, 2018",9:00p,REG,,Utah Valley,WAC,W,80,69,,7,2,W 3,McKale Center
9,10,"Sun, Dec 9, 2018",1:00p,REG,@,Alabama,SEC,L,73,76,,7,3,L 1,Coleman Coliseum 
10,11,"Sat, Dec 15, 2018",11:00p,REG,,Baylor,Big 12,L,49,58,,7,4,L 2,McKale Center
11,12,"Wed, Dec 19, 2018",8:30p,REG,,Montana,Big Sky,W,61,42,,8,4,W 1,McKale Center
12,13,"Sat, Dec 22, 2018",7:00p,REG,,UC-Davis,Big West,W,70,68,,9,4,W 2,McKale Center
13,14,"Thu, Jan 3, 2019",9:00p,REG,,Colorado,Pac-12,W,64,56,,10,4,W 3,McKale Center
14,15,"Sat, Jan 5, 2019",2:00p,REG,,Utah,Pac-12,W,84,81,OT,11,4,W 4,McKale Center
15,16,"Wed, Jan 9, 2019",11:00p,REG,@,Stanford,Pac-12,W,75,70,,12,4,W 5,Maples Pavilion
16,17,"Sat, Jan 12, 2019",10:30p,REG,@,University of California,Pac-12,W,87,65,,13,4,W 6,Haas Pavilion
17,18,"Thu, Jan 17, 2019",9:00p,REG,,Oregon,Pac-12,L,54,59,,13,5,L 1,McKale Center
18,19,"Sat, Jan 19, 2019",7:00p,REG,,Oregon State,Pac-12,W,82,71,,14,5,W 1,McKale Center
19,20,"Thu, Jan 24, 2019",9:00p,REG,@,Southern California,Pac-12,L,57,80,,14,6,L 1,Galen Center
20,21,"Sat, Jan 26, 2019",10:00p,REG,@,UCLA,Pac-12,L,69,90,,14,7,L 2,Pauley Pavilion
21,22,"Thu, Jan 31, 2019",9:00p,REG,@,Arizona State,Pac-12,L,88,95,OT,14,8,L 3,Wells Fargo Arena
22,23,"Thu, Feb 7, 2019",9:00p,REG,,Washington,Pac-12,L,60,67,,14,9,L 4,McKale Center
23,24,"Sat, Feb 9, 2019",7:30p,REG,,Washington State,Pac-12,L,55,69,,14,10,L 5,McKale Center
24,25,"Thu, Feb 14, 2019",9:00p,REG,@,Utah,Pac-12,L,76,83,,14,11,L 6,Jon M. Huntsman Center
25,26,"Sun, Feb 17, 2019",8:00p,REG,@,Colorado,Pac-12,L,60,67,,14,12,L 7,Coors Events/Conference Center
26,27,"Thu, Feb 21, 2019",9:00p,REG,,University of California,Pac-12,W,76,51,,15,12,W 1,McKale Center
27,28,"Sun, Feb 24, 2019",8:00p,REG,,Stanford,Pac-12,W,70,54,,16,12,W 2,McKale Center
28,29,"Thu, Feb 28, 2019",9:00p,REG,@,Oregon State,Pac-12,W,74,72,,17,12,W 3,Gill Coliseum
29,30,"Sat, Mar 2, 2019",10:00p,REG,@,Oregon,Pac-12,L,47,73,,17,13,L 1,Matthew Knight Arena
30,31,"Sat, Mar 9, 2019",4:00p,REG,,Arizona State,Pac-12,L,64,72,,17,14,L 2,McKale Center
31,32,"Wed, Mar 13, 2019",3:00p,CTOURN,N,Southern California,Pac-12,L,65,78,,17,15,L 3,T-Mobile Arena
