,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",7:00p,REG,N,Michigan State (10),Big Ten,W,92,87,,1,0,W 1,Bankers Life Fieldhouse
1,2,"Mon, Nov 12, 2018",9:00p,REG,,Vermont,AEC,W,84,68,,2,0,W 2,Allen Fieldhouse
2,3,"Fri, Nov 16, 2018",8:00p,REG,,Louisiana,Sun Belt,W,89,76,,3,0,W 3,Allen Fieldhouse
3,4,"Wed, Nov 21, 2018",7:00p,REG,N,Marquette,Big East,W,77,68,,4,0,W 4,Barclays Center
4,5,"Fri, Nov 23, 2018",9:00p,REG,N,Tennessee (5),SEC,W,87,81,OT,5,0,W 5,Barclays Center
5,6,"Sat, Dec 1, 2018",5:30p,REG,,Stanford,Pac-12,W,90,84,OT,6,0,W 6,Allen Fieldhouse
6,7,"Tue, Dec 4, 2018",8:00p,REG,,Wofford,Southern,W,72,47,,7,0,W 7,Allen Fieldhouse
7,8,"Sat, Dec 8, 2018",8:30p,REG,N,New Mexico State,WAC,W,63,60,,8,0,W 8,Sprint Center
8,9,"Sat, Dec 15, 2018",12:00p,REG,,Villanova (17),Big East,W,74,71,,9,0,W 9,Allen Fieldhouse
9,10,"Tue, Dec 18, 2018",8:00p,REG,,South Dakota,Summit,W,89,53,,10,0,W 10,Allen Fieldhouse
10,11,"Sat, Dec 22, 2018",9:00p,REG,@,Arizona State (18),Pac-12,L,76,80,,10,1,L 1,Wells Fargo Arena
11,12,"Sat, Dec 29, 2018",2:00p,REG,,Eastern Michigan,MAC,W,87,63,,11,1,W 1,Allen Fieldhouse
12,13,"Wed, Jan 2, 2019",9:00p,REG,,Oklahoma (23),Big 12,W,70,63,,12,1,W 2,Allen Fieldhouse
13,14,"Sat, Jan 5, 2019",5:00p,REG,@,Iowa State,Big 12,L,60,77,,12,2,L 1,James H. Hilton Coliseum 
14,15,"Wed, Jan 9, 2019",9:00p,REG,,Texas Christian (25),Big 12,W,77,68,,13,2,W 1,Allen Fieldhouse
15,16,"Sat, Jan 12, 2019",4:00p,REG,@,Baylor,Big 12,W,73,68,,14,2,W 2,Ferrell Center
16,17,"Mon, Jan 14, 2019",9:00p,REG,,Texas,Big 12,W,80,78,,15,2,W 3,Allen Fieldhouse
17,18,"Sat, Jan 19, 2019",2:00p,REG,@,West Virginia,Big 12,L,64,65,,15,3,L 1,WVU Coliseum
18,19,"Mon, Jan 21, 2019",9:00p,REG,,Iowa State (24),Big 12,W,80,76,,16,3,W 1,Allen Fieldhouse
19,20,"Sat, Jan 26, 2019",6:00p,REG,@,Kentucky (8),SEC,L,63,71,,16,4,L 1,Rupp Arena
20,21,"Tue, Jan 29, 2019",7:00p,REG,@,Texas,Big 12,L,63,73,,16,5,L 2,Frank Erwin Center
21,22,"Sat, Feb 2, 2019",4:00p,REG,,Texas Tech (16),Big 12,W,79,63,,17,5,W 1,Allen Fieldhouse
22,23,"Tue, Feb 5, 2019",9:00p,REG,@,Kansas State,Big 12,L,67,74,,17,6,L 1,Bramlage Coliseum
23,24,"Sat, Feb 9, 2019",12:00p,REG,,Oklahoma State,Big 12,W,84,72,,18,6,W 1,Allen Fieldhouse
24,25,"Mon, Feb 11, 2019",9:00p,REG,@,Texas Christian,Big 12,W,82,77,OT,19,6,W 2,Ed & Rae Schollmaier Arena
25,26,"Sat, Feb 16, 2019",4:00p,REG,,West Virginia,Big 12,W,78,53,,20,6,W 3,Allen Fieldhouse
26,27,"Sat, Feb 23, 2019",8:00p,REG,@,Texas Tech (14),Big 12,L,62,91,,20,7,L 1,United Supermarkets Arena
27,28,"Mon, Feb 25, 2019",9:00p,REG,,Kansas State (16),Big 12,W,64,49,,21,7,W 1,Allen Fieldhouse
28,29,"Sat, Mar 2, 2019",12:00p,REG,@,Oklahoma State,Big 12,W,72,67,,22,7,W 2,Gallagher-Iba Arena
29,30,"Tue, Mar 5, 2019",9:00p,REG,@,Oklahoma,Big 12,L,68,81,,22,8,L 1,Lloyd Noble Center
30,31,"Sat, Mar 9, 2019",2:00p,REG,,Baylor,Big 12,W,78,70,,23,8,W 1,Allen Fieldhouse
31,32,"Thu, Mar 14, 2019",9:30p,CTOURN,N,Texas,Big 12,W,65,57,,24,8,W 2,Sprint Center
32,33,"Fri, Mar 15, 2019",9:00p,CTOURN,N,West Virginia,Big 12,W,88,74,,25,8,W 3,Sprint Center
33,34,"Sat, Mar 16, 2019",6:00p,CTOURN,N,Iowa State,Big 12,L,66,78,,25,9,L 1,Sprint Center
34,35,"Thu, Mar 21, 2019",4:00p,NCAA,N,Northeastern,CAA,,,,,,,,
