,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",7:00p,REG,,Lenoir-Rhyne,,W,86,41,,1,0,W 1,Thompson-Boling Arena
1,2,"Fri, Nov 9, 2018",7:00p,REG,,Louisiana,Sun Belt,W,87,65,,2,0,W 2,Thompson-Boling Arena
2,3,"Tue, Nov 13, 2018",9:00p,REG,,Georgia Tech,ACC,W,66,53,,3,0,W 3,Thompson-Boling Arena
3,4,"Wed, Nov 21, 2018",5:00p,REG,N,Louisville,ACC,W,92,81,,4,0,W 4,Barclays Center
4,5,"Fri, Nov 23, 2018",9:00p,REG,N,Kansas (2),Big 12,L,81,87,OT,4,1,L 1,Barclays Center
5,6,"Wed, Nov 28, 2018",6:30p,REG,,Eastern Kentucky,OVC,W,95,67,,5,1,W 1,Thompson-Boling Arena
6,7,"Sun, Dec 2, 2018",12:00p,REG,,Texas A&M-Corpus Christi,Southland,W,79,51,,6,1,W 2,Thompson-Boling Arena
7,8,"Sun, Dec 9, 2018",3:00p,REG,N,Gonzaga (1),WCC,W,76,73,,7,1,W 3,Talking Stick Resort Arena
8,9,"Sat, Dec 15, 2018",12:00p,REG,@,Memphis,AAC,W,102,92,,8,1,W 4,FedExForum
9,10,"Wed, Dec 19, 2018",7:00p,REG,,Samford,Southern,W,83,70,,9,1,W 5,Thompson-Boling Arena
10,11,"Sat, Dec 22, 2018",12:00p,REG,,Wake Forest,ACC,W,83,64,,10,1,W 6,Thompson-Boling Arena
11,12,"Sat, Dec 29, 2018",1:00p,REG,,Tennessee Tech,OVC,W,96,53,,11,1,W 7,Thompson-Boling Arena
12,13,"Sat, Jan 5, 2019",3:30p,REG,,Georgia,SEC,W,96,50,,12,1,W 8,Thompson-Boling Arena
13,14,"Tue, Jan 8, 2019",7:00p,REG,@,Missouri,SEC,W,87,63,,13,1,W 9,Mizzou Arena
14,15,"Sat, Jan 12, 2019",6:00p,REG,@,Florida,SEC,W,78,67,,14,1,W 10,Stephen C. O'Connell Center
15,16,"Tue, Jan 15, 2019",7:00p,REG,,Arkansas,SEC,W,106,87,,15,1,W 11,Thompson-Boling Arena
16,17,"Sat, Jan 19, 2019",2:00p,REG,,Alabama,SEC,W,71,68,,16,1,W 12,Thompson-Boling Arena
17,18,"Wed, Jan 23, 2019",7:00p,REG,@,Vanderbilt,SEC,W,88,83,OT,17,1,W 13,Memorial Gymnasium
18,19,"Sat, Jan 26, 2019",4:00p,REG,,West Virginia,Big 12,W,83,66,,18,1,W 14,Thompson-Boling Arena
19,20,"Tue, Jan 29, 2019",6:30p,REG,@,South Carolina,SEC,W,92,70,,19,1,W 15,The Colonial Life Arena
20,21,"Sat, Feb 2, 2019",8:00p,REG,@,Texas A&M,SEC,W,93,76,,20,1,W 16,Reed Arena
21,22,"Tue, Feb 5, 2019",9:00p,REG,,Missouri,SEC,W,72,60,,21,1,W 17,Thompson-Boling Arena
22,23,"Sat, Feb 9, 2019",4:00p,REG,,Florida,SEC,W,73,61,,22,1,W 18,Thompson-Boling Arena
23,24,"Wed, Feb 13, 2019",6:30p,REG,,South Carolina,SEC,W,85,73,,23,1,W 19,Thompson-Boling Arena
24,25,"Sat, Feb 16, 2019",8:00p,REG,@,Kentucky (5),SEC,L,69,86,,23,2,L 1,Rupp Arena
25,26,"Tue, Feb 19, 2019",7:00p,REG,,Vanderbilt,SEC,W,58,46,,24,2,W 1,Thompson-Boling Arena
26,27,"Sat, Feb 23, 2019",12:00p,REG,@,Louisiana State (13),SEC,L,80,82,OT,24,3,L 1,Maravich Assembly Center
27,28,"Wed, Feb 27, 2019",7:00p,REG,@,Mississippi,SEC,W,73,71,,25,3,W 1,The Pavilion at Ole Miss
28,29,"Sat, Mar 2, 2019",2:00p,REG,,Kentucky (4),SEC,W,71,52,,26,3,W 2,Thompson-Boling Arena
29,30,"Tue, Mar 5, 2019",9:00p,REG,,Mississippi State,SEC,W,71,54,,27,3,W 3,Thompson-Boling Arena
30,31,"Sat, Mar 9, 2019",12:00p,REG,@,Auburn,SEC,L,80,84,,27,4,L 1,Auburn Arena
31,32,"Fri, Mar 15, 2019",9:30p,CTOURN,N,Mississippi State,SEC,W,83,76,,28,4,W 1,Bridgestone Arena
32,33,"Sat, Mar 16, 2019",3:30p,CTOURN,N,Kentucky (4),SEC,W,82,78,,29,4,W 2,Bridgestone Arena
33,34,"Sun, Mar 17, 2019",1:00p,CTOURN,N,Auburn (22),SEC,L,64,84,,29,5,L 1,Bridgestone Arena
34,35,"Fri, Mar 22, 2019",2:45p,NCAA,N,Colgate,Patriot,,,,,,,,
