,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Tue, Nov 6, 2018",7:00p,REG,,Florida A&M,MEAC,L,50,65,,0,1,L 1,Swisher Gymnasium
1,2,"Sat, Nov 10, 2018",2:00p,REG,@,Northern Arizona,Big Sky,L,82,97,,0,2,L 2,Rolle Activity Center
2,3,"Mon, Nov 12, 2018",9:00p,REG,@,Grand Canyon,WAC,L,59,76,,0,3,L 3,Grand Canyon University Arena
3,4,"Fri, Nov 16, 2018",5:05p,REG,N,Southeast Missouri State,OVC,L,71,77,,0,4,L 4,Mitchell Center
4,5,"Sat, Nov 17, 2018",8:00p,REG,@,South Alabama,Sun Belt,W,71,48,,1,4,W 1,Mitchell Center
5,6,"Sun, Nov 18, 2018",3:05p,REG,N,Chattanooga,Southern,W,74,66,,2,4,W 2,Mitchell Center
6,7,"Wed, Nov 21, 2018",7:00p,REG,,Florida Memorial,,W,123,77,,3,4,W 3,Swisher Gymnasium
7,8,"Sat, Nov 24, 2018",2:00p,REG,@,Western Carolina,Southern,L,65,77,,3,5,L 1,Ramsey Center
8,9,"Sat, Dec 1, 2018",6:00p,REG,,South Carolina State,MEAC,W,71,69,,4,5,W 1,Swisher Gymnasium
9,10,"Tue, Dec 4, 2018",7:00p,REG,@,Presbyterian,Big South,W,94,88,,5,5,W 2,Ross E.Templeton Center
10,11,"Sat, Dec 8, 2018",6:00p,REG,,Middle Georgia State,,W,100,57,,6,5,W 3,Swisher Gymnasium
11,12,"Sat, Dec 15, 2018",6:00p,REG,@,Bethune-Cookman,MEAC,W,79,71,,7,5,W 4,Moore Gymnasium
12,13,"Thu, Dec 20, 2018",7:00p,REG,@,Notre Dame,ACC,L,74,100,,7,6,L 1,Purcell Pavilion at the Joyce Center
13,14,"Sat, Dec 22, 2018",6:00p,REG,@,Indiana (22),Big Ten,L,64,94,,7,7,L 2,Assembly Hall
14,15,"Sun, Dec 30, 2018",2:00p,REG,,Presbyterian,Big South,L,67,72,,7,8,L 3,Swisher Gymnasium
15,16,"Sat, Jan 5, 2019",6:00p,REG,,Lipscomb,A-Sun,L,74,77,,7,9,L 4,Swisher Gymnasium
16,17,"Wed, Jan 9, 2019",7:00p,REG,@,Kennesaw State,A-Sun,W,90,70,,8,9,W 1,KSU Convocation Center 
17,18,"Sat, Jan 12, 2019",2:00p,REG,@,Liberty,A-Sun,L,53,69,,8,10,L 1,Vines Center
18,19,"Wed, Jan 16, 2019",7:00p,REG,,North Alabama,A-Sun,L,88,91,,8,11,L 2,Swisher Gymnasium
19,20,"Sat, Jan 19, 2019",4:00p,REG,@,NJIT,A-Sun,L,74,77,,8,12,L 3,NJIT Wellness and Events Center
20,21,"Thu, Jan 24, 2019",7:00p,REG,@,North Florida,A-Sun,W,86,81,,9,12,W 1,UNF Arena 
21,22,"Sun, Jan 27, 2019",2:00p,REG,,Liberty,A-Sun,L,59,69,,9,13,L 1,Swisher Gymnasium
22,23,"Wed, Jan 30, 2019",7:00p,REG,,Stetson,A-Sun,W,72,57,,10,13,W 1,Swisher Gymnasium
23,24,"Sat, Feb 2, 2019",7:00p,REG,@,Florida Gulf Coast,A-Sun,L,60,73,,10,14,L 1,Alico Arena
24,25,"Wed, Feb 6, 2019",7:00p,REG,,Kennesaw State,A-Sun,W,82,73,,11,14,W 1,Swisher Gymnasium
25,26,"Sat, Feb 9, 2019",5:00p,REG,@,Lipscomb,A-Sun,L,77,86,,11,15,L 1,Allen Arena
26,27,"Wed, Feb 13, 2019",7:00p,REG,@,Stetson,A-Sun,W,93,70,,12,15,W 1,Edmunds Center
27,28,"Wed, Feb 20, 2019",7:00p,REG,,North Florida,A-Sun,L,73,80,OT,12,16,L 1,Swisher Gymnasium
28,29,"Sat, Feb 23, 2019",6:00p,REG,,NJIT,A-Sun,L,73,77,,12,17,L 2,Swisher Gymnasium
29,30,"Tue, Feb 26, 2019",7:00p,REG,@,North Alabama,A-Sun,L,55,69,,12,18,L 3,Flowers Hall
30,31,"Fri, Mar 1, 2019",7:00p,REG,,Florida Gulf Coast,A-Sun,L,74,77,,12,19,L 4,Swisher Gymnasium
31,32,"Mon, Mar 4, 2019",7:00p,CTOURN,@,Liberty,A-Sun,L,58,72,,12,20,L 5,Vines Center
