,Game,Date,Time,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Wed, Nov 7, 2018",9:30p,REG,,Savannah State,MEAC,W,98,83,,1,0,W 1,Reed Arena
1,2,"Fri, Nov 9, 2018",9:30p,REG,,UC-Irvine,Big West,L,73,74,,1,1,L 1,Reed Arena
2,3,"Thu, Nov 15, 2018",11:30p,REG,@,Gonzaga (3),WCC,L,71,94,,1,2,L 2,McCarthey Athletic Center
3,4,"Sun, Nov 18, 2018",10:30p,REG,N,Minnesota,Big Ten,L,64,69,,1,3,L 3,Vancouver Convention Centre
4,5,"Tue, Nov 20, 2018",11:30p,REG,N,Washington,Pac-12,L,67,71,,1,4,L 4,Vancouver Convention Centre
5,6,"Fri, Nov 23, 2018",7:30p,REG,,South Alabama,Sun Belt,W,74,62,,2,4,W 1,Reed Arena
6,7,"Mon, Dec 3, 2018",8:00p,REG,,Northwestern State,Southland,W,80,59,,3,4,W 2,Reed Arena
7,8,"Sat, Dec 15, 2018",11:00p,REG,N,Oregon State,Pac-12,W,67,64,,4,4,W 3,Moda Center
8,9,"Wed, Dec 19, 2018",8:30p,REG,,Valparaiso,MVC,W,71,49,,5,4,W 4,Reed Arena
9,10,"Sat, Dec 22, 2018",2:00p,REG,,Marshall,CUSA,W,92,68,,6,4,W 5,Reed Arena
10,11,"Sat, Dec 29, 2018",3:30p,REG,,Texas Southern,SWAC,L,73,88,,6,5,L 1,Reed Arena
11,12,"Sat, Jan 5, 2019",6:00p,REG,,Arkansas,SEC,L,71,73,,6,6,L 2,Reed Arena
12,13,"Tue, Jan 8, 2019",7:00p,REG,@,Kentucky (18),SEC,L,74,85,,6,7,L 3,Rupp Arena
13,14,"Sat, Jan 12, 2019",3:30p,REG,@,Alabama,SEC,W,81,80,,7,7,W 1,Coleman Coliseum 
14,15,"Wed, Jan 16, 2019",7:00p,REG,,Auburn (14),SEC,L,66,85,,7,8,L 1,Reed Arena
15,16,"Sat, Jan 19, 2019",3:30p,REG,,Missouri,SEC,L,43,66,,7,9,L 2,Reed Arena
16,17,"Tue, Jan 22, 2019",8:30p,REG,@,Florida,SEC,L,72,81,,7,10,L 3,Stephen C. O'Connell Center
17,18,"Sat, Jan 26, 2019",2:00p,REG,,Kansas State,Big 12,W,65,53,,8,10,W 1,Reed Arena
18,19,"Wed, Jan 30, 2019",9:00p,REG,,Louisiana State (19),SEC,L,57,72,,8,11,L 1,Reed Arena
19,20,"Sat, Feb 2, 2019",8:00p,REG,,Tennessee (1),SEC,L,76,93,,8,12,L 2,Reed Arena
20,21,"Wed, Feb 6, 2019",7:00p,REG,@,Mississippi,SEC,L,71,75,,8,13,L 3,The Pavilion at Ole Miss
21,22,"Sat, Feb 9, 2019",6:00p,REG,@,Missouri,SEC,W,68,59,,9,13,W 1,Mizzou Arena
22,23,"Tue, Feb 12, 2019",7:00p,REG,,Georgia,SEC,W,73,56,,10,13,W 2,Reed Arena
23,24,"Sat, Feb 16, 2019",1:00p,REG,@,South Carolina,SEC,L,77,84,,10,14,L 1,The Colonial Life Arena
24,25,"Tue, Feb 19, 2019",9:00p,REG,,Alabama,SEC,W,65,56,,11,14,W 1,Reed Arena
25,26,"Sat, Feb 23, 2019",8:30p,REG,@,Arkansas,SEC,W,87,80,,12,14,W 2,Bud Walton Arena
26,27,"Tue, Feb 26, 2019",9:00p,REG,@,Louisiana State (13),SEC,L,55,66,,12,15,L 1,Maravich Assembly Center
27,28,"Sat, Mar 2, 2019",6:00p,REG,,Vanderbilt,SEC,W,64,57,,13,15,W 1,Reed Arena
28,29,"Tue, Mar 5, 2019",7:00p,REG,,South Carolina,SEC,L,54,71,,13,16,L 1,Reed Arena
29,30,"Sat, Mar 9, 2019",2:00p,REG,@,Mississippi State,SEC,L,81,92,,13,17,L 2,Humphrey Coliseum
30,31,"Wed, Mar 13, 2019",9:00p,CTOURN,N,Vanderbilt,SEC,W,69,52,,14,17,W 1,Bridgestone Arena
31,32,"Thu, Mar 14, 2019",9:00p,CTOURN,N,Mississippi State,SEC,L,54,80,,14,18,L 1,Bridgestone Arena
