,Height,Weight,MP,2P,2PA,3P,3PA,ORB,DRB,FT,FTA,AST,STL,BLK,TOV
G,74.15565476190478,183.85491071428572,22.19360119047619,1.4760416666666665,3.4355654761904764,1.1857142857142855,3.5022321428571423,0.4382440476190476,2.014880952380952,1.3037202380952375,1.7639880952380955,2.1150297619047618,0.606845238095238,0.07708333333333332,1.4444940476190475
F/C,156.20052083333334,485.5859375,30.17708333333333,4.523437499999999,7.270833333333334,0.47395833333333337,1.1223958333333335,3.0807291666666665,5.098958333333334,2.026041666666667,3.536458333333334,1.1223958333333335,0.5442708333333333,0.9270833333333333,2.4817708333333335
