,Height,Weight,MP,2P,2PA,3P,3PA,ORB,DRB,FT,FTA,AST,STL,BLK,TOV
G,72.7416666666667,178.8515625,20.950000000000003,1.7927083333333331,3.7703124999999997,1.140104166666667,3.5171874999999995,0.8541666666666669,1.6901041666666663,1.6114583333333332,2.1500000000000004,2.0859374999999996,0.9786458333333335,0.050520833333333334,1.6541666666666668
F/C,79.79687500000001,203.671875,18.4078125,1.9916666666666671,3.868750000000001,0.3130208333333333,1.1729166666666666,1.7229166666666667,2.7963541666666663,1.5656249999999998,2.3781250000000007,0.575,0.6427083333333333,0.7463541666666667,1.0270833333333333
