,Height,Weight,MP,2P,2PA,3P,3PA,ORB,DRB,FT,FTA,AST,STL,BLK,TOV
G,75.27291666666666,182.09635416666669,24.202604166666667,2.1630208333333334,4.4281250000000005,1.0713541666666666,3.151041666666667,0.8411458333333334,2.0348958333333336,1.1802083333333335,1.6359375000000003,2.002604166666667,0.7005208333333334,0.19739583333333335,1.1140625
F/C,80.44791666666666,207.76041666666666,23.731770833333332,2.1979166666666665,4.0546875,0.8932291666666667,2.583333333333333,1.619791666666667,3.4921874999999996,1.7005208333333333,2.393229166666667,1.1901041666666667,0.7213541666666666,0.8046874999999999,1.5130208333333335
