,Height,Weight,MP,2P,2PA,3P,3PA,ORB,DRB,FT,FTA,AST,STL,BLK,TOV
G,75.47408963585436,185.4223039215686,25.176330532212884,1.3650910364145656,3.2281862745098033,1.5294467787114847,4.239880952380952,0.4705532212885154,2.016351540616246,2.0269257703081234,2.7010854341736694,2.562009803921568,0.9463585434173668,0.12647058823529414,1.5224789915966386
F/C,80.19117647058822,223.30882352941182,18.511764705882356,2.804411764705882,5.011764705882352,0.048529411764705876,0.2911764705882353,1.410294117647059,2.7808823529411764,1.302941176470588,2.291176470588235,0.8117647058823528,0.7323529411764707,1.011764705882353,1.3176470588235296
