,Height,Weight,MP,2P,2PA,3P,3PA,ORB,DRB,FT,FTA,AST,STL,BLK,TOV
G,74.25863678804853,182.15266106442576,20.996078431372545,1.7863328664799256,3.316328197945845,1.2916316526610645,3.534243697478992,0.5836951447245564,1.696638655462185,1.1673669467787111,1.6879435107376282,1.9189542483660125,0.7848972922502334,0.24517973856209152,1.233823529411765
F/C,142.10784313725492,387.7450980392156,31.865196078431367,4.541666666666667,7.580882352941177,0.03676470588235294,0.196078431372549,3.4509803921568625,5.975490196078432,2.5686274509803924,3.9681372549019605,1.4044117647058822,1.0098039215686274,1.3725490196078434,2.8970588235294117
