,Height,Weight,MP,2P,2PA,3P,3PA,ORB,DRB,FT,FTA,AST,STL,BLK,TOV
F/C,162.63636363636363,472.63636363636357,36.46969696969697,5.257575757575758,8.121212121212121,0.29797979797979796,0.9242424242424242,2.414141414141414,5.2020202020202015,2.348484848484848,4.01010101010101,0.9595959595959594,0.6262626262626263,0.9797979797979797,2.287878787878788
G,75.49466089466092,197.09545454545452,27.812121212121216,1.6425685425685426,3.1253246753246757,1.7011544011544009,4.333333333333333,0.4937229437229438,3.0183261183261183,2.0063492063492063,2.5113275613275614,2.380447330447331,0.9714285714285716,0.17178932178932182,1.4067099567099566
