,Height,Weight,MP,2P,2PA,3P,3PA,ORB,DRB,FT,FTA,AST,STL,BLK,TOV
G,73.503125,178.08125,19.338541666666668,1.6875,3.412500000000001,0.7708333333333334,2.3135416666666657,0.35000000000000003,1.7520833333333332,0.9552083333333333,1.4229166666666668,2.0416666666666665,0.7489583333333333,0.07291666666666666,1.3854166666666667
F/C,159.35416666666666,426.41145833333326,32.46875,3.4479166666666674,6.132812500000002,0.871875,2.155208333333334,2.117708333333333,4.548958333333332,2.2385416666666664,3.4062499999999996,0.7401041666666666,0.8677083333333334,1.3057291666666666,1.6958333333333333
