,Height,Weight,MP,2P,2PA,3P,3PA,ORB,DRB,FT,FTA,AST,STL,BLK,TOV
G,76.2984375,195.0487351190476,26.25535714285714,1.696056547619048,3.9168154761904757,1.5729910714285713,3.9408482142857135,0.4691220238095237,2.8823660714285713,1.3110863095238094,1.8661458333333334,2.175,0.8347470238095238,0.14665178571428575,1.5098958333333334
F/C,80.09895833333334,220.02343749999991,19.021354166666665,1.7416666666666667,3.5046874999999997,0.3385416666666667,1.2026041666666665,1.3239583333333333,2.4604166666666667,1.370833333333333,1.994270833333333,0.7203124999999999,0.43593750000000003,0.9494791666666668,1.028645833333333
