,Height,Weight,MP,2P,2PA,3P,3PA,ORB,DRB,FT,FTA,AST,STL,BLK,TOV
G,74.50138248847927,181.8678955453149,22.72250384024578,1.8555299539170507,3.86605222734255,1.0447772657450078,3.315975422427035,0.8502304147465437,2.1927803379416284,1.5530721966205836,2.207142857142857,1.5612135176651305,0.9972350230414747,0.1447004608294931,1.402457757296467
F/C,121.3897849462366,340.02688172043014,25.89139784946237,2.806451612903225,5.334946236559141,0.12473118279569893,0.4779569892473118,1.8720430107526878,3.330645161290322,1.4731182795698927,2.22258064516129,0.5064516129032258,0.38010752688172045,0.6532258064516128,1.3844086021505375
