,Height,Weight,MP,2P,2PA,3P,3PA,ORB,DRB,FT,FTA,AST,STL,BLK,TOV
F/C,152.07142857142858,419.5,26.02857142857143,4.442857142857143,6.671428571428572,0.5,1.6142857142857143,1.8571428571428572,4.642857142857143,2.0714285714285716,3.4857142857142858,0.8714285714285714,0.8857142857142857,1.0571428571428572,2.057142857142857
G,75.58544217687076,191.9438775510204,22.651768707482997,1.5629931972789115,3.2138775510204085,1.282925170068027,3.3950340136054424,0.5325850340136056,2.383197278911564,1.2705442176870747,1.7403401360544217,2.0095238095238095,0.8223809523809524,0.11292517006802721,1.4565986394557826
