,Height,Weight,MP,2P,2PA,3P,3PA,ORB,DRB,FT,FTA,AST,STL,BLK,TOV
G,73.6387205387205,183.68536556036554,21.216738816738815,1.493482443482443,3.1313732563732564,1.3161255411255413,3.3655964405964403,0.4163179413179413,1.8396825396825391,1.1395983645983645,1.534307359307359,1.9693843193843197,0.6699254449254449,0.050228475228475226,1.1252405002405004
F/C,155.44949494949498,450.1262626262626,30.593434343434346,3.8207070707070705,7.35858585858586,0.08333333333333333,0.34595959595959597,2.7828282828282824,4.305555555555555,1.585858585858586,2.457070707070707,0.8863636363636364,0.41414141414141414,0.8964646464646464,1.6742424242424243
