,Height,Weight,MP,2P,2PA,3P,3PA,ORB,DRB,FT,FTA,AST,STL,BLK,TOV
G,74.33906249999998,183.2953125,24.060416666666665,2.05625,4.671875,0.8630208333333333,2.7473958333333335,0.4145833333333333,2.4781250000000004,1.4468750000000001,1.9822916666666663,1.9197916666666663,0.8265624999999998,0.16562500000000002,1.8635416666666667
F/C,146.08437500000002,382.53125000000006,25.773958333333336,2.1572916666666666,4.7828124999999995,0.08020833333333334,0.5177083333333334,1.1546875,2.7390625,1.7791666666666666,2.744270833333333,0.7901041666666667,0.6291666666666667,0.403125,2.0114583333333336
