,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Aaron Holiday,35,6,10,.600,3,5,.600,3,5,.600,6,8,.750,0,3,3,5,1,0,4,2,21
1,Thomas Welsh,31,6,9,.667,2,3,.667,4,6,.667,3,4,.750,4,10,14,2,0,1,1,1,19
2,Kris Wilkes,28,5,10,.500,1,4,.250,4,6,.667,2,4,.500,1,2,3,4,0,1,1,4,16
3,Prince Ali,23,5,10,.500,4,6,.667,1,4,.250,4,5,.800,0,1,1,2,1,0,2,2,15
4,Gyorgy Goloman,16,2,2,1.000,1,1,1.000,1,1,1.000,4,4,1.000,0,2,2,1,1,3,0,5,9
5,Jaylen Hands,26,3,6,.500,2,3,.667,1,3,.333,4,5,.800,0,2,2,8,3,0,1,1,11
6,Alex Olesinski,22,4,5,.800,1,1,1.000,3,4,.750,3,3,1.000,1,5,6,0,0,2,0,3,14
7,Chris Smith,14,1,3,.333,1,2,.500,0,1,.000,0,0,,0,2,2,0,0,0,1,3,2
8,Ikenna Okwarabizie,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
9,Alec Wulff,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
