,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Evan Leonard,30,2,7,.286,0,4,.000,2,3,.667,4,4,1.000,0,2,2,0,0,0,1,0,10
1,John Edgar Jr.,25,6,11,.545,5,8,.625,1,3,.333,0,1,.000,1,3,4,0,0,0,3,1,13
2,Eyassu Worku,24,2,8,.250,2,7,.286,0,1,.000,4,4,1.000,1,0,1,1,1,0,2,1,8
3,Tommy Rutherford,22,2,6,.333,2,6,.333,0,0,,5,8,.625,4,2,6,2,1,0,1,1,9
4,Jonathan Galloway,14,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,1,0,5,0
5,Max Hazzard,25,3,8,.375,1,3,.333,2,5,.400,2,3,.667,0,3,3,3,2,0,2,1,10
6,Elston Jones,18,2,2,1.000,2,2,1.000,0,0,,0,1,.000,1,0,1,0,1,1,2,3,4
7,Brad Greene,15,2,3,.667,2,3,.667,0,0,,5,6,.833,0,1,1,0,0,1,0,2,9
8,Darrian Traylor,11,1,2,.500,0,0,,1,2,.500,0,0,,0,4,4,0,0,0,0,1,3
9,Brandon Smith,10,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,1,0,1,1,1,2
10,Riley Welch,6,0,0,,0,0,,0,0,,0,0,,0,0,0,3,1,0,1,2,0
